Orthogroup	ailMel.longCDS.prots	ursArc.longCDS.prots
OG0000127	rna-XM_034647268.1	rna39299
OG0000127	rna-XM_034662710.1	rna1566
OG0000128	rna-XM_019806736.2	rna16114
OG0000128	rna-XM_019800849.2	rna40417
OG0000128	rna-XM_034666952.1	rna42778
OG0000128	rna-XM_034649492.1	rna52885
OG0000129	rna-XM_034666254.1	rna36432
OG0000129	rna-XM_034649058.1	rna38982
OG0000129	rna-XM_034655661.1	rna27757
OG0000129	rna-XM_034647494.1	rna24887
OG0000130	rna-XM_034644142.1	rna15169
OG0000130	rna-XM_034658770.1	rna16803
OG0000130	rna-XM_034649277.1	rna51689
OG0000130	rna-XM_034667076.1	rna42600
OG0000131	id-LOC117797712	id581226, id583166
OG0000132	rna-XM_034670576.1	rna47722
OG0000132	rna-XM_034670575.1	rna47724
OG0000132	rna-XM_034669564.1	rna33321
OG0000132	rna-XM_034669566.1	rna33319
OG0000132	rna-XM_034669565.1	rna33320
OG0000135	rna-XM_002920781.4, rna-XM_034652987.1, rna-XM_034650827.1, rna-XM_034651113.1, rna-XM_034650590.1, rna-XM_034650591.1, rna-XM_034652210.1	rna33218
OG0000135	rna-XM_034653259.1	rna44019
OG0000136	rna-XM_034647302.1	rna34891
OG0000136	rna-XM_019799101.2	rna21008
OG0000136	rna-XM_034649643.1	rna42072
OG0000136	rna-XM_034649862.1	rna42151
OG0000137	rna-XM_034649083.1	rna34561
OG0000137	rna-XM_019801180.2	rna52523
OG0000137	rna-XM_034649064.1	rna34563
OG0000137	rna-XM_019797391.2	rna34554
OG0000138	rna-XM_034647085.1	rna39275
OG0000138	rna-XM_002929153.4	rna18083
OG0000138	rna-XM_034652153.1, rna-XM_034651098.1, rna-XM_034650903.1, rna-XM_011237436.3	rna13223
OG0000139	rna-XM_034647088.1	rna37514
OG0000139	rna-XM_034638501.1	rna9497
OG0000139	rna-XM_034667672.1	rna5125
OG0000140	rna-XM_034670022.1	rna33760
OG0000140	rna-XM_034672864.1	rna32152
OG0000140	rna-XM_002920448.2	rna18209
OG0000140	rna-XM_002928032.4	rna49058
OG0000141	rna-XM_002930455.4	rna48014, rna54190, rna54192, rna50762
OG0000142	rna-XM_034643745.1	rna15238
OG0000142	rna-XM_019802748.2	rna45032
OG0000142	rna-XM_034672774.1	rna43865
OG0000142	rna-XM_034667661.1	rna42618
OG0000143	rna-XM_002913202.4	rna41836
OG0000143	rna-XM_002917884.4	rna43962
OG0000143	rna-XM_011234499.3	rna3772
OG0000143	rna-XM_011221616.3	rna45392
OG0000144	rna-XM_034649360.1	rna39868
OG0000144	rna-XM_034649880.1	rna39867
OG0000144	rna-XM_034649881.1	rna39866
OG0000144	rna-XM_034649354.1	rna39871
OG0000145	rna-XM_019794519.2	rna42693
OG0000145	rna-XM_002917747.4	rna30832
OG0000145	rna-XM_019793444.2	rna18336
OG0000145	rna-XM_034658480.1	rna16402
OG0000146	rna-XM_034665671.1	rna21791
OG0000146	rna-XM_034661467.1	rna14731
OG0000146	rna-XM_002923596.4	rna27617
OG0000146	rna-XM_034649234.1	rna38954
OG0000147	rna-XM_034649273.1	rna51625
OG0000147	rna-XM_034657257.1	rna16994
OG0000147	rna-XM_011233642.3	rna25454
OG0000147	rna-XM_034672299.1	rna3002
OG0000148	rna-XM_002915801.4	rna8527
OG0000148	rna-XM_019794340.2	rna37235
OG0000148	rna-XM_011232902.3	rna14055
OG0000148	rna-XM_034672142.1	rna31855
OG0000149	rna-XM_034661231.1	rna37241
OG0000149	rna-XM_002924149.4	rna31845
OG0000149	rna-XM_034656220.1	rna14062
OG0000149	rna-XM_034663452.1	rna8507
OG0000150	rna-XM_011229173.3	rna37134
OG0000150	rna-XM_002930892.2	rna37135
OG0000150	rna-XM_002931209.4	rna37981
OG0000150	rna-XM_002931292.4	rna53835, rna53834
OG0000151	rna-XM_002920394.4	rna20217
OG0000151	rna-XM_034671694.1	rna14318
OG0000151	rna-XM_034671406.1	rna14329
OG0000151	rna-XM_002918140.4	rna27540
OG0000152	rna-XM_034647457.1	rna24533
OG0000152	rna-XM_034663629.1	rna8342
OG0000152	rna-XM_034656678.1	rna27912
OG0000152	rna-XM_034672218.1	rna48214
OG0000154	rna-XM_011220649.3	rna16670
OG0000154	rna-XM_034666129.1	rna21035
OG0000154	rna-XM_034658650.1	rna16666
OG0000154	rna-XM_034658663.1	rna16674
OG0000155	id-LOC117800798, id-LOC117800782	id587541
OG0000156	rna-XM_034651642.1	rna53825
OG0000156	rna-XM_034651723.1, rna-XM_034643943.1	rna14834, rna53826
OG0000157	rna-XM_034641250.1	rna30077
OG0000157	rna-XM_034641315.1	rna30073
OG0000157	rna-XM_002924942.4	rna30075
OG0000157	rna-XM_019805635.2	rna30078
OG0000158	rna-XM_011234800.3	rna49742
OG0000158	rna-XM_002927264.2	rna49746
OG0000158	rna-XM_034667676.1	rna49743
OG0000158	rna-XM_034667677.1	rna49745
OG0000162	rna-XM_011223725.3	rna18783
OG0000162	rna-XM_034661363.1	rna37151
OG0000162	rna-XM_019802460.2	rna34691
OG0000162	rna-XM_002924109.4	rna34336
OG0000163	rna-XM_034645185.1	rna34616, rna34620
OG0000163	rna-XM_034647758.1	rna24784
OG0000163	rna-XM_034668518.1	rna9861
OG0000164	rna-XM_002928762.4	rna49543
OG0000164	rna-XM_034654056.1	rna46771
OG0000164	rna-XM_034644201.1	rna15308
OG0000165	rna-XM_034654082.1	rna2
OG0000165	rna-XM_011229039.3	rna47416
OG0000165	rna-XM_034672155.1	rna48072
OG0000165	rna-XM_034654299.1	rna48868
OG0000166	rna-XM_034659708.1, rna-XM_034650653.1	rna3733
OG0000166	rna-XM_034637888.1	rna32446
OG0000166	rna-XM_002921278.4	rna45140
OG0000167	rna-XM_011223856.3	rna46132
OG0000167	rna-XM_034643487.1	rna41588
OG0000167	rna-XM_019796678.2	rna34142
OG0000167	rna-XM_034638522.1	rna43928
OG0000168	rna-XM_034653583.1	rna52001
OG0000168	rna-XM_034653558.1	rna45724
OG0000169	rna-XM_034669529.1	rna34049
OG0000169	rna-XM_034650548.1, rna-XM_034650408.1, rna-XM_034651487.1	rna53743
OG0000170	rna-XM_002922632.3	rna37132
OG0000170	rna-XM_011226890.2	rna27606
OG0000170	rna-XM_002925346.3	rna39742
OG0000170	rna-XM_002925922.3	rna52044
OG0000171	rna-XM_019798119.2	rna30719
OG0000171	rna-XM_019794011.2	rna19670
OG0000172	rna-XM_019804772.2	rna3204
OG0000172	rna-XM_034652230.1, rna-XM_034651936.1	rna54091, rna53940, rna53943, rna54100
OG0000173	id-LOC109488500	id578919, rna52971
OG0000174	rna-XM_002927980.4	rna37035
OG0000174	rna-XM_034647083.1	rna37028
OG0000174	rna-XM_034657461.1	rna43042
OG0000174	rna-XM_034660739.1	rna40140
OG0000175	rna-XM_034650240.1	rna54280, rna54284
OG0000175	rna-XM_034660155.1, rna-XM_034653432.1	rna53453, rna53308
OG0000176	rna-XM_019803409.2	rna14301
OG0000176	rna-XM_034656874.1	rna27530
OG0000176	rna-XM_034662704.1	rna20218
OG0000176	rna-XM_034664942.1	rna1782
OG0000177	rna-XM_034642232.1	rna10499
OG0000177	rna-XM_002916419.3	rna18981
OG0000178	rna-XM_019800807.2	rna17479
OG0000178	rna-XM_034654791.1	rna116
OG0000178	rna-XM_034644089.1	rna40368
OG0000179	rna-XM_034644369.1	rna53494, rna52934
OG0000179	rna-XM_034651598.1	rna52932
OG0000179	rna-XM_034651604.1	rna53712, rna45631
OG0000180	rna-XM_034670075.1, rna-XM_002924749.4	rna33688
OG0000180	rna-XM_034669549.1	rna33684
OG0000180	rna-XM_034670914.1, rna-XM_034669548.1, rna-XM_034652525.1	rna33689
OG0000181	rna-XM_034651846.1, rna-XM_034651938.1	rna53153
OG0000181	rna-XM_034644998.1	rna49479
OG0000182	rna-XM_034641182.1	rna29492
OG0000182	rna-XM_034640714.1	rna29491
OG0000182	rna-XM_011232843.3	rna29503
OG0000182	rna-XM_034641179.1	rna29497
OG0000183	rna-XM_034647078.1	rna36948
OG0000183	rna-XM_011226331.3	rna36947
OG0000183	rna-XM_002930210.4	rna36891
OG0000184	rna-XM_011234355.3	rna49381
OG0000184	rna-XM_002926860.4	rna49383
OG0000184	rna-XM_002926892.3, rna-XM_002926891.3	rna49382
OG0000185	rna-XM_002930041.2	rna49330
OG0000185	rna-XM_011216737.2	rna49331
OG0000185	rna-XM_011216740.1	rna49332
OG0000185	rna-XM_002930039.4	rna49327
OG0000185	rna-XM_002930040.4	rna49329
OG0000186	rna-XM_002930909.4	rna53311, rna53303
OG0000186	rna-XM_034653411.1, rna-XM_034653437.1	rna53812
OG0000187	rna-XM_002929071.4	rna38572
OG0000187	rna-XM_034670298.1	rna38569
OG0000187	rna-XM_034669567.1	rna33285
OG0000187	rna-XM_019808303.2	rna33286
OG0000188	rna-XM_002924991.2	rna48348
OG0000188	rna-XM_002924967.2	rna48346
OG0000188	rna-XM_002924990.1	rna48349
OG0000189	rna-XM_034672212.1	rna1455
OG0000189	rna-XM_002915691.2	rna1454
OG0000189	rna-XM_034672293.1	rna1457
OG0000189	rna-XM_002915695.4	rna1456
OG0000190	id-LOC117797080	id35538
OG0000191	rna-XM_002922679.1	rna49390
OG0000191	rna-XM_002922681.3	rna49392
OG0000191	rna-XM_034644898.1, rna-XM_034651891.1, rna-XM_034651918.1, rna-XM_002922678.4	rna49389
OG0000192	rna-XM_002929412.4	rna13218
OG0000192	rna-XM_002930965.1	rna13216
OG0000192	rna-XM_002925572.3	rna13215
OG0000192	rna-XM_034654214.1, rna-XM_034654320.1	rna13217
OG0000193	rna-XM_034643694.1, rna-XM_034653091.1	rna41241
OG0000193	rna-XM_034658269.1	rna16127
OG0000193	rna-XM_034654027.1	rna46824
OG0000194	rna-XM_011236732.3	rna51645
OG0000194	rna-XM_002927811.3	rna14784
OG0000194	rna-XM_034651242.1, rna-XM_002918964.4	rna16397
OG0000195	rna-XM_034637910.1	rna32218
OG0000195	rna-XM_034637932.1	rna32220
OG0000195	rna-XM_034637908.1	rna32217
OG0000195	rna-XM_034639208.1	rna32209, rna32207
OG0000196	rna-XM_034639078.1	rna50589
OG0000197	rna-XM_034661206.1	rna42001
OG0000197	rna-XM_034639016.1	rna44463
OG0000197	rna-XM_034663566.1	rna19653
OG0000198	rna-XM_034647701.1	rna24890
OG0000198	rna-XM_034648887.1	rna53351, rna39804, rna54121
OG0000198	rna-XM_034656758.1	rna27762
OG0000199	rna-XM_034660398.1	rna1211
OG0000199	rna-XM_034647191.1	rna39260
OG0000199	rna-XM_019798334.2	rna48011
OG0000200	rna-XM_002914426.4	rna37244
OG0000200	rna-XM_034641602.1	rna18639
OG0000200	rna-XM_011219330.3	rna27693
OG0000200	rna-XM_034652194.1, rna-XM_011229350.3	rna8487
OG0000201	rna-XM_019800455.2	rna16692
OG0000201	rna-XM_034646080.1	rna17742
OG0000201	rna-XM_034660564.1	rna44724
OG0000202	rna-XM_034667487.1	rna47236
OG0000202	rna-XM_002919635.4	rna23000
OG0000202	rna-XM_034659995.1	rna42813
OG0000202	rna-XM_034661692.1	rna40194
OG0000203	rna-XM_034661712.1	rna36573
OG0000203	rna-XM_034650535.1, rna-XM_034650498.1	rna54430
OG0000203	rna-XM_034661711.1, rna-XM_034650492.1, rna-XM_034650831.1	rna49840
OG0000203	rna-XM_034650486.1, rna-XM_034650496.1	rna53404
OG0000204	id-LOC100481011, rna-XM_034652383.1	id45720
OG0000204	id-LOC117802009	id45837
OG0000205	rna-XM_034650631.1, rna-XM_034652534.1, rna-XM_034652288.1, rna-XM_034652726.1	rna39319
OG0000205	rna-XM_034652318.1, rna-XM_034652575.1, rna-XM_034651882.1, rna-XM_034651747.1, rna-XM_019794761.2	rna1355
OG0000206	rna-XM_034657725.1	rna43382
OG0000206	rna-XM_002931205.4	rna43381
OG0000206	rna-XM_002921914.4	rna43379
OG0000206	rna-XM_034660032.1	rna43380
OG0000207	rna-XM_034645522.1	rna17330
OG0000207	rna-XM_034654093.1	rna4
OG0000207	rna-XM_034644335.1	rna40353
OG0000208	rna-XM_011216738.3	rna53922
OG0000208	rna-XM_034646528.1, rna-XM_034646537.1, rna-XM_002930049.2	rna49338
OG0000209	rna-XM_002926858.4	rna49371
OG0000209	rna-XM_002926854.2, rna-XM_002926855.2	rna49362
OG0000209	rna-XM_019807642.2	rna53735, rna53732
OG0000210	rna-XM_034655704.1	rna287
OG0000210	rna-XM_002917066.4	rna289
OG0000210	rna-XM_011222090.3	rna290
OG0000211	rna-XM_011217934.2	rna23898, rna53816, rna53813, rna53894, rna53893, rna23897, rna23893, rna23895, rna23896, rna23891, rna23901, rna23902, rna23894, rna23899, rna23900, rna54143, rna54142
OG0000213	rna-XM_034642088.1	rna33023
OG0000213	rna-XM_019809255.2	rna44072
OG0000213	rna-XM_011235551.3	rna3946
OG0000214	rna-XM_034670442.1	rna1034
OG0000214	rna-XM_034648312.1	rna34707
OG0000214	rna-XM_034669031.1	rna51704, rna51738
OG0000215	rna-XM_011219432.3	rna3498
OG0000215	rna-XM_034650858.1, rna-XM_002920545.4	rna16178
OG0000215	rna-XM_034654109.1	rna45861
OG0000216	rna-XM_002917214.3	rna13768
OG0000216	rna-XM_034667911.1	rna27134
OG0000216	rna-XM_034642864.1	rna49031
OG0000217	rna-XM_034654925.1	rna6045
OG0000217	rna-XM_034641094.1	rna6035
OG0000217	rna-XM_002915840.4	rna6034
OG0000217	rna-XM_019807760.2	rna3774
OG0000218	rna-XM_002921719.4	rna29555
OG0000218	rna-XM_034670243.1	rna33386
OG0000218	rna-XM_034672372.1	rna50770
OG0000219	rna-XM_002927328.4	rna33476
OG0000219	rna-XM_019800487.2	rna32421
OG0000219	rna-XM_034640863.1	rna36077
OG0000220	rna-XM_034640815.1	rna35887
OG0000220	rna-XM_034653314.1, rna-XM_034638122.1	rna32707
OG0000220	rna-XM_034646462.1	rna45152
OG0000221	rna-XM_034639330.1	rna51916
OG0000221	rna-XM_034638657.1	rna54186, rna54185
OG0000221	rna-XM_034639364.1, rna-XM_034639332.1	rna51915
OG0000222	rna-XM_034650929.1	rna24158
OG0000222	rna-XM_011217768.3	rna8982
OG0000222	rna-XM_002917549.3	rna36618
OG0000223	rna-XM_011234262.3	rna20059
OG0000223	rna-XM_002913727.4	rna20058
OG0000223	rna-XM_002921461.4	rna4222
OG0000224	rna-XM_019797680.2	rna21705
OG0000224	rna-XM_011219561.3, rna-XM_034651401.1	rna20945
OG0000224	rna-XM_034651641.1, rna-XM_034649986.1	rna49964
OG0000225	rna-XM_011222034.3	rna25233
OG0000225	rna-XM_011231492.2	rna49864
OG0000225	rna-XM_002919972.4	rna4896
OG0000226	rna-XM_019804265.2	rna37519
OG0000226	rna-XM_019799530.2	rna37513
OG0000226	rna-XM_034652305.1	rna36889
OG0000227	rna-XM_034660566.1	rna44732
OG0000227	rna-XM_034655851.1	rna23954
OG0000227	rna-XM_034658681.1	rna16705
OG0000228	rna-XM_002918878.4	rna22177
OG0000228	rna-XM_034660876.1	rna36870
OG0000228	rna-XM_019803058.2	rna47359
OG0000229	rna-XM_034661244.1	rna37252
OG0000229	rna-XM_034663641.1	rna8460
OG0000229	rna-XM_034656750.1	rna27782
OG0000230	rna-XM_011234376.2	rna23735, rna23737, rna23734, rna23741, rna23736, rna23740, rna23745
OG0000231	rna-XM_002926907.3	rna23738, rna23744, rna23743, rna23739, rna23746
OG0000232	rna-XM_002924420.4	rna48304
OG0000232	rna-XM_002916098.4	rna43742
OG0000232	rna-XM_034656887.1	rna27513
OG0000233	rna-XM_011222805.3	rna8246
OG0000233	rna-XM_002917530.3	rna8247
OG0000233	rna-XM_011222804.3	rna8244
OG0000235	rna-XM_034650742.1	rna53892
OG0000235	rna-XM_034657167.1	rna50542
OG0000235	rna-XM_034657896.1	rna50500
OG0000236	rna-XM_034658052.1	rna15819
OG0000236	rna-XM_019803046.2	rna47313
OG0000236	rna-XM_034655880.1	rna24010
OG0000237	rna-XM_034653325.1	rna53954
OG0000237	rna-XM_034653324.1	rna51975
OG0000238	rna-XM_034655757.1, rna-XM_034651843.1	rna50979
OG0000238	rna-XM_002927194.4	rna17423
OG0000238	rna-XM_002928776.4	rna29729
OG0000239	rna-XM_034643002.1	rna54363, rna53862
OG0000239	rna-XM_034643000.1	rna37888
OG0000239	rna-XM_011219025.3	rna37889
OG0000240	id-LOC117795912	id587066
OG0000241	rna-XM_002924952.4, rna-XM_034639730.1, rna-XM_002924951.4	rna53561
OG0000242	rna-XM_034640621.1	rna18664
OG0000242	rna-XM_019793828.2	rna18668
OG0000244	rna-XM_034650473.1	rna53741
OG0000244	rna-XM_034650475.1	rna54041, rna54295, rna53364, rna51776, rna53405, rna54478, rna54394
OG0000245	rna-XM_002928591.2	rna36145
OG0000245	rna-XM_034665604.1	rna36141
OG0000245	rna-XM_002928592.2	rna36139
OG0000245	rna-XM_002928577.2	rna36142
OG0000246	rna-XM_011225963.3	rna626
OG0000246	rna-XM_002920040.2	rna627
OG0000246	rna-XM_002920036.1	rna624
OG0000246	rna-XM_034664072.1	rna625
OG0000247	rna-XM_011228038.3	rna3186
OG0000247	rna-XM_002921671.2	rna3185
OG0000247	rna-XM_034653821.1	rna3184
OG0000247	rna-XM_002924162.2	rna3222, rna3223
OG0000248	rna-XM_002930314.1, rna-XM_034644306.1	rna15682
OG0000248	rna-XM_002930821.3	rna54421, rna54420
OG0000250	rna-XM_034655847.1	rna320
OG0000250	rna-XM_034646834.1	rna34981
OG0000250	rna-XM_034648166.1	rna23474
OG0000251	rna-XM_002921512.4	rna3401
OG0000251	rna-XM_019802443.2	rna34651
OG0000251	rna-XM_034668398.1	rna9973
OG0000252	rna-XM_034657801.1	rna43502
OG0000252	rna-XM_034647178.1	rna37620
OG0000252	rna-XM_034653591.1	rna12775
OG0000253	rna-XM_034642654.1	rna10760
OG0000253	rna-XM_019800165.2	rna40178
OG0000253	rna-XM_034654282.1	rna48887
OG0000254	rna-XM_034646423.1	rna17280
OG0000254	rna-XM_034654639.1	rna6603
OG0000254	rna-XM_034662094.1	rna11489
OG0000255	rna-XM_034649105.1	rna40645
OG0000255	rna-XM_019798992.2	rna5551
OG0000255	rna-XM_034665400.1	rna7586
OG0000256	rna-XM_019795559.2	rna40995
OG0000257	rna-XM_002920346.4	rna40404
OG0000257	rna-XM_034650192.1, rna-XM_034650191.1, rna-XM_034650840.1, rna-XM_034649831.1	rna51630
OG0000258	rna-XM_034642741.1	rna32824
OG0000258	rna-XM_034652710.1, rna-XM_019804862.2	rna44092
OG0000259	rna-XM_034651700.1	rna53745, rna53746
OG0000259	rna-XM_034652662.1	rna53394
OG0000259	rna-XM_002931322.2	rna54302, rna54305
OG0000260	rna-XM_011220146.3	rna47086
OG0000260	rna-XM_034638771.1	rna47087
OG0000260	rna-XM_034669546.1, rna-XM_019806504.2	rna33694
OG0000261	rna-XM_002915564.4	rna47001
OG0000261	rna-XM_011220176.3	rna46998
OG0000261	rna-XM_019795713.2	rna47002
OG0000262	rna-XM_019798186.2	rna43800
OG0000262	rna-XM_034652496.1, rna-XM_034651716.1, rna-XM_034652231.1, rna-XM_034650749.1, rna-XM_034652981.1, rna-XM_002914115.4	rna18230
OG0000263	rna-XM_019807194.2	rna21266
OG0000263	rna-XM_019794050.2, rna-XM_034638886.1	rna9416
OG0000263	rna-XM_034638885.1	rna9418
OG0000264	rna-XM_011223578.3	rna47876, rna47832
OG0000264	rna-XM_034649394.1	rna39800
OG0000264	rna-XM_002917742.4	rna30842
OG0000265	rna-XM_002915371.4, rna-XM_034651179.1	rna2385
OG0000265	rna-XM_034652102.1, rna-XM_019795045.2	rna39777
OG0000265	rna-XM_002922593.4	rna40543
OG0000266	rna-XM_002919247.4	rna15062
OG0000266	rna-XM_019798121.2	rna30715
OG0000266	rna-XM_034667124.1	rna42495
OG0000268	rna-XM_034667489.1	rna47235
OG0000268	rna-XM_011225590.3	rna40170
OG0000269	rna-XM_034642874.1	rna10867
OG0000269	rna-XM_011230582.3	rna36698
OG0000269	rna-XM_034660960.1	rna36700
OG0000270	rna-XM_011230832.3	rna11703
OG0000270	rna-XM_002912764.4	rna16005
OG0000270	rna-XM_034661978.1	rna11700
OG0000271	rna-XM_002927439.4	rna11562
OG0000271	rna-XM_019796144.2	rna15650
OG0000271	rna-XM_019802714.2	rna29995
OG0000272	rna-XM_034644766.1	rna45412
OG0000272	rna-XM_034662353.1	rna52347
OG0000272	rna-XM_011228429.3	rna31113
OG0000273	rna-XM_002917287.4	rna43658
OG0000273	rna-XM_034653240.1	rna23936
OG0000273	rna-XM_011237456.3	rna45692
OG0000274	rna-XM_019798955.2	rna24192
OG0000274	rna-XM_034647513.1	rna24953
OG0000274	rna-XM_011231948.3	rna8146
OG0000275	rna-XM_011219972.3	rna8298
OG0000275	rna-XM_011221440.3	rna48160
OG0000275	rna-XM_034656660.1	rna27946
OG0000276	rna-XM_034664016.1, rna-XM_034651204.1	rna22315
OG0000276	rna-XM_034668875.1	rna27421
OG0000277	rna-XM_034663734.1	rna31507
OG0000277	rna-XM_002921364.3	rna43472
OG0000277	rna-XM_034666734.1	rna25838
OG0000278	rna-XM_034666841.1	rna25592
OG0000278	rna-XM_034663768.1	rna52450, rna52510
OG0000278	rna-XM_034657160.1	rna50456
OG0000279	rna-XM_034657960.1	rna52967
OG0000279	rna-XM_019793754.2	rna52968
OG0000280	rna-XM_019801364.2	rna1587
OG0000280	rna-XM_034647266.1	rna39224
OG0000280	rna-XM_034658959.1	rna4986
OG0000281	rna-XM_002931289.4, rna-XM_034650430.1	rna49342
OG0000281	rna-XM_034644814.1	rna49341
OG0000281	rna-XM_034651772.1	rna49343
OG0000281	rna-XM_034644584.1	rna49344
OG0000282	rna-XM_034639705.1	rna41003
OG0000282	rna-XM_034640996.1	rna29634
OG0000282	rna-XM_034646073.1, rna-XM_034646076.1	rna17349
OG0000283	rna-XM_011231049.3	rna29474
OG0000283	rna-XM_011218833.3	rna41526
OG0000283	rna-XM_034646685.1	rna39711
OG0000284	rna-XM_034645671.1	rna17994
OG0000284	rna-XM_034645612.1	rna17990
OG0000284	rna-XM_034645622.1	rna17991, rna17989
OG0000285	rna-XM_002926888.4	rna49380
OG0000286	rna-XM_002928211.1, rna-XM_002928210.4	rna54212
OG0000287	rna-XM_019804645.2	rna1775
OG0000287	rna-XM_034655874.1	rna23996
OG0000287	rna-XM_002924063.4	rna23998
OG0000288	rna-XM_002931132.4	rna36114
OG0000288	rna-XM_002931131.4	rna54181, rna54180
OG0000288	rna-XM_002930702.3	rna36120, rna36104
OG0000289	rna-XM_034671693.1, rna-XM_002919144.4, rna-XM_034671727.1, rna-XM_034651595.1	rna54234, rna54236
OG0000290	rna-XM_034671732.1	rna25432
OG0000291	rna-XM_019801970.2	rna25180
OG0000291	rna-XM_034663776.1	rna6908
OG0000291	rna-XM_034663775.1	rna6905
OG0000292	rna-XM_002918533.4	rna22426
OG0000292	rna-XM_034663699.1, rna-XM_002918532.4, rna-XM_002918535.4	rna22420, rna22421
OG0000297	rna-XM_034644945.1, rna-XM_034653103.1, rna-XM_034644955.1	rna53885
OG0000298	rna-XM_034668123.1	rna34285
OG0000298	rna-XM_034647895.1	rna34796
OG0000298	rna-XM_034640155.1	rna19545
OG0000299	rna-XM_034663855.1	rna22544
OG0000299	rna-XM_034660015.1	rna43169
OG0000299	rna-XM_034650823.1	rna13190
OG0000300	rna-XM_034657871.1	rna50466
OG0000300	rna-XM_034654840.1	rna13110
OG0000300	rna-XM_034655634.1	rna13964
OG0000301	rna-XM_034657853.1	rna50426
OG0000301	rna-XM_034651722.1	rna13081
OG0000301	rna-XM_011222140.3	rna15829
OG0000302	rna-XM_019802062.2	rna12997
OG0000302	rna-XM_034657817.1	rna43540
OG0000302	rna-XM_019797143.2	rna22392
OG0000303	rna-XM_034651458.1, rna-XM_034653062.1, rna-XM_034653063.1, rna-XM_034650740.1, rna-XM_034653064.1, rna-XM_034651867.1, rna-XM_034643762.1, rna-XM_034643137.1, rna-NM_001304933.1	rna25121
OG0000304	rna-XM_034664281.1	rna21857
OG0000304	rna-XM_034659997.1	rna42831
OG0000304	rna-XM_002915125.4	rna12261
OG0000305	rna-XM_011217413.3	rna48859, rna54294, rna48858
OG0000306	rna-XM_011227879.3	rna17299
OG0000306	rna-XM_034654394.1	rna26806
OG0000306	rna-XM_011224718.3	rna11258
OG0000307	rna-XM_011230488.3	rna6764
OG0000307	rna-XM_034643655.1	rna45570
OG0000307	rna-XM_019796218.2	rna15512
OG0000308	rna-XM_034646507.1	rna17373
OG0000308	rna-XM_034641225.1	rna29765
OG0000308	rna-XM_034654575.1	rna6728
OG0000309	rna-XM_034654650.1	rna6593
OG0000309	rna-XM_011228456.3	rna29657
