Orthogroup	ailMel.longCDS.prots	ursMar.longCDS.prots
OG0000113	rna-XM_034655715.1	rna33125, rna33124, rna33127, rna32539
OG0000113	rna-XM_002931307.1	rna33126
OG0000114	rna-XM_034641590.1	rna19831
OG0000114	rna-XM_034642280.1	rna1097
OG0000114	rna-XM_034669107.1	rna11851
OG0000114	rna-XM_034650079.1, rna-XM_034645122.1, rna-XM_019810249.2	rna15717
OG0000115	rna-XM_034665569.1	rna30793
OG0000115	rna-XM_034651827.1	rna26687
OG0000115	rna-XM_034657364.1	rna34282
OG0000115	rna-XM_019798266.2	rna19286
OG0000116	rna-XM_034642336.1	rna2462
OG0000116	rna-XM_034645430.1	rna32087
OG0000116	rna-XM_002914046.4	rna21746
OG0000116	rna-XM_034639013.1	rna8965
OG0000117	rna-XM_002915055.4	rna35419
OG0000117	rna-XM_034650837.1, rna-XM_034650836.1, rna-XM_034651637.1, rna-XM_034651549.1, rna-XM_034651266.1, rna-XM_034653189.1, rna-XM_002930093.4, rna-XM_034658820.1	rna6512
OG0000118	rna-XM_034650748.1	rna16884, rna16885
OG0000118	rna-XM_034639720.1	rna16886
OG0000118	rna-XM_002915618.2, rna-XM_002929402.2	rna16888
OG0000119	rna-XM_034665613.1	rna33794
OG0000119	rna-XM_002931089.2	rna33281
OG0000119	rna-XM_034650087.1	rna33282
OG0000119	rna-XM_034650110.1	rna33786, rna33795
OG0000120	rna-XM_011217730.3	rna16528
OG0000120	rna-XM_011218027.2	rna16527
OG0000120	rna-XM_002930852.2	rna16529
OG0000120	rna-XM_002930851.3	rna16530
OG0000122	rna-XM_034670157.1	rna4866
OG0000122	rna-XM_034652876.1, rna-XM_034652867.1, rna-XM_034652866.1, rna-XM_034652794.1, rna-XM_034652872.1, rna-XM_034652574.1, rna-XM_034650752.1, rna-XM_034652205.1, rna-XM_034650541.1, rna-XM_034652803.1, rna-XM_002912326.4	rna16654
OG0000123	rna-XM_011222248.3	rna28848
OG0000123	rna-XM_002913321.4	rna15778
OG0000123	rna-XM_034639960.1	rna19879
OG0000123	rna-XM_034642471.1	rna1147
OG0000124	rna-XM_019804216.2	rna32401, rna11422
OG0000124	rna-XM_034656261.1	rna12148
OG0000124	rna-XM_011222201.3	rna26402
OG0000124	rna-XM_034657764.1	rna30971
OG0000125	rna-XM_002925838.4	rna8894
OG0000125	rna-XM_034642784.1	rna2384
OG0000125	rna-XM_034645217.1	rna32079
OG0000125	rna-XM_002928596.4	rna10120
OG0000126	rna-XM_034661217.1	rna32365, rna24507
OG0000126	rna-XM_034639210.1	rna24645
OG0000126	rna-XM_034641039.1	rna19743
OG0000126	rna-XM_034637793.1	rna31690
OG0000127	rna-XM_034648895.1	rna35389
OG0000127	rna-XM_034649473.1	rna15483
OG0000127	rna-XM_034647268.1	rna8124
OG0000127	rna-XM_034662710.1	rna27828
OG0000128	rna-XM_019806736.2	rna26205
OG0000128	rna-XM_019800849.2	rna27911
OG0000128	rna-XM_034666952.1	rna4640
OG0000128	rna-XM_034649492.1	rna34797
OG0000129	rna-XM_034666254.1	rna30246
OG0000129	rna-XM_034649058.1	rna32763
OG0000129	rna-XM_034655661.1	rna13252
OG0000129	rna-XM_034647494.1	rna32254
OG0000130	rna-XM_034644142.1	rna7722
OG0000130	rna-XM_034658770.1	rna19562
OG0000130	rna-XM_034649277.1	rna32228
OG0000130	rna-XM_034667076.1	rna4777
OG0000131	id-LOC117797294, id-LOC117797296, id-LOC117800376, id-LOC117800371	gene24268, gene24368, gene26071, gene24366
OG0000131	id-LOC117797712	gene25716
OG0000132	rna-XM_034670576.1	rna18302
OG0000132	rna-XM_034670575.1	rna18303
OG0000132	rna-XM_034669564.1	rna18730
OG0000132	rna-XM_034669566.1	rna18732
OG0000132	rna-XM_034669565.1	rna18731
OG0000135	rna-XM_002920781.4, rna-XM_034652987.1, rna-XM_034650827.1, rna-XM_034651113.1, rna-XM_034650590.1, rna-XM_034650591.1, rna-XM_034652210.1	rna2125
OG0000136	rna-XM_034647302.1	rna15808
OG0000136	rna-XM_019799101.2	rna8656
OG0000136	rna-XM_034649643.1	rna22619
OG0000136	rna-XM_034649862.1	rna17836
OG0000137	rna-XM_034649083.1	rna15580
OG0000137	rna-XM_019801180.2	rna20827
OG0000137	rna-XM_034649064.1	rna15582
OG0000137	rna-XM_019797391.2	rna15579
OG0000138	rna-XM_034647085.1	rna8111
OG0000138	rna-XM_002929153.4	rna35498
OG0000138	rna-XM_034652153.1, rna-XM_034651098.1, rna-XM_034650903.1, rna-XM_011237436.3	rna21197
OG0000139	rna-XM_034647088.1	rna11589
OG0000139	rna-XM_034638501.1	rna10192
OG0000139	rna-XM_034667672.1	rna10787
OG0000139	rna-XM_034654380.1	rna5843
OG0000140	rna-XM_034670022.1	rna20342
OG0000140	rna-XM_034672864.1	rna31201
OG0000140	rna-XM_002920448.2	rna35611
OG0000140	rna-XM_002928032.4	rna35076
OG0000141	rna-XM_002930455.4	rna35401, rna33547, rna14153, rna23706
OG0000142	rna-XM_034643745.1	rna33352
OG0000142	rna-XM_019802748.2	rna21514
OG0000142	rna-XM_034672774.1	rna4130
OG0000142	rna-XM_034667661.1	rna4762
OG0000143	rna-XM_002913202.4	rna24383
OG0000143	rna-XM_002917884.4	rna4067
OG0000143	rna-XM_011234499.3	rna22360
OG0000143	rna-XM_011221616.3	rna31953
OG0000144	rna-XM_034649360.1	rna15473
OG0000144	rna-XM_034649880.1	rna15474
OG0000144	rna-XM_034649881.1	rna15475
OG0000144	rna-XM_034649354.1	rna15472
OG0000145	rna-XM_019794519.2	rna4708
OG0000145	rna-XM_002917747.4	rna116
OG0000145	rna-XM_019793444.2	rna27240
OG0000145	rna-XM_034658480.1	rna26007
OG0000146	rna-XM_034665671.1	rna10707
OG0000146	rna-XM_034661467.1	rna5182
OG0000146	rna-XM_002923596.4	rna13348
OG0000146	rna-XM_034649234.1	rna32752
OG0000147	rna-XM_034649273.1	rna32189
OG0000147	rna-XM_034657257.1	rna19424
OG0000147	rna-XM_011233642.3	rna23297
OG0000147	rna-XM_034672299.1	rna35183
OG0000148	rna-XM_002915801.4	rna670
OG0000148	rna-XM_019794340.2	rna24194
OG0000148	rna-XM_011232902.3	rna12196
OG0000148	rna-XM_034672142.1	rna5433
OG0000149	rna-XM_034661231.1	rna24199
OG0000149	rna-XM_002924149.4	rna5428
OG0000149	rna-XM_034656220.1	rna12200
OG0000149	rna-XM_034663452.1	rna659
OG0000150	rna-XM_011229173.3	rna27514
OG0000150	rna-XM_002930892.2	rna27515
OG0000150	rna-XM_002931209.4	rna2360
OG0000150	rna-XM_002931292.4	rna2362
OG0000151	rna-XM_002920394.4	rna17449
OG0000151	rna-XM_034671694.1	rna9869
OG0000151	rna-XM_034671406.1	rna9875
OG0000151	rna-XM_002918140.4	rna13400
OG0000152	rna-XM_034647457.1	rna6498
OG0000152	rna-XM_034663629.1	rna571
OG0000152	rna-XM_034656678.1	rna13139
OG0000152	rna-XM_034672218.1	rna2884
OG0000154	rna-XM_011220649.3	rna25444
OG0000154	rna-XM_034666129.1	rna8586
OG0000154	rna-XM_034658650.1	rna25440
OG0000154	rna-XM_034658663.1	rna25445
OG0000155	id-LOC117800798, id-LOC117800782	gene16287
OG0000156	rna-XM_034651642.1	rna28185
OG0000156	rna-XM_034651723.1, rna-XM_034643943.1	rna28173
OG0000156	rna-XM_034651669.1	rna28182
OG0000157	rna-XM_034641250.1	rna1048
OG0000157	rna-XM_034641315.1	rna1050
OG0000157	rna-XM_002924942.4	rna1049
OG0000157	rna-XM_019805635.2	rna1046
OG0000158	rna-XM_011234800.3	rna22762
OG0000158	rna-XM_002927264.2	rna22765
OG0000158	rna-XM_034667676.1	rna22763
OG0000162	rna-XM_011223725.3	rna25527
OG0000162	rna-XM_034661363.1	rna27522
OG0000162	rna-XM_019802460.2	rna15677
OG0000162	rna-XM_002924109.4	rna29393
OG0000163	rna-XM_034645185.1	rna15616
OG0000163	rna-XM_034647758.1	rna31782
OG0000163	rna-XM_034668518.1	rna9645
OG0000164	rna-XM_002928762.4	rna31881
OG0000164	rna-XM_034654056.1	rna26542
OG0000164	rna-XM_034644201.1	rna3853
OG0000165	rna-XM_034654082.1	rna33153
OG0000165	rna-XM_034672155.1	rna2952
OG0000165	rna-XM_034654299.1	rna16944
OG0000166	rna-XM_034659708.1, rna-XM_034650653.1	rna22381
OG0000166	rna-XM_034650990.1, rna-XM_034637888.1	rna9160
OG0000166	rna-XM_002921278.4	rna32109
OG0000167	rna-XM_011223856.3	rna15052
OG0000167	rna-XM_034643487.1	rna28133
OG0000167	rna-XM_034638522.1	rna4093
OG0000168	rna-XM_034653583.1	rna2650
OG0000168	rna-XM_034653558.1	rna2691
OG0000168	rna-XM_011216822.2	rna2656
OG0000169	rna-XM_034669529.1	rna20153
OG0000169	rna-XM_034650548.1, rna-XM_034650408.1, rna-XM_034651487.1	rna20152
OG0000170	rna-XM_002922632.3	rna27513
OG0000170	rna-XM_011226890.2	rna13355
OG0000170	rna-XM_002925346.3	rna17773
OG0000170	rna-XM_002925922.3	rna2704
OG0000171	rna-XM_019798119.2	rna170
OG0000171	rna-XM_019794011.2	rna10114
OG0000172	rna-XM_019804772.2	rna18888
OG0000172	rna-XM_034652230.1, rna-XM_034651936.1	rna18896, rna18895
OG0000173	id-LOC117797797, id-LOC117797794	rna35664
OG0000173	id-LOC109488500	rna29032
OG0000174	rna-XM_002927980.4	rna11734
OG0000174	rna-XM_034647083.1	rna11741
OG0000174	rna-XM_034657461.1	rna34373
OG0000174	rna-XM_034660739.1	rna31448
OG0000175	rna-XM_034650240.1	rna33689, rna33695
OG0000175	rna-XM_034660155.1, rna-XM_034653432.1	rna33693, rna33687, rna36073
OG0000176	rna-XM_019803409.2	rna9857
OG0000176	rna-XM_034656874.1	rna13407
OG0000176	rna-XM_034662704.1	rna17452
OG0000177	rna-XM_034642232.1	rna1128
OG0000177	rna-XM_019808246.2	rna1129
OG0000177	rna-XM_002916419.3	rna19909
OG0000178	rna-XM_019800807.2	rna26916
OG0000178	rna-XM_034654791.1	rna33206
OG0000178	rna-XM_034644089.1	rna25075
OG0000179	rna-XM_034644369.1, rna-XM_034651598.1, rna-XM_034651604.1	rna35917
OG0000180	rna-XM_034670075.1, rna-XM_002924749.4	rna4988
OG0000180	rna-XM_034669549.1	rna4985
OG0000180	rna-XM_034670914.1, rna-XM_034669548.1, rna-XM_034652525.1	rna4989
OG0000181	rna-XM_034651862.1	rna15397
OG0000181	rna-XM_002928226.4, rna-XM_034651847.1	rna15396
OG0000181	rna-XM_034651846.1, rna-XM_034651938.1	rna15395, rna15394
OG0000182	rna-XM_034641182.1	rna14827
OG0000182	rna-XM_034640714.1	rna14829
OG0000182	rna-XM_011232843.3	rna14818
OG0000182	rna-XM_034641179.1	rna14826
OG0000183	rna-XM_034647078.1	rna34922
OG0000183	rna-XM_011226331.3	rna34923
OG0000183	rna-XM_002930210.4	rna34954
OG0000184	rna-XM_011234355.3	rna15299
OG0000184	rna-XM_002926860.4	rna15302
OG0000184	rna-XM_002926892.3	rna15301
OG0000185	rna-XM_002930041.2	rna15232
OG0000185	rna-XM_011216737.2	rna15233
OG0000185	rna-XM_011216740.1	rna15234
OG0000185	rna-XM_002930039.4	rna15229
OG0000185	rna-XM_002930040.4	rna15231
OG0000186	rna-XM_002930909.4	rna36079, rna36069
OG0000186	rna-XM_034653411.1, rna-XM_034653437.1	rna33450
OG0000187	rna-XM_002929071.4	rna18650
OG0000187	rna-XM_034670298.1	rna18651
OG0000187	rna-XM_019808303.2	rna32345
OG0000188	rna-XM_002924991.2	rna34025
OG0000188	rna-XM_002924967.2	rna34027
OG0000188	rna-XM_002924990.1	rna34024
OG0000189	rna-XM_034672212.1	rna27748
OG0000189	rna-XM_002915691.2	rna27747
OG0000189	rna-XM_034672293.1	rna27751
OG0000189	rna-XM_002915695.4	rna27749
OG0000190	id-LOC117797080	gene13919
OG0000191	rna-XM_002922679.1	rna15313
OG0000191	rna-XM_002922681.3	rna15315
OG0000191	rna-XM_034644898.1, rna-XM_034651891.1, rna-XM_034651918.1	rna15310, rna15311
OG0000191	rna-XM_002922678.4	rna15312
OG0000192	rna-XM_002929412.4	rna21193
OG0000192	rna-XM_002930965.1	rna21191
OG0000192	rna-XM_002925572.3	rna21187
OG0000192	rna-XM_034654214.1, rna-XM_034654320.1	rna21192
OG0000193	rna-XM_034643694.1, rna-XM_034653091.1	rna25139
OG0000193	rna-XM_034658269.1	rna26198
OG0000193	rna-XM_034654027.1	rna26491
OG0000194	rna-XM_011236732.3	rna32205
OG0000194	rna-XM_002927811.3	rna5216
OG0000194	rna-XM_002918964.4	rna26013
OG0000195	rna-XM_034637910.1	rna9007
OG0000195	rna-XM_034637932.1	rna9008
OG0000195	rna-XM_034637908.1	rna9006
OG0000195	rna-XM_034639208.1	rna9001
OG0000196	rna-XM_034669853.1	rna20134
OG0000196	rna-XM_034639078.1	rna4304
OG0000197	rna-XM_034661206.1	rna24497
OG0000197	rna-XM_034639016.1	rna8891
OG0000197	rna-XM_034663566.1	rna10117
OG0000198	rna-XM_034647701.1	rna32252
OG0000198	rna-XM_034648887.1	rna35667, rna17739
OG0000198	rna-XM_034656758.1	rna13251
OG0000199	rna-XM_034660398.1	rna31221
OG0000199	rna-XM_034647191.1	rna8103
OG0000199	rna-XM_034666214.1	rna26757
OG0000199	rna-XM_019798334.2	rna35403
OG0000200	rna-XM_002914426.4	rna24201
OG0000200	rna-XM_011219330.3	rna13296
OG0000200	rna-XM_034652194.1, rna-XM_011229350.3	rna653
OG0000201	rna-XM_019800455.2	rna19631
OG0000201	rna-XM_034646080.1	rna14206
OG0000201	rna-XM_034660564.1	rna14517
OG0000201	rna-XM_034653422.1	rna35445, rna32407
OG0000202	rna-XM_034667487.1	rna18020
OG0000202	rna-XM_002919635.4	rna13491
OG0000202	rna-XM_034659995.1, rna-XM_034661692.1	rna34259, rna31416
OG0000203	rna-XM_034661712.1	rna36038
OG0000203	rna-XM_034650486.1, rna-XM_034650496.1	rna36042
OG0000205	rna-XM_034650631.1, rna-XM_034652534.1, rna-XM_034652288.1, rna-XM_034652726.1	rna8136
OG0000205	rna-XM_034652318.1, rna-XM_034652575.1, rna-XM_034651882.1, rna-XM_034651747.1, rna-XM_019794761.2	rna27678
OG0000206	rna-XM_034657725.1	rna28011
OG0000206	rna-XM_002931205.4	rna28010
OG0000206	rna-XM_002921914.4	rna28008
OG0000206	rna-XM_034660032.1	rna28009
OG0000207	rna-XM_034645522.1	rna27016
OG0000207	rna-XM_034654093.1	rna33155
OG0000207	rna-XM_034644335.1	rna25065
OG0000208	rna-XM_002930047.4	rna15240
OG0000208	rna-XM_011216738.3	rna15241
OG0000208	rna-XM_034646528.1, rna-XM_034646537.1, rna-XM_002930049.2	rna15242, rna15243
OG0000209	rna-XM_002926858.4	rna15285
OG0000209	rna-XM_002926854.2, rna-XM_002926855.2	rna15274, rna15276
OG0000209	rna-XM_019807642.2	rna15272
OG0000210	rna-XM_034655704.1	rna24046
OG0000210	rna-XM_002917066.4	rna24045
OG0000210	rna-XM_034655708.1	rna24040, rna24043, rna24041
OG0000210	rna-XM_011222090.3	rna24039
OG0000213	rna-XM_034652630.1, rna-XM_034642088.1	rna1982
OG0000213	rna-XM_019809255.2	rna3999
OG0000213	rna-XM_011235551.3	rna22244
OG0000214	rna-XM_034670442.1	rna31045
OG0000214	rna-XM_034648312.1	rna15686
OG0000214	rna-XM_034669031.1	rna11928
OG0000215	rna-XM_034650858.1, rna-XM_002920545.4	rna26169
OG0000215	rna-XM_034654109.1	rna26598
OG0000216	rna-XM_002917214.3	rna12000
OG0000216	rna-XM_034667911.1	rna7686
OG0000216	rna-XM_034642864.1	rna17069
OG0000217	rna-XM_034654925.1	rna7392
OG0000217	rna-XM_034641094.1	rna7393
OG0000217	rna-XM_002915840.4	rna7394
OG0000217	rna-XM_019807760.2	rna22359
OG0000218	rna-XM_002921719.4	rna14773
OG0000218	rna-XM_034670243.1	rna18671
OG0000218	rna-XM_034672372.1	rna23698
OG0000219	rna-XM_002927328.4	rna4835
OG0000219	rna-XM_019800487.2	rna9141
OG0000219	rna-XM_034640863.1	rna16494
OG0000220	rna-XM_034640815.1	rna16615
OG0000220	rna-XM_034653314.1, rna-XM_034638122.1	rna30441
OG0000220	rna-XM_034646462.1	rna32102
OG0000221	rna-XM_034639330.1	rna29164
OG0000221	rna-XM_034639361.1	rna29168
OG0000221	rna-XM_034638657.1	rna29176, rna29174
OG0000222	rna-XM_034650929.1	rna20739
OG0000222	rna-XM_011217768.3	rna24822
OG0000222	rna-XM_002917549.3	rna28506
OG0000223	rna-XM_011234262.3	rna17331
OG0000223	rna-XM_002913727.4	rna17330
OG0000223	rna-XM_034653256.1, rna-XM_002921461.4	rna22036
OG0000224	rna-XM_019797680.2	rna10668
OG0000224	rna-XM_011219561.3, rna-XM_034651401.1	rna8717
OG0000224	rna-XM_034651641.1, rna-XM_034649986.1	rna33700
OG0000225	rna-XM_011222034.3	rna23540
OG0000225	rna-XM_011231492.2	rna10779
OG0000225	rna-XM_002919972.4	rna21627
OG0000226	rna-XM_019804265.2	rna11590
OG0000226	rna-XM_019799530.2	rna11588
OG0000226	rna-XM_034652305.1	rna34957
OG0000227	rna-XM_034660566.1	rna14512
OG0000227	rna-XM_034655851.1	rna32501
OG0000227	rna-XM_002913413.4	rna28416
OG0000227	rna-XM_034658681.1	rna19623
OG0000228	rna-XM_002918878.4	rna16463
OG0000228	rna-XM_019803058.2	rna18098
OG0000229	rna-XM_034661244.1	rna24207
OG0000229	rna-XM_034663641.1	rna641
OG0000229	rna-XM_034656751.1, rna-XM_034656750.1	rna13242
OG0000230	rna-XM_011234376.2	rna32891, rna32892, rna32886, rna32887, rna32884, rna32882, rna32881
OG0000231	rna-XM_002926907.3	rna32880, rna32890, rna32883, rna32885, rna32889, rna32879
OG0000232	rna-XM_002924420.4	rna2839
OG0000232	rna-XM_002916098.4	rna17716
OG0000232	rna-XM_034656887.1	rna13419
OG0000233	rna-XM_011222805.3	rna520
OG0000233	rna-XM_002917530.3	rna521
OG0000233	rna-XM_011222804.3	rna519
OG0000235	rna-XM_034650742.1	rna34823
OG0000235	rna-XM_034657167.1	rna34817
OG0000235	rna-XM_034657896.1	rna34847
OG0000236	rna-XM_034658052.1	rna26411
OG0000236	rna-XM_019803046.2	rna18062
OG0000237	rna-XM_034653325.1	rna32408
OG0000237	rna-XM_034653324.1	rna33112
OG0000238	rna-XM_034655757.1, rna-XM_034651843.1	rna31154
OG0000238	rna-XM_002927194.4	rna26954, rna29968
OG0000238	rna-XM_002928776.4	rna14674
OG0000239	rna-XM_034643002.1	rna2317
OG0000239	rna-XM_034643000.1	rna2316
OG0000239	rna-XM_011219025.3	rna2318
OG0000240	id-LOC117795912	gene14050
OG0000241	rna-XM_002924952.4, rna-XM_034639730.1, rna-XM_002924951.4	rna1074
OG0000242	rna-XM_034640621.1	rna25620
OG0000242	rna-XM_019793828.2	rna25614
OG0000242	rna-XM_034650500.1	rna25616
OG0000244	rna-XM_034650473.1, rna-XM_034650475.1	rna29862, rna34567
OG0000245	rna-XM_002928591.2	rna33728
OG0000245	rna-XM_034665604.1	rna33730
OG0000245	rna-XM_002928577.2	rna33729
OG0000246	rna-XM_011225963.3	rna10135
OG0000246	rna-XM_002920040.2	rna10136
OG0000246	rna-XM_034664072.1	rna10133, rna10134
OG0000247	rna-XM_002924162.2	rna18878, rna18877
OG0000248	rna-XM_002930314.1, rna-XM_034644306.1	rna3573
OG0000248	rna-XM_002930821.3	rna31213
OG0000250	rna-XM_034655847.1	rna24017
OG0000250	rna-XM_034646834.1	rna15866
OG0000250	rna-XM_034648166.1	rna12615
OG0000251	rna-XM_002921512.4	rna26
OG0000251	rna-XM_019802443.2	rna15652
OG0000251	rna-XM_034668398.1	rna9555
OG0000252	rna-XM_034657801.1	rna30944
OG0000252	rna-XM_034647178.1	rna11656
OG0000252	rna-XM_034653591.1	rna11471
OG0000253	rna-XM_034642654.1	rna1293
OG0000253	rna-XM_019800165.2	rna31424
OG0000253	rna-XM_034654282.1	rna16962
OG0000254	rna-XM_034646423.1	rna27043
OG0000254	rna-XM_034654639.1	rna6969
OG0000254	rna-XM_034662094.1	rna3378
OG0000255	rna-XM_034649105.1	rna29708
OG0000255	rna-XM_019798992.2	rna11041
OG0000255	rna-XM_034665400.1	rna4591
OG0000256	rna-XM_019795559.2	rna8831
OG0000256	rna-XM_034655451.1	rna10899
OG0000257	rna-XM_002920346.4	rna27901
OG0000257	rna-XM_034649831.1	rna32192
OG0000258	rna-XM_034642741.1, rna-XM_034651544.1, rna-XM_034651705.1	rna28744
OG0000258	rna-XM_034652710.1, rna-XM_019804862.2	rna3984
OG0000259	rna-XM_034651700.1	rna33149
OG0000259	rna-XM_034652662.1	rna36312
OG0000259	rna-XM_002931322.2	rna33147, rna33146, rna36311
OG0000260	rna-XM_011220146.3	rna33620
OG0000260	rna-XM_034638771.1	rna33619
OG0000260	rna-XM_034669546.1, rna-XM_019806504.2	rna4994
OG0000261	rna-XM_002915564.4	rna33668
OG0000261	rna-XM_011220176.3	rna33674
OG0000261	rna-XM_019795713.2	rna33667
OG0000262	rna-XM_019798186.2	rna4166
OG0000262	rna-XM_002914115.4	rna27296
OG0000263	rna-XM_019807194.2	rna8431
OG0000263	rna-XM_019794050.2, rna-XM_034638886.1	rna24530
OG0000263	rna-XM_034638885.1	rna24528
OG0000264	rna-XM_011223578.3	rna5256
OG0000264	rna-XM_034649394.1	rna17741
OG0000264	rna-XM_002917742.4	rna110
OG0000265	rna-XM_002915371.4, rna-XM_034651179.1	rna6170
OG0000265	rna-XM_034652102.1	rna17752
OG0000265	rna-XM_019795045.2	rna18761
OG0000266	rna-XM_002919247.4	rna7804
OG0000266	rna-XM_019798121.2	rna172
OG0000266	rna-XM_034667124.1	rna21350
OG0000268	rna-XM_034667489.1	rna18019
OG0000268	rna-XM_011225590.3	rna31426
OG0000269	rna-XM_034642874.1	rna1370
OG0000269	rna-XM_011230582.3	rna28571
OG0000269	rna-XM_034660960.1	rna28572
OG0000270	rna-XM_011230832.3	rna3238
OG0000270	rna-XM_002912764.4	rna26282
OG0000270	rna-XM_034661978.1	rna3240
OG0000271	rna-XM_002927439.4	rna3338
OG0000271	rna-XM_019796144.2	rna3597
OG0000271	rna-XM_019802714.2	rna23365
OG0000272	rna-XM_034644766.1	rna31949
OG0000272	rna-XM_034662353.1	rna34557
OG0000272	rna-XM_011228429.3	rna30429
OG0000273	rna-XM_002917287.4	rna17651
OG0000273	rna-XM_034653240.1	rna32508
OG0000273	rna-XM_011237456.3	rna23794
OG0000274	rna-XM_019798955.2	rna20716
OG0000274	rna-XM_034647513.1	rna33513
OG0000274	rna-XM_011231948.3	rna466
OG0000275	rna-XM_011219972.3	rna552
OG0000275	rna-XM_011221440.3	rna2908
OG0000275	rna-XM_034656660.1	rna13117
OG0000276	rna-XM_034664016.1, rna-XM_034651204.1	rna16374
OG0000276	rna-XM_034668875.1	rna8019
OG0000277	rna-XM_034663734.1	rna20503
OG0000277	rna-XM_002921364.3	rna30959
OG0000277	rna-XM_034666734.1	rna1839
OG0000278	rna-XM_034666841.1	rna23197
OG0000278	rna-XM_034663768.1	rna26733
OG0000278	rna-XM_034657160.1	rna34877
OG0000279	rna-XM_034657960.1	rna29077
OG0000279	rna-XM_019793754.2	rna29076
OG0000279	rna-XM_034657966.1	rna29071
OG0000280	rna-XM_019801364.2	rna27844
OG0000280	rna-XM_034647266.1	rna8082
OG0000280	rna-XM_034658959.1	rna20917
OG0000281	rna-XM_002931289.4, rna-XM_034650430.1	rna15247
OG0000281	rna-XM_034644814.1	rna15246
OG0000281	rna-XM_034651772.1	rna15248
OG0000281	rna-XM_034644584.1	rna15249
OG0000282	rna-XM_034639705.1	rna8824
OG0000282	rna-XM_034640996.1	rna14724
OG0000282	rna-XM_034646073.1, rna-XM_034646076.1	rna27004
OG0000283	rna-XM_011231049.3	rna14836
OG0000283	rna-XM_011218833.3	rna28092
OG0000283	rna-XM_034646685.1	rna5671
OG0000284	rna-XM_034645671.1	rna18994
OG0000284	rna-XM_034645612.1	rna18988
OG0000284	rna-XM_034645622.1	rna18992, rna18987
OG0000285	rna-XM_002926888.4	rna15293
OG0000286	rna-XM_034651616.1	rna10407
OG0000286	rna-XM_002928209.4	rna10410
OG0000286	rna-XM_002928211.1, rna-XM_002928210.4	rna10409, rna10408
OG0000287	rna-XM_034651226.1, rna-XM_019804645.2	rna25808
OG0000287	rna-XM_034655874.1	rna32470
OG0000287	rna-XM_002924063.4	rna32471
OG0000288	rna-XM_002931132.4	rna33761
OG0000288	rna-XM_002931131.4	rna33762, rna33763
OG0000288	rna-XM_002930702.3	rna33768, rna33756, rna33774
OG0000289	rna-XM_034671693.1, rna-XM_002919144.4, rna-XM_034671727.1, rna-XM_034651595.1	rna14280
