Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0000025	id-LOC105234544, id-LOC105234752, id-LOC105234754, id-LOC105234960, id-LOC105234961, id-LOC105240638, id-LOC109488455, id-LOC109488456, id-LOC117795072, rna-XM_034665897.1, rna-XM_034665944.1	ENST00000390340.2, ENST00000390341.2, ENST00000436911.6, ENST00000443402.6, ENST00000444775.2	transcript_ENSUAMT00000001130, transcript_ENSUAMT00000010646, transcript_ENSUAMT00000010652, transcript_ENSUAMT00000017185, transcript_ENSUAMT00000017186, transcript_ENSUAMT00000017189, transcript_ENSUAMT00000019357, transcript_ENSUAMT00000022235	id21096, id21106, id21115, id21121, id21135, id21144, id21152, id21155, id21165, id21172, rna1861	gene19071, gene19074, gene19075, gene19077, gene19078, gene19080, gene19081, gene19083, gene19084, rna25870
OG0000026	rna-XM_019799401.2, rna-XM_019808319.2, rna-XM_034641543.1, rna-XM_034642450.1, rna-XM_034643547.1, rna-XM_034647281.1, rna-XM_034658502.1, rna-XM_034659452.1, rna-XM_034667630.1	ENST00000261383.3, ENST00000262442.8, ENST00000312428.10, ENST00000389394.7, ENST00000389840.6, ENST00000420323.6, ENST00000430092.5, ENST00000495027.5, ENST00000620169.4	transcript_ENSUAMT00000008595, transcript_ENSUAMT00000018747, transcript_ENSUAMT00000021048, transcript_ENSUAMT00000022391, transcript_ENSUAMT00000025265, transcript_ENSUAMT00000025755, transcript_ENSUAMT00000031086, transcript_ENSUAMT00000040626	rna16336, rna16452, rna2419, rna26004, rna33309, rna39505, rna4194, rna46136, rna6119	rna15050, rna1701, rna18740, rna22059, rna25967, rna26051, rna6197, rna7337, rna8247
OG0000027	rna-XM_002926087.4, rna-XM_002930581.3, rna-XM_002930582.2, rna-XM_002930587.4, rna-XM_011217419.3, rna-XM_019794055.2, rna-XM_034651443.1, rna-XM_034652629.1, rna-XM_034653289.1, rna-XM_034667616.1, rna-XM_034667730.1	ENST00000317037.2, ENST00000317078.1, ENST00000317093.2, ENST00000317254.3	transcript_ENSUAMT00000001359, transcript_ENSUAMT00000003143, transcript_ENSUAMT00000003370, transcript_ENSUAMT00000003798, transcript_ENSUAMT00000012756, transcript_ENSUAMT00000014901, transcript_ENSUAMT00000014904, transcript_ENSUAMT00000022616, transcript_ENSUAMT00000023291, transcript_ENSUAMT00000023294	rna52178, rna52179, rna52180, rna52181, rna52183, rna52184, rna52185, rna52188, rna54345, rna54346	rna32555, rna32556, rna32557, rna32558, rna32559, rna32563, rna32564, rna32565, rna32568
OG0000028	rna-XM_002922114.4, rna-XM_002922160.4, rna-XM_002922161.4, rna-XM_019802703.2, rna-XM_034639721.1, rna-XM_034640778.1, rna-XM_034640779.1, rna-XM_034641051.1, rna-XM_034650597.1, rna-XM_034652459.1, rna-XM_034652503.1, rna-XM_034652521.1, rna-XM_034652617.1, rna-XM_034652696.1, rna-XM_034652708.1, rna-XM_034652712.1	ENST00000167586.6, ENST00000246635.7, ENST00000246662.8, ENST00000254043.7, ENST00000269576.5, ENST00000301653.8, ENST00000311208.12	transcript_ENSUAMT00000011076, transcript_ENSUAMT00000011081, transcript_ENSUAMT00000011087, transcript_ENSUAMT00000011131, transcript_ENSUAMT00000011145, transcript_ENSUAMT00000011153, transcript_ENSUAMT00000011155	rna30032, rna30033, rna30034, rna30035, rna30036, rna30038, rna30039, rna30072	rna1053, rna23331, rna23332, rna23334, rna23335, rna23336
OG0000029	rna-XM_002927208.2, rna-XM_002927214.4, rna-XM_002927215.3, rna-XM_002927216.2, rna-XM_002927218.2, rna-XM_002927219.2, rna-XM_002929995.3, rna-XM_002930846.2, rna-XM_002930847.3, rna-XM_011216694.3, rna-XM_034644782.1	ENST00000310194.1	transcript_ENSUAMT00000010996, transcript_ENSUAMT00000010999, transcript_ENSUAMT00000021576, transcript_ENSUAMT00000021577, transcript_ENSUAMT00000021581, transcript_ENSUAMT00000021583, transcript_ENSUAMT00000031612, transcript_ENSUAMT00000031613, transcript_ENSUAMT00000039760	rna17454, rna17455, rna17456, rna17457, rna17458, rna17459, rna17460, rna17461, rna17463, rna17464, rna17465, rna17466	rna26926, rna26927, rna26928, rna26929, rna26931, rna26932, rna26933, rna26934, rna26935, rna26936, rna33120
OG0000030	rna-XM_002926085.4, rna-XM_002931045.2, rna-XM_002931090.2, rna-XM_002931189.2, rna-XM_002931190.2, rna-XM_002931242.4, rna-XM_011217984.2, rna-XM_011218101.2, rna-XM_034650081.1, rna-XM_034650186.1, rna-XM_034650187.1, rna-XM_034650891.1	ENST00000307388.1, ENST00000380367.1	transcript_ENSUAMT00000000738, transcript_ENSUAMT00000001698, transcript_ENSUAMT00000001725, transcript_ENSUAMT00000003290, transcript_ENSUAMT00000003322, transcript_ENSUAMT00000003567, transcript_ENSUAMT00000003813, transcript_ENSUAMT00000003857, transcript_ENSUAMT00000004161, transcript_ENSUAMT00000005226, transcript_ENSUAMT00000005424, transcript_ENSUAMT00000007049, transcript_ENSUAMT00000008443	rna36078, rna36079, rna36083, rna53584, rna53585, rna53586, rna53587, rna54379	rna32630, rna32633, rna33276, rna33277, rna33278, rna33279, rna33280, rna33796, rna34706
OG0000031	rna-XM_002930605.4, rna-XM_002930606.4, rna-XM_002930607.4, rna-XM_002930608.4, rna-XM_002930713.4, rna-XM_002930716.3, rna-XM_019793538.2, rna-XM_034653338.1, rna-XM_034657195.1, rna-XM_034657196.1, rna-XM_034657197.1	ENST00000305892.1, ENST00000305899.4, ENST00000308940.8, ENST00000322107.1, ENST00000334920.3	transcript_ENSUAMT00000004963, transcript_ENSUAMT00000004964, transcript_ENSUAMT00000005146, transcript_ENSUAMT00000005149, transcript_ENSUAMT00000026218, transcript_ENSUAMT00000026219, transcript_ENSUAMT00000026220, transcript_ENSUAMT00000026222, transcript_ENSUAMT00000026224	rna15703, rna15704, rna15705, rna15706, rna15707, rna15708, rna15709, rna15710	rna29061, rna29062, rna29063, rna29064, rna29065, rna29066, rna29067, rna29068, rna32970, rna32971, rna32972
OG0000032	rna-XM_002930755.3, rna-XM_002931096.4, rna-XM_002931337.4, rna-XM_034650212.1, rna-XM_034653392.1, rna-XM_034653405.1, rna-XM_034653406.1, rna-XM_034653407.1, rna-XM_034653438.1, rna-XM_034653441.1	ENST00000307832.2, ENST00000320002.3	transcript_ENSUAMT00000001428, transcript_ENSUAMT00000002259, transcript_ENSUAMT00000003373, transcript_ENSUAMT00000003492, transcript_ENSUAMT00000003555, transcript_ENSUAMT00000006989, transcript_ENSUAMT00000018281, transcript_ENSUAMT00000021688, transcript_ENSUAMT00000023256, transcript_ENSUAMT00000023258, transcript_ENSUAMT00000036487, transcript_ENSUAMT00000040543	rna27978, rna51012, rna51023, rna52160, rna52161	rna14151, rna33388, rna34699, rna34700, rna34701, rna34702, rna34703, rna34705, rna35166, rna35175, rna36061, rna36062
OG0000033	rna-XM_002917048.2, rna-XM_002919906.4, rna-XM_002924875.4, rna-XM_019802760.2, rna-XM_034641584.1, rna-XM_034642847.1, rna-XM_034657062.1, rna-XM_034657064.1	ENST00000231021.8, ENST00000262717.8, ENST00000264463.8, ENST00000265071.2, ENST00000323011.7, ENST00000372262.7, ENST00000382275.5, ENST00000504376.6	transcript_ENSUAMT00000002585, transcript_ENSUAMT00000002774, transcript_ENSUAMT00000006108, transcript_ENSUAMT00000014220, transcript_ENSUAMT00000015377, transcript_ENSUAMT00000017210, transcript_ENSUAMT00000034686, transcript_ENSUAMT00000038847	rna11023, rna11080, rna19256, rna22730, rna22733, rna22735, rna22736, rna22740, rna9094	rna10356, rna13648, rna13649, rna13650, rna13652, rna19735, rna2765, rna2802
OG0000034	rna-XM_002930299.2, rna-XM_002930300.3, rna-XM_002930301.3, rna-XM_002930302.1, rna-XM_002930303.2, rna-XM_002931255.4, rna-XM_011217079.3, rna-XM_011217953.2, rna-XM_011218319.2, rna-XM_034651690.1, rna-XM_034660159.1	ENST00000320901.3, ENST00000328882.5, ENST00000332238.4, ENST00000332831.3, ENST00000426406.2, ENST00000456475.1	transcript_ENSUAMT00000000966, transcript_ENSUAMT00000005484, transcript_ENSUAMT00000021395	rna42018, rna42019, rna42020, rna42021, rna42022, rna42023, rna53549, rna53550, rna53695	rna24514, rna24515, rna24516, rna24517, rna24518, rna24519, rna24520, rna24521, rna32968, rna32969, rna33150
OG0000035	rna-XM_002921816.2, rna-XM_002921817.2, rna-XM_002921827.4, rna-XM_002921829.4, rna-XM_002929133.2, rna-XM_034648599.1, rna-XM_034648651.1, rna-XM_034653915.1	ENST00000315453.3, ENST00000391496.1, ENST00000408898.2, ENST00000408899.2, ENST00000408906.2, ENST00000408949.2, ENST00000408951.1, ENST00000408979.2, ENST00000493325.1	transcript_ENSUAMT00000007638, transcript_ENSUAMT00000016377, transcript_ENSUAMT00000016378, transcript_ENSUAMT00000016510, transcript_ENSUAMT00000021469, transcript_ENSUAMT00000021475, transcript_ENSUAMT00000033224, transcript_ENSUAMT00000033225, transcript_ENSUAMT00000033226	rna3262, rna3263, rna3264, rna3265	rna18832, rna18833, rna18834, rna18835, rna18836, rna18837, rna18838, rna18839, rna18840, rna18841
OG0000036	rna-XM_019804162.2, rna-XM_019804554.2, rna-XM_034638257.1, rna-XM_034650774.1, rna-XM_034650796.1, rna-XM_034650797.1, rna-XM_034651676.1, rna-XM_034651803.1, rna-XM_034652150.1, rna-XM_034652475.1, rna-XM_034652514.1, rna-XM_034653070.1, rna-XM_034664929.1, rna-XM_034667296.1, rna-XM_034667301.1	ENST00000218548.10, ENST00000262623.3, ENST00000295598.9, ENST00000361216.7, ENST00000368081.8, ENST00000441343.5	transcript_ENSUAMT00000000565, transcript_ENSUAMT00000006245, transcript_ENSUAMT00000018211, transcript_ENSUAMT00000028622, transcript_ENSUAMT00000029882, transcript_ENSUAMT00000034323	rna44240, rna45780, rna46542, rna49689, rna49690, rna6815	rna12872, rna19324, rna22712, rna22713, rna32695, rna35253
OG0000037	id-LOC105234852, id-LOC105235062, id-LOC105235063, id-LOC117797993, id-LOC117797997, id-LOC117798029	ENST00000390287.2, ENST00000390302.3, ENST00000390306.2, ENST00000390310.2, ENST00000390312.2, ENST00000390314.2, ENST00000620395.2	transcript_ENSUAMT00000001455, transcript_ENSUAMT00000002243, transcript_ENSUAMT00000002687, transcript_ENSUAMT00000003009, transcript_ENSUAMT00000003503, transcript_ENSUAMT00000004166, transcript_ENSUAMT00000006962, transcript_ENSUAMT00000007129, transcript_ENSUAMT00000007294, transcript_ENSUAMT00000012648, transcript_ENSUAMT00000019157, transcript_ENSUAMT00000019169, transcript_ENSUAMT00000020812, transcript_ENSUAMT00000021441, transcript_ENSUAMT00000021443	id578889, id582740, id582746, id583479, id583829, id583832	gene20013, gene20014, gene20015, gene20016, gene20017
OG0000038	rna-XM_011216996.2, rna-XM_019793062.1, rna-XM_019793643.2, rna-XM_034644808.1, rna-XM_034645874.1, rna-XM_034646064.1, rna-XM_034646065.1, rna-XM_034646538.1, rna-XM_034646613.1, rna-XM_034650305.1, rna-XM_034650404.1, rna-XM_034653136.1	ENST00000314706.3, ENST00000314721.3, ENST00000319760.7, ENST00000418689.1, ENST00000446524.1	transcript_ENSUAMT00000018306, transcript_ENSUAMT00000018308, transcript_ENSUAMT00000018312, transcript_ENSUAMT00000018317, transcript_ENSUAMT00000018321, transcript_ENSUAMT00000026411, transcript_ENSUAMT00000026412, transcript_ENSUAMT00000026415, transcript_ENSUAMT00000026416	rna49279, rna49281	rna22990, rna22991, rna22992, rna22993, rna22994, rna22995, rna22996, rna22998, rna22999, rna23000
OG0000039	rna-XM_002913271.4, rna-XM_034641559.1, rna-XM_034647954.1, rna-XM_034650077.1, rna-XM_034650499.1, rna-XM_034650853.1, rna-XM_034651456.1, rna-XM_034651468.1, rna-XM_034651557.1, rna-XM_034651560.1, rna-XM_034651670.1, rna-XM_034651746.1, rna-XM_034651913.1, rna-XM_034651917.1, rna-XM_034652067.1, rna-XM_034652147.1, rna-XM_034652149.1, rna-XM_034652425.1, rna-XM_034652439.1, rna-XM_034652640.1, rna-XM_034652899.1, rna-XM_034660420.1, rna-XM_034662592.1, rna-XM_034670040.1	ENST00000298049.11, ENST00000316292.13	transcript_ENSUAMT00000007878	rna19556, rna23173	rna102, rna15901, rna19638, rna28497, rna28925, rna32764, rna4359, rna8307
OG0000040	rna-XM_002918261.4, rna-XM_002919208.4, rna-XM_002920527.4, rna-XM_011223692.3, rna-XM_011226623.3, rna-XM_011231771.3, rna-XM_034650939.1, rna-XM_034651060.1, rna-XM_034652862.1, rna-XM_034654035.1	ENST00000232461.7, ENST00000262493.11, ENST00000313601.10, ENST00000351004.7, ENST00000351050.7, ENST00000369851.5, ENST00000398291.3	transcript_ENSUAMT00000009088, transcript_ENSUAMT00000009153, transcript_ENSUAMT00000011396, transcript_ENSUAMT00000020398, transcript_ENSUAMT00000041660, transcript_ENSUAMT00000041665	rna16233, rna16235, rna2031, rna2035, rna46794, rna46795, rna8956	rna24841, rna26132, rna26134, rna26518, rna26519, rna5940, rna5944
OG0000041	rna-XM_002915119.4, rna-XM_002928987.4, rna-XM_011233500.3, rna-XM_011233514.3, rna-XM_034645235.1, rna-XM_034648283.1, rna-XM_034650880.1, rna-XM_034650883.1, rna-XM_034651363.1, rna-XM_034652152.1, rna-XM_034652554.1, rna-XM_034652624.1, rna-XM_034652654.1, rna-XM_034652985.1, rna-XM_034654505.1	ENST00000307144.5, ENST00000396076.5, ENST00000396213.7, ENST00000540430.5, ENST00000541669.5	transcript_ENSUAMT00000005900, transcript_ENSUAMT00000006483, transcript_ENSUAMT00000019562, transcript_ENSUAMT00000027254, transcript_ENSUAMT00000027328, transcript_ENSUAMT00000027329	rna17819, rna20920, rna29397, rna29398	rna14159, rna23220, rna27784, rna6861, rna6862, rna6863, rna8737
OG0000042	rna-XM_002931069.4, rna-XM_011216931.3, rna-XM_019793821.2, rna-XM_034643019.1, rna-XM_034650288.1, rna-XM_034650510.1, rna-XM_034651347.1, rna-XM_034651988.1, rna-XM_034651989.1, rna-XM_034652085.1, rna-XM_034652303.1, rna-XM_034652471.1, rna-XM_034652616.1, rna-XM_034652683.1, rna-XM_034653053.1, rna-XM_034653055.1, rna-XM_034672111.1	ENST00000309758.5, ENST00000375650.4, ENST00000375651.6, ENST00000375654.4, ENST00000394709.2, ENST00000532636.5	transcript_ENSUAMT00000028852, transcript_ENSUAMT00000031829, transcript_ENSUAMT00000035669	rna21395, rna44597, rna49160, rna49235, rna54432, rna54433	rna10433, rna2466, rna35014, rna35015, rna35016
OG0000043	rna-XM_002929675.2, rna-XM_002929677.2, rna-XM_002930259.2, rna-XM_002930260.4, rna-XM_002930261.2, rna-XM_011237720.3, rna-XM_019793089.2, rna-XM_034653250.1	ENST00000306687.1, ENST00000317965.3, ENST00000359682.2, ENST00000366476.1, ENST00000456743.2	transcript_ENSUAMT00000007484, transcript_ENSUAMT00000015759, transcript_ENSUAMT00000026922, transcript_ENSUAMT00000026923, transcript_ENSUAMT00000026924, transcript_ENSUAMT00000030925, transcript_ENSUAMT00000030926	rna23769, rna23770, rna23771, rna23775, rna23776, rna23777, rna23778, rna23779	rna32959, rna32960, rna33285, rna33286, rna33287, rna33288, rna33291, rna33292, rna35725
OG0000044		ENST00000248437.8, ENST00000301071.11, ENST00000312988.8, ENST00000321253.6, ENST00000336023.9, ENST00000380419.7, ENST00000400113.7, ENST00000416740.1, ENST00000541364.5	transcript_ENSUAMT00000003210, transcript_ENSUAMT00000006370, transcript_ENSUAMT00000006405, transcript_ENSUAMT00000006412, transcript_ENSUAMT00000009692, transcript_ENSUAMT00000009746, transcript_ENSUAMT00000012418, transcript_ENSUAMT00000012490, transcript_ENSUAMT00000025581, transcript_ENSUAMT00000037765	rna17407, rna17408, rna17409, rna18378, rna40387, rna42632, rna48487, rna5626	rna11099, rna19137, rna19143, rna26969, rna26970, rna26971, rna27214, rna27894, rna30144, rna4753
OG0000045		ENST00000248058.1, ENST00000248072.3, ENST00000327462.3, ENST00000594432.1	transcript_ENSUAMT00000001593, transcript_ENSUAMT00000001694, transcript_ENSUAMT00000001948, transcript_ENSUAMT00000001950, transcript_ENSUAMT00000002096, transcript_ENSUAMT00000002960, transcript_ENSUAMT00000003615, transcript_ENSUAMT00000003723, transcript_ENSUAMT00000004297, transcript_ENSUAMT00000004306, transcript_ENSUAMT00000004735, transcript_ENSUAMT00000004926, transcript_ENSUAMT00000005157, transcript_ENSUAMT00000005161, transcript_ENSUAMT00000005162, transcript_ENSUAMT00000005572, transcript_ENSUAMT00000006201, transcript_ENSUAMT00000006266, transcript_ENSUAMT00000008148, transcript_ENSUAMT00000013552, transcript_ENSUAMT00000013874, transcript_ENSUAMT00000016371, transcript_ENSUAMT00000016402, transcript_ENSUAMT00000016595, transcript_ENSUAMT00000016600, transcript_ENSUAMT00000016660, transcript_ENSUAMT00000016840, transcript_ENSUAMT00000019132, transcript_ENSUAMT00000021650, transcript_ENSUAMT00000021812, transcript_ENSUAMT00000023334, transcript_ENSUAMT00000034360, transcript_ENSUAMT00000034361		
OG0000046	rna-XM_011217598.3, rna-XM_019793557.2, rna-XM_019793558.2, rna-XM_034650069.1, rna-XM_034667335.1, rna-XM_034667338.1, rna-XM_034667339.1, rna-XM_034667340.1	ENST00000289429.5, ENST00000368167.7, ENST00000368168.3, ENST00000368170.7	transcript_ENSUAMT00000003335, transcript_ENSUAMT00000004191, transcript_ENSUAMT00000005002, transcript_ENSUAMT00000006613, transcript_ENSUAMT00000006924, transcript_ENSUAMT00000008167, transcript_ENSUAMT00000017158, transcript_ENSUAMT00000020542, transcript_ENSUAMT00000020662	rna49758, rna49760, rna49762, rna49764, rna49766, rna53866	rna22777, rna22778, rna22781, rna22783, rna22784, rna22785, rna22788, rna22790, rna22792
OG0000047	rna-XM_002927275.4, rna-XM_002930742.4, rna-XM_011234811.3, rna-XM_011234815.2, rna-XM_011237480.3, rna-XM_011237481.2, rna-XM_034650114.1, rna-XM_034667322.1, rna-XM_034667681.1	ENST00000332217.5, ENST00000334857.3, ENST00000423932.4, ENST00000504970.1	transcript_ENSUAMT00000000374, transcript_ENSUAMT00000006562, transcript_ENSUAMT00000017982, transcript_ENSUAMT00000021390, transcript_ENSUAMT00000022328, transcript_ENSUAMT00000039091, transcript_ENSUAMT00000039095, transcript_ENSUAMT00000039096, transcript_ENSUAMT00000039097	rna49721, rna49723, rna49724, rna49725, rna49727, rna53991, rna53994	rna22732, rna22734, rna22735, rna22736, rna22737, rna22739, rna22775
OG0000048	rna-XM_011217727.2, rna-XM_011218321.2, rna-XM_019793614.2, rna-XM_034650312.1, rna-XM_034650336.1, rna-XM_034650367.1, rna-XM_034650851.1, rna-XM_034651954.1, rna-XM_034664280.1, rna-XM_034668363.1, rna-XM_034668467.1, rna-XM_034668519.1		transcript_ENSUAMT00000001774, transcript_ENSUAMT00000002425, transcript_ENSUAMT00000005778, transcript_ENSUAMT00000006123, transcript_ENSUAMT00000024533	rna53861, rna54434, rna54435, rna628, rna629, rna630, rna631, rna632, rna634	rna10137, rna10138, rna10139, rna10140, rna10141, rna10143, rna10144, rna10147, rna10148
OG0000049	rna-XM_002929840.2, rna-XM_002930914.2, rna-XM_002931217.2, rna-XM_034653262.1, rna-XM_034653263.1, rna-XM_034653274.1	ENST00000328570.4, ENST00000366473.3, ENST00000366475.1	transcript_ENSUAMT00000000525, transcript_ENSUAMT00000000884, transcript_ENSUAMT00000003984, transcript_ENSUAMT00000004629, transcript_ENSUAMT00000006993, transcript_ENSUAMT00000007668, transcript_ENSUAMT00000025850, transcript_ENSUAMT00000025851	rna23781, rna23782, rna23788, rna23789, rna23790, rna23791, rna23792, rna23793	rna35726, rna35727, rna35733, rna35734, rna35735, rna35736, rna35737, rna35738, rna35739
OG0000050	rna-XM_002921919.4, rna-XM_002921920.4, rna-XM_002921921.4, rna-XM_002921922.4, rna-XM_002921925.4, rna-XM_002921926.4, rna-XM_011228336.2, rna-XM_034657224.1	ENST00000305444.2, ENST00000305456.2, ENST00000541538.1	transcript_ENSUAMT00000004207, transcript_ENSUAMT00000020422, transcript_ENSUAMT00000020423, transcript_ENSUAMT00000020424	rna43363, rna43364, rna43365, rna43366, rna43367, rna43368, rna43369, rna43370, rna43371	rna27990, rna27991, rna27992, rna27993, rna27994, rna27995, rna27996, rna27997, rna27998, rna27999
OG0000051	rna-XM_002922111.4, rna-XM_002922112.4, rna-XM_002922113.4, rna-XM_034641239.1, rna-XM_034641240.1, rna-XM_034648398.1, rna-XM_034648682.1	ENST00000007735.3, ENST00000225899.3, ENST00000251645.2, ENST00000251646.7, ENST00000328119.10, ENST00000393989.1, ENST00000394001.1	transcript_ENSUAMT00000011062, transcript_ENSUAMT00000011070, transcript_ENSUAMT00000011072, transcript_ENSUAMT00000011075, transcript_ENSUAMT00000020214, transcript_ENSUAMT00000020228, transcript_ENSUAMT00000025410	rna30040, rna30041, rna30042, rna30048, rna53877, rna53878	rna23320, rna23321, rna23322, rna23323, rna23328, rna23329, rna23330
