txid	geneid	name	chr
rna19412	gene10703	FAM210B	NW_020656136.1
rna19413	gene10704	AURKA	NW_020656136.1
rna19419	gene10705	CSTF1	NW_020656136.1
rna19420	gene10706	CASS4	NW_020656136.1
rna19423	gene10707	RTF2	NW_020656136.1
rna19424	gene10708	GCNT7	NW_020656136.1
rna19426	gene10709	FAM209B	NW_020656136.1
rna19427	gene10710	TFAP2C	NW_020656136.1
rna19429	gene10711	BMP7	NW_020656136.1
rna19430	gene10712	SPO11	NW_020656136.1
rna19432	gene10713	RAE1	NW_020656136.1
rna19433	gene10714	RBM38	NW_020656136.1
rna19435	gene10716	CTCFL	NW_020656136.1
rna19436	gene10717	PCK1	NW_020656136.1
rna19437	gene10718	ZBP1	NW_020656136.1
rna19440	gene10719	PMEPA1	NW_020656136.1
rna19447	gene10722	CUNH20orf85	NW_020656136.1
rna19448	gene10723	ANKRD60	NW_020656136.1
rna19449	gene10724	LOC113258763	NW_020656136.1
rna19451	gene10725	RAB22A	NW_020656136.1
rna19452	gene10726	VAPB	NW_020656136.1
rna19453	gene10727	APCDD1L	NW_020656136.1
rna19454	gene10728	STX16	NW_020656136.1
rna19464	gene10729	NPEPL1	NW_020656136.1
rna19465	gene10730	LOC113258223	NW_020656136.1
rna19466	gene10731	LOC113258768	NW_020656136.1
rna19467	gene10733	NELFCD	NW_020656136.1
rna19470	gene10734	CTSZ	NW_020656136.1
rna19471	gene10735	TUBB1	NW_020656136.1
rna19472	gene10736	ATP5F1E	NW_020656136.1
rna19473	gene10737	PRELID3B	NW_020656136.1
rna19475	gene10738	ZNF831	NW_020656136.1
rna19477	gene10739	EDN3	NW_020656136.1
rna1863	gene1074	STARD3NL	NW_020656122.1
rna19481	gene10742	PHACTR3	NW_020656136.1
rna19482	gene10743	SYCP2	NW_020656136.1
rna19483	gene10744	PPP1R3D	NW_020656136.1
rna19484	gene10745	FAM217B	NW_020656136.1
rna19486	gene10746	CDH26	NW_020656136.1
rna19491	gene10750	CDH4	NW_020656136.1
rna19492	gene10751	TAF4	NW_020656136.1
rna19494	gene10752	LSM14B	NW_020656136.1
rna19496	gene10753	PSMA7	NW_020656136.1
rna19497	gene10754	SS18L1	NW_020656136.1
rna19503	gene10755	MTG2	NW_020656136.1
rna19510	gene10756	HRH3	NW_020656136.1
rna19512	gene10757	ADRM1	NW_020656136.1
rna19517	gene10758	LAMA5	NW_020656136.1
rna19518	gene10759	RPS21	NW_020656136.1
rna1875	gene1076	EPDR1	NW_020656122.1
rna19519	gene10760	CABLES2	NW_020656136.1
rna19520	gene10761	RBBP8NL	NW_020656136.1
rna19522	gene10762	GATA5	NW_020656136.1
rna19524	gene10763	SLCO4A1	NW_020656136.1
rna19525	gene10764	NTSR1	NW_020656136.1
rna19527	gene10766	MRGBP	NW_020656136.1
rna19528	gene10767	OGFR	NW_020656136.1
rna19529	gene10768	COL9A3	NW_020656136.1
rna19530	gene10769	TCFL5	NW_020656136.1
rna1877	gene1077	SFRP4	NW_020656122.1
rna19531	gene10770	DIDO1	NW_020656136.1
rna19535	gene10771	GID8	NW_020656136.1
rna19540	gene10772	SLC17A9	NW_020656136.1
rna19544	gene10773	BHLHE23	NW_020656136.1
rna19545	gene10774	YTHDF1	NW_020656136.1
rna19546	gene10775	BIRC7	NW_020656136.1
rna19548	gene10776	ARFGAP1	NW_020656136.1
rna19552	gene10777	COL20A1	NW_020656136.1
rna19554	gene10779	CHRNA4	NW_020656136.1
rna1878	gene1078	NME8	NW_020656122.1
rna19555	gene10780	KCNQ2	NW_020656136.1
rna19556	gene10781	EEF1A2	NW_020656136.1
rna19558	gene10782	PPDPF	NW_020656136.1
rna19559	gene10783	PTK6	NW_020656136.1
rna19560	gene10784	SRMS	NW_020656136.1
rna19561	gene10785	FNDC11	NW_020656136.1
rna19562	gene10786	HELZ2	NW_020656136.1
rna19563	gene10787	GMEB2	NW_020656136.1
rna19564	gene10788	STMN3	NW_020656136.1
rna19566	gene10789	RTEL1	NW_020656136.1
rna19578	gene10790	TNFRSF6B	NW_020656136.1
rna19580	gene10791	ARFRP1	NW_020656136.1
rna19581	gene10792	ZGPAT	NW_020656136.1
rna19584	gene10793	LIME1	NW_020656136.1
rna19585	gene10794	SLC2A4RG	NW_020656136.1
rna19586	gene10795	ZBTB46	NW_020656136.1
rna19587	gene10796	ABHD16B	NW_020656136.1
rna19589	gene10797	TPD52L2	NW_020656136.1
rna19594	gene10798	DNAJC5	NW_020656136.1
rna19601	gene10799	UCKL1	NW_020656136.1
rna221	gene108	LCA5L	NW_020656121.1
rna1881	gene1080	PNPLA8	NW_020656122.1
rna19607	gene10800	ZNF512B	NW_020656136.1
rna19609	gene10801	SAMD10	NW_020656136.1
rna19613	gene10802	PRPF6	NW_020656136.1
rna19615	gene10803	CUNH20orf204	NW_020656136.1
rna19617	gene10804	SOX18	NW_020656136.1
rna19618	gene10805	TCEA2	NW_020656136.1
rna19620	gene10806	RGS19	NW_020656136.1
rna19626	gene10807	LKAAEAR1	NW_020656136.1
rna19627	gene10808	OPRL1	NW_020656136.1
rna19628	gene10809	NPBWR2	NW_020656136.1
rna1883	gene1081	NRCAM	NW_020656122.1
rna19629	gene10810	MYT1	NW_020656136.1
rna19630	gene10811	PCMTD2	NW_020656136.1
rna19634	gene10813	GPR137B	NW_020656137.1
rna19635	gene10814	ERO1B	NW_020656137.1
rna19638	gene10815	EDARADD	NW_020656137.1
rna19639	gene10816	LGALS8	NW_020656137.1
rna19643	gene10817	HEATR1	NW_020656137.1
rna19645	gene10819	ACTN2	NW_020656137.1
rna1885	gene1082	LAMB4	NW_020656122.1
rna19647	gene10820	MTR	NW_020656137.1
rna19652	gene10821	LOC113259266	NW_020656137.1
rna19653	gene10822	RYR2	NW_020656137.1
rna19655	gene10824	ZP4	NW_020656137.1
rna19656	gene10828	CHRM3	NW_020656137.1
rna19670	gene10829	LOC113258946	NW_020656137.1
rna19673	gene10831	LOC113258944	NW_020656137.1
rna19676	gene10834	LOC113258953	NW_020656137.1
rna19678	gene10835	ZNF25	NW_020656137.1
rna19687	gene10837	LOC113258951	NW_020656137.1
rna19690	gene10838	ZNF248	NW_020656137.1
rna1887	gene1084	LAMB1	NW_020656122.1
rna19699	gene10840	LOC113258957	NW_020656137.1
rna19700	gene10843	LOC113258955	NW_020656137.1
rna19702	gene10844	LOC113258964	NW_020656137.1
rna19703	gene10845	LOC113258965	NW_020656137.1
rna19704	gene10847	LIPA	NW_020656137.1
rna19705	gene10848	CH25H	NW_020656137.1
rna19706	gene10849	FAS	NW_020656137.1
rna19708	gene10851	ACTA2	NW_020656137.1
rna19709	gene10852	STAMBPL1	NW_020656137.1
rna19714	gene10853	ANKRD22	NW_020656137.1
rna19715	gene10854	LIPM	NW_020656137.1
rna19717	gene10856	LIPN	NW_020656137.1
rna19718	gene10857	LIPK	NW_020656137.1
rna19720	gene10858	LIPF	NW_020656137.1
rna19721	gene10859	LIPJ	NW_020656137.1
rna1890	gene1086	DLD	NW_020656122.1
rna19722	gene10860	RNLS	NW_020656137.1
rna19726	gene10863	PTEN	NW_020656137.1
rna19729	gene10865	ATAD1	NW_020656137.1
rna19731	gene10866	PAPSS2	NW_020656137.1
rna19732	gene10867	MINPP1	NW_020656137.1
rna19737	gene10869	SGMS1	NW_020656137.1
rna19749	gene10871	ASAH2	NW_020656137.1
rna19750	gene10872	A1CF	NW_020656137.1
rna19753	gene10873	PRKG1	NW_020656137.1
rna19754	gene10874	CSTF2T	NW_020656137.1
rna19756	gene10877	DKK1	NW_020656137.1
rna19758	gene10879	PCDH15	NW_020656137.1
rna19762	gene10889	ZWINT	NW_020656137.1
rna19771	gene10895	NID1	NW_020656137.1
rna19772	gene10897	LYST	NW_020656137.1
rna19773	gene10899	GNG4	NW_020656137.1
rna223	gene109	WRB	NW_020656121.1
rna19777	gene10901	B3GALNT2	NW_020656137.1
rna19778	gene10902	TBCE	NW_020656137.1
rna19780	gene10903	GGPS1	NW_020656137.1
rna19785	gene10904	ARID4B	NW_020656137.1
rna19789	gene10905	RBM34	NW_020656137.1
rna19790	gene10906	TOMM20	NW_020656137.1
rna1897	gene1091	SLC26A3	NW_020656122.1
rna19801	gene10916	IRF2BP2	NW_020656137.1
rna19804	gene10918	TARBP1	NW_020656137.1
rna19810	gene10919	LOC113259016	NW_020656137.1
rna1899	gene1092	CBLL1	NW_020656122.1
rna19814	gene10921	SLC35F3	NW_020656137.1
rna19815	gene10922	LOC113258904	NW_020656137.1
rna19816	gene10923	KCNK1	NW_020656137.1
rna19817	gene10924	MAP3K21	NW_020656137.1
rna19818	gene10925	PCNX2	NW_020656137.1
rna19819	gene10926	NTPCR	NW_020656137.1
rna19820	gene10927	MAP10	NW_020656137.1
rna19824	gene10930	SIPA1L2	NW_020656137.1
rna19830	gene10931	DISC1	NW_020656137.1
rna19835	gene10934	TSNAX	NW_020656137.1
rna19840	gene10937	EGLN1	NW_020656137.1
rna19843	gene10939	SPRTN	NW_020656137.1
rna19844	gene10940	EXOC8	NW_020656137.1
rna19845	gene10941	GNPAT	NW_020656137.1
rna19846	gene10942	CUNH1orf131	NW_020656137.1
rna19849	gene10943	TRIM67	NW_020656137.1
rna19850	gene10944	FAM89A	NW_020656137.1
rna19851	gene10945	ARV1	NW_020656137.1
rna19854	gene10946	TTC13	NW_020656137.1
rna19860	gene10947	CUNH1orf198	NW_020656137.1
rna19864	gene10948	CAPN9	NW_020656137.1
rna19865	gene10949	AGT	NW_020656137.1
rna1907	gene1095	SLC26A4	NW_020656122.1
rna19868	gene10950	COG2	NW_020656137.1
rna19869	gene10953	PGBD5	NW_020656137.1
rna19871	gene10955	GALNT2	NW_020656137.1
rna19878	gene10958	URB2	NW_020656137.1
rna19882	gene10959	TAF5L	NW_020656137.1
rna1910	gene1096	BCAP29	NW_020656122.1
rna19886	gene10960	ABCB10	NW_020656137.1
rna19887	gene10961	NUP133	NW_020656137.1
rna19888	gene10962	ACTA1	NW_020656137.1
rna19889	gene10963	CCSAP	NW_020656137.1
rna19891	gene10965	RAB4A	NW_020656137.1
rna19900	gene10971	RHOU	NW_020656137.1
rna19904	gene10975	IPMK	NW_020656137.1
rna19906	gene10976	CISD1	NW_020656137.1
rna19908	gene10978	UBE2D1	NW_020656137.1
rna19910	gene10979	TFAM	NW_020656137.1
rna1914	gene1098	DUS4L	NW_020656122.1
rna19911	gene10982	BICC1	NW_020656137.1
rna19915	gene10985	PHYHIPL	NW_020656137.1
rna19921	gene10986	FAM13C	NW_020656137.1
rna19922	gene10987	SLC16A9	NW_020656137.1
rna19936	gene10988	MRLN	NW_020656137.1
rna1917	gene1099	COG5	NW_020656122.1
rna19939	gene10990	CCDC6	NW_020656137.1
rna19942	gene10993	ANK3	NW_020656137.1
rna19950	gene10996	CDK1	NW_020656137.1
rna19954	gene10997	RHOBTB1	NW_020656137.1
rna19971	gene10999	LOC113259284	NW_020656137.1
rna22	gene11	LSS	NW_020656121.1
rna1918	gene1100	GPR22	NW_020656122.1
rna19972	gene11002	TMEM26	NW_020656137.1
rna19975	gene11005	CABCOCO1	NW_020656137.1
rna19976	gene11006	ARID5B	NW_020656137.1
rna19980	gene11009	LOC113259285	NW_020656137.1
rna1919	gene1101	HBP1	NW_020656122.1
rna19981	gene11010	LOC113259087	NW_020656137.1
rna19982	gene11011	ZNF365	NW_020656137.1
rna19988	gene11015	ADO	NW_020656137.1
rna19990	gene11016	EGR2	NW_020656137.1
rna19992	gene11017	NRBF2	NW_020656137.1
rna19994	gene11018	JMJD1C	NW_020656137.1
rna1922	gene1102	PRKAR2B	NW_020656122.1
rna20000	gene11021	REEP3	NW_020656137.1
rna20002	gene11027	CTNNA3	NW_020656137.1
rna20003	gene11031	LRRTM3	NW_020656137.1
rna20007	gene11035	DNAJC12	NW_020656137.1
rna20008	gene11036	LOC113259263	NW_020656137.1
rna20010	gene11039	SIRT1	NW_020656137.1
rna1923	gene1104	PIK3CG	NW_020656122.1
rna20014	gene11040	HERC4	NW_020656137.1
rna20017	gene11042	MYPN	NW_020656137.1
rna20018	gene11043	ATOH7	NW_020656137.1
rna20019	gene11044	PBLD	NW_020656137.1
rna20020	gene11045	HNRNPH3	NW_020656137.1
rna20029	gene11046	RUFY2	NW_020656137.1
rna20032	gene11047	DNA2	NW_020656137.1
rna20033	gene11048	SLC25A16	NW_020656137.1
rna20035	gene11049	TET1	NW_020656137.1
rna20038	gene11051	CCAR1	NW_020656137.1
rna20045	gene11054	STOX1	NW_020656137.1
rna20046	gene11055	DDX50	NW_020656137.1
rna20049	gene11056	DDX21	NW_020656137.1
rna20050	gene11057	KIF1BP	NW_020656137.1
rna20051	gene11058	LOC113259121	NW_020656137.1
rna1927	gene1106	CCDC71L	NW_020656122.1
rna20054	gene11060	SRGN	NW_020656137.1
rna20055	gene11061	VPS26A	NW_020656137.1
rna20057	gene11062	SUPV3L1	NW_020656137.1
rna20058	gene11063	HKDC1	NW_020656137.1
rna20059	gene11064	HK1	NW_020656137.1
rna20060	gene11065	TACR2	NW_020656137.1
rna20061	gene11066	TSPAN15	NW_020656137.1
rna20063	gene11068	NEUROG3	NW_020656137.1
rna20064	gene11069	FAM241B	NW_020656137.1
rna20065	gene11070	COL13A1	NW_020656137.1
rna20078	gene11072	LOC113259135	NW_020656137.1
rna20079	gene11073	AIFM2	NW_020656137.1
rna20084	gene11074	TYSND1	NW_020656137.1
rna20085	gene11075	SAR1A	NW_020656137.1
rna20086	gene11077	PPA1	NW_020656137.1
rna20087	gene11078	NPFFR1	NW_020656137.1
rna20088	gene11079	LRRC20	NW_020656137.1
rna20109	gene11080	EIF4EBP2	NW_020656137.1
rna20110	gene11081	NODAL	NW_020656137.1
rna20111	gene11082	PALD1	NW_020656137.1
rna20112	gene11083	PRF1	NW_020656137.1
rna20113	gene11084	ADAMTS14	NW_020656137.1
rna20114	gene11085	TBATA	NW_020656137.1
rna20115	gene11086	SGPL1	NW_020656137.1
rna20116	gene11087	PCBD1	NW_020656137.1
rna1929	gene1109	NAMPT	NW_020656122.1
rna20121	gene11092	UNC5B	NW_020656137.1
rna20125	gene11093	SLC29A3	NW_020656137.1
rna20127	gene11094	CDH23	NW_020656137.1
rna20128	gene11096	CUNH10orf105	NW_020656137.1
rna20129	gene11097	VSIR	NW_020656137.1
rna20132	gene11098	PSAP	NW_020656137.1
rna20133	gene11099	CHST3	NW_020656137.1
rna20139	gene11100	SPOCK2	NW_020656137.1
rna20140	gene11101	ASCC1	NW_020656137.1
rna20144	gene11102	ANAPC16	NW_020656137.1
rna20146	gene11103	DDIT4	NW_020656137.1
rna20148	gene11105	DNAJB12	NW_020656137.1
rna20152	gene11106	MICU1	NW_020656137.1
rna20154	gene11110	MCU	NW_020656137.1
rna20156	gene11112	OIT3	NW_020656137.1
rna20160	gene11113	PLA2G12B	NW_020656137.1
rna20163	gene11116	P4HA1	NW_020656137.1
rna20166	gene11119	NUDT13	NW_020656137.1
rna20172	gene11120	ECD	NW_020656137.1
rna20176	gene11121	FAM149B1	NW_020656137.1
rna20179	gene11122	DNAJC9	NW_020656137.1
rna20181	gene11123	MRPS16	NW_020656137.1
rna20186	gene11124	CFAP70	NW_020656137.1
rna20189	gene11125	ANXA7	NW_020656137.1
rna20191	gene11126	MSS51	NW_020656137.1
rna20198	gene11127	PPP3CB	NW_020656137.1
rna20205	gene11128	USP54	NW_020656137.1
rna1932	gene1113	SYPL1	NW_020656122.1
rna20207	gene11130	LOC113259181	NW_020656137.1
rna20208	gene11131	MYOZ1	NW_020656137.1
rna20209	gene11132	SYNPO2L	NW_020656137.1
rna20210	gene11133	SEC24C	NW_020656137.1
rna20213	gene11134	FUT11	NW_020656137.1
rna20214	gene11135	CHCHD1	NW_020656137.1
rna20215	gene11136	ZSWIM8	NW_020656137.1
rna20217	gene11137	NDST2	NW_020656137.1
rna20218	gene11138	CAMK2G	NW_020656137.1
rna20221	gene11139	PLAU	NW_020656137.1
rna20222	gene11141	VCL	NW_020656137.1
rna20225	gene11143	AP3M1	NW_020656137.1
rna20228	gene11144	ADK	NW_020656137.1
rna1936	gene1115	CDHR3	NW_020656122.1
rna20238	gene11150	KAT6B	NW_020656137.1
rna20242	gene11152	DUPD1	NW_020656137.1
rna20244	gene11153	LOC113259203	NW_020656137.1
rna20247	gene11154	SAMD8	NW_020656137.1
rna20249	gene11155	VDAC2	NW_020656137.1
rna20252	gene11156	COMTD1	NW_020656137.1
rna20255	gene11159	ZNF503	NW_020656137.1
rna20257	gene11160	LRMDA	NW_020656137.1
rna20268	gene11166	KCNMA1	NW_020656137.1
rna20272	gene11168	DLG5	NW_020656137.1
rna20275	gene11169	POLR3A	NW_020656137.1
rna20276	gene11170	RPS24	NW_020656137.1
rna20282	gene11172	LOC113258883	NW_020656137.1
rna20284	gene11173	ZMIZ1	NW_020656137.1
rna20293	gene11174	PPIF	NW_020656137.1
rna20294	gene11175	ZCCHC24	NW_020656137.1
rna20296	gene11176	ANXA11	NW_020656137.1
rna20302	gene11178	PLAC9	NW_020656137.1
rna1940	gene1118	ATXN7L1	NW_020656122.1
rna20304	gene11180	TMEM254	NW_020656137.1
rna20305	gene11181	SFTPD	NW_020656137.1
rna20306	gene11182	MBL2	NW_020656137.1
rna20307	gene11183	LOC113258925	NW_020656137.1
rna20308	gene11184	MAT1A	NW_020656137.1
rna20309	gene11185	DYDC1	NW_020656137.1
rna20310	gene11186	DYDC2	NW_020656137.1
rna20317	gene11187	PRXL2A	NW_020656137.1
rna20318	gene11188	TSPAN14	NW_020656137.1
rna20319	gene11189	SH2D4B	NW_020656137.1
rna20321	gene11190	LOC113258884	NW_020656137.1
rna20322	gene11191	LOC113259231	NW_020656137.1
rna20323	gene11192	LOC113259230	NW_020656137.1
rna20329	gene11197	GHITM	NW_020656137.1
rna20330	gene11198	CUNH10orf99	NW_020656137.1
rna20331	gene11199	CDHR1	NW_020656137.1
rna227	gene112	BRWD1	NW_020656121.1
rna1952	gene1120	EFCAB10	NW_020656122.1
rna20332	gene11200	LRIT2	NW_020656137.1
rna20333	gene11201	LRIT1	NW_020656137.1
rna20335	gene11202	RGR	NW_020656137.1
rna20336	gene11203	CCSER2	NW_020656137.1
rna1953	gene1121	RINT1	NW_020656122.1
rna20359	gene11211	GRID1	NW_020656137.1
rna20361	gene11212	WAPL	NW_020656137.1
rna20362	gene11216	OPN4	NW_020656137.1
rna20364	gene11217	LDB3	NW_020656137.1
rna20372	gene11219	BMPR1A	NW_020656137.1
rna1955	gene1122	PUS7	NW_020656122.1
rna20374	gene11220	MMRN2	NW_020656137.1
rna20378	gene11221	SNCG	NW_020656137.1
rna20381	gene11222	FAM25A	NW_020656137.1
rna20382	gene11223	ADIRF	NW_020656137.1
rna20384	gene11224	GLUD1	NW_020656137.1
rna20387	gene11225	SHLD2	NW_020656137.1
rna20390	gene11226	LOC113259254	NW_020656137.1
rna20403	gene11227	GPRIN2	NW_020656137.1
rna20404	gene11228	LOC113259256	NW_020656137.1
rna20405	gene11229	LOC113259257	NW_020656137.1
rna20406	gene11230	RFX6	NW_020656138.1
rna20408	gene11231	VGLL2	NW_020656138.1
rna20409	gene11232	ROS1	NW_020656138.1
rna20410	gene11233	DCBLD1	NW_020656138.1
rna20413	gene11234	GOPC	NW_020656138.1
rna20414	gene11236	LOC113259389	NW_020656138.1
rna20416	gene11237	NUS1	NW_020656138.1
rna20417	gene11239	SLC35F1	NW_020656138.1
rna1956	gene1124	SRPK2	NW_020656122.1
rna20422	gene11242	CEP85L	NW_020656138.1
rna20424	gene11243	PLN	NW_020656138.1
rna20428	gene11245	MCM9	NW_020656138.1
rna20429	gene11246	ASF1A	NW_020656138.1
rna20432	gene11247	FAM184A	NW_020656138.1
rna20436	gene11249	MAN1A1	NW_020656138.1
rna20447	gene11254	TBC1D32	NW_020656138.1
rna20450	gene11255	GJA1	NW_020656138.1
rna20452	gene11257	HSF2	NW_020656138.1
rna20454	gene11258	SERINC1	NW_020656138.1
rna20457	gene11259	PKIB	NW_020656138.1
rna1963	gene1126	KMT2E	NW_020656122.1
rna20462	gene11260	FABP7	NW_020656138.1
rna20463	gene11261	SMPDL3A	NW_020656138.1
rna20464	gene11262	CLVS2	NW_020656138.1
rna20465	gene11263	TRDN	NW_020656138.1
rna20467	gene11265	NKAIN2	NW_020656138.1
rna20468	gene11267	RNF217	NW_020656138.1
rna20469	gene11268	TPD52L1	NW_020656138.1
rna20474	gene11269	HDDC2	NW_020656138.1
rna20479	gene11274	HEY2	NW_020656138.1
rna20484	gene11277	NCOA7	NW_020656138.1
rna20491	gene11278	HINT3	NW_020656138.1
rna20492	gene11279	TRMT11	NW_020656138.1
rna1966	gene1128	ORC5	NW_020656122.1
rna20496	gene11282	CENPW	NW_020656138.1
rna20500	gene11287	RSPO3	NW_020656138.1
rna20501	gene11288	RNF146	NW_020656138.1
rna20506	gene11289	ECHDC1	NW_020656138.1
rna1968	gene1129	RELN	NW_020656122.1
rna20515	gene11292	KIAA0408	NW_020656138.1
rna20516	gene11293	SOGA3	NW_020656138.1
rna20517	gene11294	LOC113259669	NW_020656138.1
rna20518	gene11296	LOC113259349	NW_020656138.1
rna20519	gene11298	THEMIS	NW_020656138.1
rna20524	gene11300	PTPRK	NW_020656138.1
rna20525	gene11303	LAMA2	NW_020656138.1
rna20529	gene11306	ARHGAP18	NW_020656138.1
rna20533	gene11307	TMEM244	NW_020656138.1
rna20534	gene11309	L3MBTL3	NW_020656138.1
rna1969	gene1131	SLC26A5	NW_020656122.1
rna20538	gene11310	SAMD3	NW_020656138.1
rna20541	gene11312	TMEM200A	NW_020656138.1
rna20543	gene11313	SMLR1	NW_020656138.1
rna20544	gene11314	EPB41L2	NW_020656138.1
rna20549	gene11315	LOC113259444	NW_020656138.1
rna20551	gene11317	AKAP7	NW_020656138.1
rna1977	gene1132	PSMC2	NW_020656122.1
rna20552	gene11320	ARG1	NW_020656138.1
rna20553	gene11321	MED23	NW_020656138.1
rna20555	gene11322	ENPP3	NW_020656138.1
rna20556	gene11323	ENPP1	NW_020656138.1
rna20558	gene11324	CTGF	NW_020656138.1
rna20566	gene11329	MOXD1	NW_020656138.1
rna1978	gene1133	DNAJC2	NW_020656122.1
rna20569	gene11332	STX7	NW_020656138.1
rna20571	gene11333	LOC113259352	NW_020656138.1
rna20572	gene11334	LOC113259675	NW_020656138.1
rna20573	gene11335	LOC113259353	NW_020656138.1
rna20574	gene11336	LOC113259676	NW_020656138.1
rna20575	gene11337	LOC113259355	NW_020656138.1
rna20576	gene11338	TAAR5	NW_020656138.1
rna20577	gene11339	LOC113259357	NW_020656138.1
rna1980	gene1134	PMPCB	NW_020656122.1
rna20578	gene11340	LOC113259358	NW_020656138.1
rna20579	gene11341	LOC113259359	NW_020656138.1
rna20580	gene11342	TAAR1	NW_020656138.1
rna20581	gene11344	VNN1	NW_020656138.1
rna20591	gene11346	VNN3	NW_020656138.1
rna20594	gene11348	SLC18B1	NW_020656138.1
rna1984	gene1135	NAPEPLD	NW_020656122.1
rna20599	gene11350	RPS12	NW_020656138.1
rna20605	gene11355	EYA4	NW_020656138.1
rna20607	gene11358	TCF21	NW_020656138.1
rna20609	gene11359	TBPL1	NW_020656138.1
rna20611	gene11360	SLC2A12	NW_020656138.1
rna20614	gene11361	SGK1	NW_020656138.1
rna20617	gene11363	LOC113259469	NW_020656138.1
rna20620	gene11366	ALDH8A1	NW_020656138.1
rna20621	gene11367	HBS1L	NW_020656138.1
rna20624	gene11368	MYB	NW_020656138.1
rna20628	gene11369	AHI1	NW_020656138.1
rna1988	gene1137	ARMC10	NW_020656122.1
rna20639	gene11372	PDE7B	NW_020656138.1
rna20641	gene11375	MTFR2	NW_020656138.1
rna20646	gene11376	BCLAF1	NW_020656138.1
rna20649	gene11377	MAP7	NW_020656138.1
rna20652	gene11378	MAP3K5	NW_020656138.1
rna20653	gene11379	PEX7	NW_020656138.1
rna1989	gene1138	FBXL13	NW_020656122.1
rna20654	gene11380	SLC35D3	NW_020656138.1
rna20655	gene11381	IL20RA	NW_020656138.1
rna20657	gene11383	IL22RA2	NW_020656138.1
rna20659	gene11385	IFNGR1	NW_020656138.1
rna20660	gene11387	OLIG3	NW_020656138.1
rna20663	gene11390	TNFAIP3	NW_020656138.1
rna20665	gene11391	PERP	NW_020656138.1
rna20666	gene11392	ARFGEF3	NW_020656138.1
rna20667	gene11394	SMIM28	NW_020656138.1
rna20668	gene11395	HEBP2	NW_020656138.1
rna20670	gene11396	NHSL1	NW_020656138.1
rna20675	gene11397	LOC113259493	NW_020656138.1
rna20676	gene11398	CCDC28A	NW_020656138.1
rna20678	gene11399	ECT2L	NW_020656138.1
rna1993	gene1140	LRRC17	NW_020656122.1
rna20683	gene11400	REPS1	NW_020656138.1
rna20684	gene11401	ABRACL	NW_020656138.1
rna20686	gene11402	HECA	NW_020656138.1
rna20688	gene11404	TXLNB	NW_020656138.1
rna20689	gene11405	CITED2	NW_020656138.1
rna1998	gene1141	FAM185A	NW_020656122.1
rna20695	gene11411	NMBR	NW_020656138.1
rna20696	gene11413	GJE1	NW_020656138.1
rna20697	gene11414	VTA1	NW_020656138.1
rna20698	gene11415	ADGRG6	NW_020656138.1
rna20702	gene11417	HIVEP2	NW_020656138.1
rna20708	gene11418	AIG1	NW_020656138.1
rna20723	gene11419	ADAT2	NW_020656138.1
rna2002	gene1142	CCDC146	NW_020656122.1
rna20724	gene11420	PEX3	NW_020656138.1
rna20725	gene11421	FUCA2	NW_020656138.1
rna20727	gene11422	PHACTR2	NW_020656138.1
rna20732	gene11425	LTV1	NW_020656138.1
rna20733	gene11426	ZC2HC1B	NW_020656138.1
rna20737	gene11427	PLAGL1	NW_020656138.1
rna20738	gene11429	SF3B5	NW_020656138.1
rna2003	gene1143	FGL2	NW_020656122.1
rna20739	gene11431	STX11	NW_020656138.1
rna20754	gene11434	UTRN	NW_020656138.1
rna20765	gene11438	EPM2A	NW_020656138.1
rna20767	gene11439	FBXO30	NW_020656138.1
rna2005	gene1144	GSAP	NW_020656122.1
rna20769	gene11441	SHPRH	NW_020656138.1
rna20772	gene11442	GRM1	NW_020656138.1
rna20776	gene11445	RAB32	NW_020656138.1
rna20777	gene11446	ADGB	NW_020656138.1
rna20782	gene11449	STXBP5	NW_020656138.1
rna20786	gene11451	SAMD5	NW_020656138.1
rna20787	gene11453	SASH1	NW_020656138.1
rna20795	gene11455	UST	NW_020656138.1
rna20797	gene11457	TAB2	NW_020656138.1
rna20801	gene11459	ZC3H12D	NW_020656138.1
rna20802	gene11461	PPIL4	NW_020656138.1
rna20803	gene11462	GINM1	NW_020656138.1
rna20805	gene11463	KATNA1	NW_020656138.1
rna20806	gene11464	LATS1	NW_020656138.1
rna20811	gene11465	NUP43	NW_020656138.1
rna20816	gene11466	PCMT1	NW_020656138.1
rna20817	gene11467	LRP11	NW_020656138.1
rna20822	gene11469	LOC113259554	NW_020656138.1
rna2010	gene1147	PTPN12	NW_020656122.1
rna20825	gene11471	LOC113259553	NW_020656138.1
rna20830	gene11474	PPP1R14C	NW_020656138.1
rna20831	gene11475	IYD	NW_020656138.1
