Orthogroup	ursAme.longCDS.prots	ursMar.longCDS.prots
OG0000102	transcript_ENSUAMT00000002604	rna30316
OG0000103	transcript_ENSUAMT00000011200	rna13259
OG0000103	transcript_ENSUAMT00000034550	rna23527
OG0000103	transcript_ENSUAMT00000011204	rna13260
OG0000103	transcript_ENSUAMT00000040891	rna5266
OG0000104	transcript_ENSUAMT00000031706	rna19561
OG0000104	transcript_ENSUAMT00000013654	rna27267
OG0000104	transcript_ENSUAMT00000013823	rna27266
OG0000104	transcript_ENSUAMT00000031724	rna19485
OG0000106	transcript_ENSUAMT00000011775	gene26820
OG0000107	transcript_ENSUAMT00000002651	rna16727
OG0000107	transcript_ENSUAMT00000002310	rna28965
OG0000107	transcript_ENSUAMT00000032635	rna4547, rna3857
OG0000108	transcript_ENSUAMT00000041712	rna7609
OG0000108	transcript_ENSUAMT00000006394	rna30707
OG0000109	transcript_ENSUAMT00000024555	rna14335
OG0000109	transcript_ENSUAMT00000038024	rna12466
OG0000109	transcript_ENSUAMT00000019583	rna35371
OG0000110	transcript_ENSUAMT00000023231	rna13957
OG0000110	transcript_ENSUAMT00000023313	rna13963
OG0000110	transcript_ENSUAMT00000015996	rna13948, rna13973
OG0000111	transcript_ENSUAMT00000010250	rna27810
OG0000111	transcript_ENSUAMT00000000089	rna20224
OG0000111	transcript_ENSUAMT00000039442	rna35547
OG0000112	transcript_ENSUAMT00000016664	rna34161
OG0000112	transcript_ENSUAMT00000001156	rna32724, rna34162
OG0000112	transcript_ENSUAMT00000003371	rna32725
OG0000112	transcript_ENSUAMT00000005272	rna36074
OG0000113	transcript_ENSUAMT00000028236	rna32541
OG0000113	transcript_ENSUAMT00000037786, transcript_ENSUAMT00000008619	rna33123
OG0000113	transcript_ENSUAMT00000028238	rna32540, rna33122, rna33121, rna32542
OG0000113	transcript_ENSUAMT00000019271	rna33125, rna33124, rna33127
OG0000113	transcript_ENSUAMT00000028234	rna32539
OG0000114	transcript_ENSUAMT00000010945	rna19831
OG0000115	transcript_ENSUAMT00000012493	rna30793
OG0000115	transcript_ENSUAMT00000032793	rna26687
OG0000115	transcript_ENSUAMT00000011003	rna34282
OG0000115	transcript_ENSUAMT00000040503	rna19286
OG0000116	transcript_ENSUAMT00000011616	rna2462
OG0000116	transcript_ENSUAMT00000020090	rna32087
OG0000116	transcript_ENSUAMT00000009238	rna21746
OG0000116	transcript_ENSUAMT00000041820	rna8965
OG0000117	transcript_ENSUAMT00000005668	rna35419
OG0000117	transcript_ENSUAMT00000025859	rna6512
OG0000118	transcript_ENSUAMT00000005023	rna16884
OG0000118	transcript_ENSUAMT00000006686	rna16885
OG0000118	transcript_ENSUAMT00000020507	rna16887
OG0000118	transcript_ENSUAMT00000020509	rna16888
OG0000119	transcript_ENSUAMT00000005421	rna33281
OG0000119	transcript_ENSUAMT00000005418	rna33282
OG0000119	transcript_ENSUAMT00000001031	rna33786, rna33795
OG0000120	transcript_ENSUAMT00000001863	rna16528
OG0000120	transcript_ENSUAMT00000033591	rna16527
OG0000120	transcript_ENSUAMT00000001858	rna16529
OG0000120	transcript_ENSUAMT00000001852	rna16530
OG0000122	transcript_ENSUAMT00000035130	rna4866
OG0000122	transcript_ENSUAMT00000020077	rna16654
OG0000123	transcript_ENSUAMT00000030791	rna28848
OG0000123	transcript_ENSUAMT00000012152	rna15778
OG0000123	transcript_ENSUAMT00000033634	rna19879
OG0000123	transcript_ENSUAMT00000002992	rna1147
OG0000124	transcript_ENSUAMT00000030940	rna32401, rna11422
OG0000124	transcript_ENSUAMT00000034755	rna12148
OG0000124	transcript_ENSUAMT00000040234	rna26402
OG0000124	transcript_ENSUAMT00000026612	rna30971
OG0000125	transcript_ENSUAMT00000030795	rna8894
OG0000125	transcript_ENSUAMT00000015000	rna2384
OG0000125	transcript_ENSUAMT00000020920	rna32079
OG0000125	transcript_ENSUAMT00000025398	rna10120
OG0000126	transcript_ENSUAMT00000029961	rna32365, rna24507
OG0000126	transcript_ENSUAMT00000028931	rna24645
OG0000126	transcript_ENSUAMT00000040696	rna19743
OG0000126	transcript_ENSUAMT00000022215	rna31690
OG0000127	transcript_ENSUAMT00000020644	rna35389
OG0000127	transcript_ENSUAMT00000020875	rna8124
OG0000127	transcript_ENSUAMT00000039592	rna27828
OG0000128	transcript_ENSUAMT00000027109	rna26205
OG0000128	transcript_ENSUAMT00000025148	rna27911
OG0000128	transcript_ENSUAMT00000030944, transcript_ENSUAMT00000022620	rna4640
OG0000128	transcript_ENSUAMT00000023009	rna34797
OG0000129	transcript_ENSUAMT00000012328	rna30246
OG0000129	transcript_ENSUAMT00000035493	rna30247, rna32763
OG0000129	transcript_ENSUAMT00000037411	rna13252
OG0000129	transcript_ENSUAMT00000018641	rna32254
OG0000130	transcript_ENSUAMT00000010520	rna7722
OG0000130	transcript_ENSUAMT00000036014	rna19562
OG0000130	transcript_ENSUAMT00000041074	rna32228
OG0000130	transcript_ENSUAMT00000008303	rna4777
OG0000131	transcript_ENSUAMT00000005201	gene25714, gene25718
OG0000131	transcript_ENSUAMT00000006106, transcript_ENSUAMT00000003924	gene25363
OG0000132	transcript_ENSUAMT00000018735	rna18302
OG0000132	transcript_ENSUAMT00000018453	rna18303
OG0000132	transcript_ENSUAMT00000006521	rna18732
OG0000132	transcript_ENSUAMT00000006670	rna18731
OG0000134	transcript_ENSUAMT00000000982, transcript_ENSUAMT00000007101	gene14047
OG0000134	transcript_ENSUAMT00000021668	gene20010
OG0000134	transcript_ENSUAMT00000021667	gene14048
OG0000135	transcript_ENSUAMT00000024075	rna2125
OG0000136	transcript_ENSUAMT00000016482	rna15808
OG0000136	transcript_ENSUAMT00000013089	rna8656
OG0000136	transcript_ENSUAMT00000027899	rna22619
OG0000136	transcript_ENSUAMT00000033995	rna17836
OG0000137	transcript_ENSUAMT00000039853	rna15580
OG0000137	transcript_ENSUAMT00000014794	rna20827
OG0000137	transcript_ENSUAMT00000039854	rna15582
OG0000137	transcript_ENSUAMT00000039794	rna15579
OG0000138	transcript_ENSUAMT00000020795	rna8111
OG0000138	transcript_ENSUAMT00000004521	rna35498
OG0000138	transcript_ENSUAMT00000000329	rna21197
OG0000139	transcript_ENSUAMT00000025625	rna11589
OG0000139	transcript_ENSUAMT00000015945	rna10192, rna10787, rna5843
OG0000140	transcript_ENSUAMT00000016434	rna20342
OG0000140	transcript_ENSUAMT00000034541	rna31201
OG0000140	transcript_ENSUAMT00000035171	rna35611
OG0000140	transcript_ENSUAMT00000008638	rna35076
OG0000141	transcript_ENSUAMT00000001692	rna33547
OG0000141	transcript_ENSUAMT00000008416	rna14153
OG0000141	transcript_ENSUAMT00000022793	rna23706
OG0000142	transcript_ENSUAMT00000003363	rna33352
OG0000142	transcript_ENSUAMT00000029728	rna21514
OG0000142	transcript_ENSUAMT00000022905	rna4130
OG0000142	transcript_ENSUAMT00000008477	rna4762
OG0000143	transcript_ENSUAMT00000032010	rna24383
OG0000143	transcript_ENSUAMT00000041530	rna4067
OG0000143	transcript_ENSUAMT00000032175	rna22360
OG0000143	transcript_ENSUAMT00000016853	rna31953
OG0000144	transcript_ENSUAMT00000037900	rna15473
OG0000144	transcript_ENSUAMT00000037899	rna15474
OG0000144	transcript_ENSUAMT00000037898	rna15475
OG0000144	transcript_ENSUAMT00000001286	rna15472
OG0000145	transcript_ENSUAMT00000006328	rna4708
OG0000145	transcript_ENSUAMT00000032465	rna116
OG0000145	transcript_ENSUAMT00000008254	rna27240
OG0000145	transcript_ENSUAMT00000019924	rna26007
OG0000146	transcript_ENSUAMT00000001606	rna10707
OG0000146	transcript_ENSUAMT00000017508	rna5182
OG0000146	transcript_ENSUAMT00000030961	rna13348
OG0000146	transcript_ENSUAMT00000016241	rna32752
OG0000147	transcript_ENSUAMT00000016233	rna32189
OG0000147	transcript_ENSUAMT00000008999	rna19424
OG0000147	transcript_ENSUAMT00000041051	rna35183
OG0000148	transcript_ENSUAMT00000033121	rna670
OG0000148	transcript_ENSUAMT00000007165	rna24194
OG0000148	transcript_ENSUAMT00000023978	rna12196
OG0000148	transcript_ENSUAMT00000028792	rna5433
OG0000149	transcript_ENSUAMT00000029685	rna24199
OG0000149	transcript_ENSUAMT00000001188	rna5428
OG0000149	transcript_ENSUAMT00000023974	rna12200
OG0000149	transcript_ENSUAMT00000013129	rna659
OG0000150	transcript_ENSUAMT00000021319	rna27514
OG0000150	transcript_ENSUAMT00000004038	rna27515
OG0000150	transcript_ENSUAMT00000012789	rna2360
OG0000150	transcript_ENSUAMT00000026624	rna2362
OG0000151	transcript_ENSUAMT00000021440	rna17449
OG0000151	transcript_ENSUAMT00000034337	rna9875
OG0000151	transcript_ENSUAMT00000036724	rna13400
OG0000152	transcript_ENSUAMT00000028624	rna6498
OG0000152	transcript_ENSUAMT00000025185	rna571
OG0000152	transcript_ENSUAMT00000041024	rna13139
OG0000152	transcript_ENSUAMT00000012129	rna2884
OG0000154	transcript_ENSUAMT00000013027	rna25444
OG0000154	transcript_ENSUAMT00000028626	rna8586
OG0000154	transcript_ENSUAMT00000032676, transcript_ENSUAMT00000024199	rna25445
OG0000155	transcript_ENSUAMT00000016590	gene16287
OG0000156	transcript_ENSUAMT00000019881	rna28185
OG0000156	transcript_ENSUAMT00000001675, transcript_ENSUAMT00000003852	rna28173
OG0000156	transcript_ENSUAMT00000004173	rna28182
OG0000157	transcript_ENSUAMT00000022666	rna1048
OG0000157	transcript_ENSUAMT00000022696	rna1050
OG0000157	transcript_ENSUAMT00000022694	rna1049
OG0000157	transcript_ENSUAMT00000022663	rna1046
OG0000158	transcript_ENSUAMT00000039044	rna22762
OG0000158	transcript_ENSUAMT00000039037	rna22765
OG0000158	transcript_ENSUAMT00000039040	rna22764
OG0000158	transcript_ENSUAMT00000039043	rna22763
OG0000162	transcript_ENSUAMT00000034097	rna25527
OG0000162	transcript_ENSUAMT00000022619	rna27522
OG0000162	transcript_ENSUAMT00000020124	rna15677
OG0000163	transcript_ENSUAMT00000030266	rna15616
OG0000163	transcript_ENSUAMT00000023665	rna9645
OG0000164	transcript_ENSUAMT00000041069	rna31881
OG0000164	transcript_ENSUAMT00000021156	rna4194
OG0000164	transcript_ENSUAMT00000036686	rna26542
OG0000164	transcript_ENSUAMT00000038710	rna3853
OG0000165	transcript_ENSUAMT00000025415	rna33153
OG0000166	transcript_ENSUAMT00000028780	rna22381
OG0000166	transcript_ENSUAMT00000015458	rna9160
OG0000167	transcript_ENSUAMT00000001434	rna15052
OG0000167	transcript_ENSUAMT00000034742	rna28133
OG0000167	transcript_ENSUAMT00000022079	rna4093
OG0000168	transcript_ENSUAMT00000011384	rna2650
OG0000168	transcript_ENSUAMT00000002595	rna2691
OG0000168	transcript_ENSUAMT00000015489	rna2676
OG0000169	transcript_ENSUAMT00000019405, transcript_ENSUAMT00000007695, transcript_ENSUAMT00000007127	rna20152
OG0000169	transcript_ENSUAMT00000035848	rna20154
OG0000170	transcript_ENSUAMT00000041312	rna27513
OG0000170	transcript_ENSUAMT00000011056	rna13355
OG0000170	transcript_ENSUAMT00000026295	rna2704
OG0000171	transcript_ENSUAMT00000024666	rna170
OG0000172	transcript_ENSUAMT00000017895	rna18888
OG0000172	transcript_ENSUAMT00000026724	rna18896
OG0000173	transcript_ENSUAMT00000006954	rna35664
OG0000173	transcript_ENSUAMT00000005120, transcript_ENSUAMT00000004039, transcript_ENSUAMT00000004034	rna29032
OG0000174	transcript_ENSUAMT00000020104	rna11734
OG0000174	transcript_ENSUAMT00000015944	rna34373
OG0000174	transcript_ENSUAMT00000034366	rna31448
OG0000175	transcript_ENSUAMT00000004913	rna33689
OG0000175	transcript_ENSUAMT00000003104, transcript_ENSUAMT00000006255	rna33695
OG0000175	transcript_ENSUAMT00000012288	rna33693
OG0000175	transcript_ENSUAMT00000028406	rna33687, rna36073
OG0000176	transcript_ENSUAMT00000021445	rna25813
OG0000176	transcript_ENSUAMT00000008601	rna9857, rna13407
OG0000176	transcript_ENSUAMT00000022191	rna17452
OG0000177	transcript_ENSUAMT00000009006	rna1128
OG0000177	transcript_ENSUAMT00000009007	rna1129
OG0000177	transcript_ENSUAMT00000019015	rna19909
OG0000178	transcript_ENSUAMT00000014857	rna26916
OG0000178	transcript_ENSUAMT00000035952	rna33206
OG0000178	transcript_ENSUAMT00000025190	rna25075
OG0000179	transcript_ENSUAMT00000004691	rna35917
OG0000180	transcript_ENSUAMT00000010574	rna4988
OG0000180	transcript_ENSUAMT00000011622	rna4985
OG0000180	transcript_ENSUAMT00000010513	rna4989
OG0000181	transcript_ENSUAMT00000016609	rna15397
OG0000181	transcript_ENSUAMT00000032464, transcript_ENSUAMT00000032475	rna15396
OG0000181	transcript_ENSUAMT00000002069	rna15395, rna15394
OG0000182	transcript_ENSUAMT00000037485	rna14827
OG0000182	transcript_ENSUAMT00000016544	rna14818
OG0000182	transcript_ENSUAMT00000037481	rna14826
OG0000183	transcript_ENSUAMT00000040435, transcript_ENSUAMT00000040536	rna34922
OG0000183	transcript_ENSUAMT00000025403	rna34923
OG0000183	transcript_ENSUAMT00000002060	rna34954
OG0000184	transcript_ENSUAMT00000006332, transcript_ENSUAMT00000004248	rna15299
OG0000184	transcript_ENSUAMT00000005549	rna15302
OG0000184	transcript_ENSUAMT00000006354, transcript_ENSUAMT00000004241	rna15301
OG0000185	transcript_ENSUAMT00000028896	rna15233
OG0000185	transcript_ENSUAMT00000028895	rna15234
OG0000185	transcript_ENSUAMT00000028897	rna15229, rna15231
OG0000186	transcript_ENSUAMT00000011059, transcript_ENSUAMT00000003934	rna36079
OG0000186	transcript_ENSUAMT00000027771	rna33347, rna33449
OG0000187	transcript_ENSUAMT00000024027	rna18650
OG0000187	transcript_ENSUAMT00000024028	rna18651
OG0000188	transcript_ENSUAMT00000019253	rna34025
OG0000188	transcript_ENSUAMT00000025234	rna34027
OG0000188	transcript_ENSUAMT00000019254	rna34024
OG0000188	transcript_ENSUAMT00000017375	rna34015
OG0000188	transcript_ENSUAMT00000017378	rna35887, rna35885
OG0000189	transcript_ENSUAMT00000014382	rna27748
OG0000189	transcript_ENSUAMT00000007664	rna27747
OG0000189	transcript_ENSUAMT00000014368	rna27751
OG0000189	transcript_ENSUAMT00000014372	rna27749
OG0000190	transcript_ENSUAMT00000016367	gene13919
OG0000191	transcript_ENSUAMT00000026268	rna15313
OG0000191	transcript_ENSUAMT00000026265	rna15315
OG0000191	transcript_ENSUAMT00000005568	rna15310, rna15311
OG0000192	transcript_ENSUAMT00000000232	rna21193
OG0000192	transcript_ENSUAMT00000041552	rna21191
OG0000192	transcript_ENSUAMT00000036532	rna21187
OG0000192	transcript_ENSUAMT00000004213, transcript_ENSUAMT00000002966	rna21192
OG0000193	transcript_ENSUAMT00000020982	rna25139
OG0000193	transcript_ENSUAMT00000025456	rna26198
OG0000193	transcript_ENSUAMT00000031793	rna26491
OG0000194	transcript_ENSUAMT00000029395	rna32205
OG0000194	transcript_ENSUAMT00000021692	rna5216
OG0000194	transcript_ENSUAMT00000009921	rna26013
OG0000195	transcript_ENSUAMT00000040489	rna9007
OG0000195	transcript_ENSUAMT00000010445	rna9006, rna9001
OG0000196	transcript_ENSUAMT00000012615, transcript_ENSUAMT00000034086, transcript_ENSUAMT00000035126, transcript_ENSUAMT00000036172, transcript_ENSUAMT00000002541, transcript_ENSUAMT00000036173, transcript_ENSUAMT00000007578	rna4304
OG0000197	transcript_ENSUAMT00000002866	rna24497
OG0000197	transcript_ENSUAMT00000019911	rna8891
OG0000197	transcript_ENSUAMT00000013798	rna10117
OG0000198	transcript_ENSUAMT00000023714	rna32252
OG0000198	transcript_ENSUAMT00000013535	rna35667, rna17739
OG0000198	transcript_ENSUAMT00000033881	rna13251
OG0000199	transcript_ENSUAMT00000035464	rna31221
OG0000199	transcript_ENSUAMT00000020849	rna8103
OG0000199	transcript_ENSUAMT00000027772	rna35403
OG0000200	transcript_ENSUAMT00000029680	rna24201
OG0000200	transcript_ENSUAMT00000005684	rna653
OG0000201	transcript_ENSUAMT00000038785	rna19631
OG0000201	transcript_ENSUAMT00000002674	rna14206
OG0000201	transcript_ENSUAMT00000006397	rna14517
OG0000202	transcript_ENSUAMT00000029565	rna18020
OG0000202	transcript_ENSUAMT00000028274	rna34259, rna31416
OG0000203	transcript_ENSUAMT00000036056	rna36038
OG0000203	transcript_ENSUAMT00000036040	rna36042
OG0000205	transcript_ENSUAMT00000004425	rna8136
OG0000205	transcript_ENSUAMT00000022582	rna27678
OG0000206	transcript_ENSUAMT00000023348	rna28011
OG0000206	transcript_ENSUAMT00000023345	rna28010
OG0000206	transcript_ENSUAMT00000023324	rna28008
OG0000206	transcript_ENSUAMT00000023342	rna28009
OG0000207	transcript_ENSUAMT00000018183	rna27016
OG0000207	transcript_ENSUAMT00000003231	rna33155
OG0000207	transcript_ENSUAMT00000037033	rna25065
OG0000208	transcript_ENSUAMT00000002166, transcript_ENSUAMT00000002157, transcript_ENSUAMT00000002143	rna15242
OG0000208	transcript_ENSUAMT00000003864, transcript_ENSUAMT00000019384	rna15243
OG0000209	transcript_ENSUAMT00000012788	rna15285
OG0000209	transcript_ENSUAMT00000035078, transcript_ENSUAMT00000002846	rna15272
OG0000210	transcript_ENSUAMT00000025601	rna24046
OG0000210	transcript_ENSUAMT00000035395	rna24040, rna24043
OG0000210	transcript_ENSUAMT00000005238	rna24041
OG0000212	transcript_ENSUAMT00000039464	rna26830
OG0000213	transcript_ENSUAMT00000031251	rna1982
OG0000213	transcript_ENSUAMT00000033691	rna3999
OG0000213	transcript_ENSUAMT00000013159	rna22244
OG0000214	transcript_ENSUAMT00000027309	rna31045
OG0000214	transcript_ENSUAMT00000022989	rna15686
OG0000214	transcript_ENSUAMT00000017752	rna11928
OG0000215	transcript_ENSUAMT00000008857	rna26598
OG0000216	transcript_ENSUAMT00000020344	rna12000
OG0000216	transcript_ENSUAMT00000018505	rna7686
OG0000216	transcript_ENSUAMT00000032536	rna17069
OG0000217	transcript_ENSUAMT00000022165	rna7392
OG0000217	transcript_ENSUAMT00000015652	rna7394
OG0000217	transcript_ENSUAMT00000020776	rna22359
OG0000218	transcript_ENSUAMT00000028252	rna14773
OG0000218	transcript_ENSUAMT00000008700	rna18671
OG0000218	transcript_ENSUAMT00000022743	rna23698
OG0000219	transcript_ENSUAMT00000029259	rna4835
OG0000219	transcript_ENSUAMT00000014949	rna9141
OG0000219	transcript_ENSUAMT00000019845	rna16494
OG0000220	transcript_ENSUAMT00000032259	rna16615
OG0000220	transcript_ENSUAMT00000019193	rna30441
OG0000220	transcript_ENSUAMT00000007587	rna32102
OG0000221	transcript_ENSUAMT00000041555	rna29164
OG0000221	transcript_ENSUAMT00000023759	rna29168
OG0000221	transcript_ENSUAMT00000023764	rna29176, rna29174
OG0000222	transcript_ENSUAMT00000022088	rna20739
OG0000222	transcript_ENSUAMT00000024714	rna24822
OG0000222	transcript_ENSUAMT00000028723	rna28506
OG0000223	transcript_ENSUAMT00000022154	rna17331
OG0000223	transcript_ENSUAMT00000035443	rna22036
OG0000224	transcript_ENSUAMT00000007827	rna10668
OG0000224	transcript_ENSUAMT00000032879	rna8717
OG0000224	transcript_ENSUAMT00000021964	rna33700
OG0000225	transcript_ENSUAMT00000040469	rna23540
OG0000225	transcript_ENSUAMT00000001931	rna10779
OG0000225	transcript_ENSUAMT00000022223	rna21627
OG0000226	transcript_ENSUAMT00000004726	rna11588
OG0000226	transcript_ENSUAMT00000016909	rna34957
OG0000227	transcript_ENSUAMT00000033268	rna14512
OG0000227	transcript_ENSUAMT00000038440	rna32501
OG0000228	transcript_ENSUAMT00000036867	rna16463
OG0000228	transcript_ENSUAMT00000024556, transcript_ENSUAMT00000035533	rna18098
OG0000229	transcript_ENSUAMT00000022595	rna24207
OG0000229	transcript_ENSUAMT00000040659, transcript_ENSUAMT00000040181	rna13242
OG0000230	transcript_ENSUAMT00000028166	rna32884, rna32882
OG0000230	transcript_ENSUAMT00000028164	rna32881
OG0000231	transcript_ENSUAMT00000006350	rna32880
OG0000231	transcript_ENSUAMT00000028167	rna32890, rna32883
OG0000231	transcript_ENSUAMT00000014210	rna32885, rna32889
OG0000231	transcript_ENSUAMT00000006631	rna32879
OG0000232	transcript_ENSUAMT00000022478	rna2839
OG0000232	transcript_ENSUAMT00000001322	rna17716
OG0000232	transcript_ENSUAMT00000035940	rna13419
OG0000233	transcript_ENSUAMT00000017525	rna520
OG0000233	transcript_ENSUAMT00000017531	rna521
OG0000233	transcript_ENSUAMT00000017518	rna519
