Orthogroup	ursAme.longCDS.prots	ursArc.longCDS.prots
OG0000125	transcript_ENSUAMT00000025398	rna19645
OG0000126	transcript_ENSUAMT00000029961	rna42011
OG0000126	transcript_ENSUAMT00000028931	rna9250
OG0000126	transcript_ENSUAMT00000040696	rna19246
OG0000126	transcript_ENSUAMT00000022215	rna22607
OG0000127	transcript_ENSUAMT00000020644	rna48024
OG0000127	transcript_ENSUAMT00000020875	rna39299
OG0000127	transcript_ENSUAMT00000039592	rna1566
OG0000128	transcript_ENSUAMT00000027109	rna16114
OG0000128	transcript_ENSUAMT00000025148	rna40417
OG0000128	transcript_ENSUAMT00000030944, transcript_ENSUAMT00000022620	rna42778
OG0000128	transcript_ENSUAMT00000023009	rna52885
OG0000129	transcript_ENSUAMT00000012328	rna36432
OG0000129	transcript_ENSUAMT00000035493	rna38982
OG0000129	transcript_ENSUAMT00000037411	rna27757
OG0000129	transcript_ENSUAMT00000018641	rna24887
OG0000130	transcript_ENSUAMT00000010520	rna15169
OG0000130	transcript_ENSUAMT00000036014	rna16803
OG0000130	transcript_ENSUAMT00000041074	rna51689
OG0000130	transcript_ENSUAMT00000008303	rna42600
OG0000132	transcript_ENSUAMT00000018735	rna47722
OG0000132	transcript_ENSUAMT00000018453	rna47724
OG0000132	transcript_ENSUAMT00000006521	rna33319
OG0000132	transcript_ENSUAMT00000006670	rna33320
OG0000134	transcript_ENSUAMT00000000982, transcript_ENSUAMT00000007101	id553426
OG0000134	transcript_ENSUAMT00000021668	id583385
OG0000135	transcript_ENSUAMT00000024075	rna33218
OG0000136	transcript_ENSUAMT00000016482	rna34891
OG0000136	transcript_ENSUAMT00000013089	rna21008
OG0000136	transcript_ENSUAMT00000027899	rna42072
OG0000136	transcript_ENSUAMT00000033995	rna42151
OG0000137	transcript_ENSUAMT00000039853	rna34561
OG0000137	transcript_ENSUAMT00000014794	rna52523
OG0000137	transcript_ENSUAMT00000039854	rna34563
OG0000137	transcript_ENSUAMT00000039794	rna34554
OG0000138	transcript_ENSUAMT00000020795	rna39275
OG0000138	transcript_ENSUAMT00000004521	rna18083
OG0000138	transcript_ENSUAMT00000000329	rna13223
OG0000139	transcript_ENSUAMT00000025625	rna37514
OG0000139	transcript_ENSUAMT00000015945	rna9497, rna5125
OG0000140	transcript_ENSUAMT00000016434	rna33760
OG0000140	transcript_ENSUAMT00000034541	rna32152
OG0000140	transcript_ENSUAMT00000035171	rna18209
OG0000140	transcript_ENSUAMT00000008638	rna49058
OG0000141	transcript_ENSUAMT00000017741	rna54190, rna54192
OG0000141	transcript_ENSUAMT00000022793	rna50762
OG0000142	transcript_ENSUAMT00000003363	rna15238
OG0000142	transcript_ENSUAMT00000029728	rna45032
OG0000142	transcript_ENSUAMT00000022905	rna43865
OG0000142	transcript_ENSUAMT00000008477	rna42618
OG0000143	transcript_ENSUAMT00000032010	rna41836
OG0000143	transcript_ENSUAMT00000041530	rna43962
OG0000143	transcript_ENSUAMT00000032175	rna3772
OG0000143	transcript_ENSUAMT00000016853	rna45392
OG0000144	transcript_ENSUAMT00000037900	rna39868
OG0000144	transcript_ENSUAMT00000037899	rna39867
OG0000144	transcript_ENSUAMT00000037898	rna39866
OG0000144	transcript_ENSUAMT00000001286	rna39871
OG0000145	transcript_ENSUAMT00000006328	rna42693
OG0000145	transcript_ENSUAMT00000032465	rna30832
OG0000145	transcript_ENSUAMT00000008254	rna18336
OG0000145	transcript_ENSUAMT00000019924	rna16402
OG0000146	transcript_ENSUAMT00000001606	rna21791
OG0000146	transcript_ENSUAMT00000017508	rna14731
OG0000146	transcript_ENSUAMT00000030961	rna27617
OG0000146	transcript_ENSUAMT00000016241	rna38954
OG0000147	transcript_ENSUAMT00000016233	rna51625
OG0000147	transcript_ENSUAMT00000008999	rna16994
OG0000147	transcript_ENSUAMT00000041051	rna3002
OG0000148	transcript_ENSUAMT00000033121	rna8527
OG0000148	transcript_ENSUAMT00000007165	rna37235
OG0000148	transcript_ENSUAMT00000023978	rna14055
OG0000148	transcript_ENSUAMT00000028792	rna31855
OG0000149	transcript_ENSUAMT00000029685	rna37241
OG0000149	transcript_ENSUAMT00000001188	rna31845
OG0000149	transcript_ENSUAMT00000023974	rna14062
OG0000149	transcript_ENSUAMT00000013129	rna8507
OG0000150	transcript_ENSUAMT00000021319	rna37134
OG0000150	transcript_ENSUAMT00000004038	rna37135
OG0000150	transcript_ENSUAMT00000012789	rna37981
OG0000150	transcript_ENSUAMT00000026624	rna53835, rna53834
OG0000151	transcript_ENSUAMT00000021440	rna20217
OG0000151	transcript_ENSUAMT00000034337	rna14329
OG0000151	transcript_ENSUAMT00000036724	rna27540
OG0000152	transcript_ENSUAMT00000028624	rna24533
OG0000152	transcript_ENSUAMT00000025185	rna8342
OG0000152	transcript_ENSUAMT00000041024	rna27912
OG0000152	transcript_ENSUAMT00000012129	rna48214
OG0000154	transcript_ENSUAMT00000013027	rna16670
OG0000154	transcript_ENSUAMT00000028626	rna21035
OG0000154	transcript_ENSUAMT00000032676, transcript_ENSUAMT00000024199	rna16674
OG0000155	transcript_ENSUAMT00000016590	id587541
OG0000155	transcript_ENSUAMT00000038343, transcript_ENSUAMT00000038344	id587546
OG0000156	transcript_ENSUAMT00000019881	rna53825
OG0000156	transcript_ENSUAMT00000001675, transcript_ENSUAMT00000003852	rna14834, rna53826
OG0000157	transcript_ENSUAMT00000022666	rna30077
OG0000157	transcript_ENSUAMT00000022696	rna30073
OG0000157	transcript_ENSUAMT00000022694	rna30075
OG0000157	transcript_ENSUAMT00000022663	rna30078
OG0000158	transcript_ENSUAMT00000039044	rna49742
OG0000158	transcript_ENSUAMT00000039037	rna49746
OG0000158	transcript_ENSUAMT00000039040	rna49744
OG0000158	transcript_ENSUAMT00000039043	rna49743
OG0000158	transcript_ENSUAMT00000039038	rna49745
OG0000162	transcript_ENSUAMT00000034097	rna18783
OG0000162	transcript_ENSUAMT00000022619	rna37151
OG0000162	transcript_ENSUAMT00000020124	rna34691
OG0000163	transcript_ENSUAMT00000030266	rna34616, rna34620
OG0000163	transcript_ENSUAMT00000027361, transcript_ENSUAMT00000022423	rna34619
OG0000163	transcript_ENSUAMT00000023665	rna9861
OG0000164	transcript_ENSUAMT00000041069	rna49543
OG0000164	transcript_ENSUAMT00000021156	rna50737
OG0000164	transcript_ENSUAMT00000036686	rna46771
OG0000164	transcript_ENSUAMT00000038710	rna15308
OG0000165	transcript_ENSUAMT00000025415	rna2
OG0000165	transcript_ENSUAMT00000004482	rna47416
OG0000166	transcript_ENSUAMT00000028780	rna3733
OG0000167	transcript_ENSUAMT00000001434	rna46132
OG0000167	transcript_ENSUAMT00000034742	rna41588
OG0000167	transcript_ENSUAMT00000034964	rna34142
OG0000167	transcript_ENSUAMT00000022079	rna43928
OG0000168	transcript_ENSUAMT00000011384	rna52001
OG0000168	transcript_ENSUAMT00000002595	rna45724
OG0000169	transcript_ENSUAMT00000019405, transcript_ENSUAMT00000007695, transcript_ENSUAMT00000007127	rna53743
OG0000169	transcript_ENSUAMT00000035848	rna34048
OG0000170	transcript_ENSUAMT00000041312	rna37132
OG0000170	transcript_ENSUAMT00000011056	rna27606
OG0000170	transcript_ENSUAMT00000026295	rna52044
OG0000171	transcript_ENSUAMT00000024666	rna30719
OG0000172	transcript_ENSUAMT00000017895	rna3204
OG0000172	transcript_ENSUAMT00000026724	rna54091, rna53940
OG0000173	transcript_ENSUAMT00000005120, transcript_ENSUAMT00000004039, transcript_ENSUAMT00000004034	id578919
OG0000174	transcript_ENSUAMT00000020104	rna37035
OG0000174	transcript_ENSUAMT00000015944	rna43042
OG0000174	transcript_ENSUAMT00000034366	rna40140
OG0000175	transcript_ENSUAMT00000004913	rna54280
OG0000175	transcript_ENSUAMT00000003104, transcript_ENSUAMT00000006255	rna54284
OG0000175	transcript_ENSUAMT00000012288	rna53453
OG0000175	transcript_ENSUAMT00000028406	rna53308
OG0000176	transcript_ENSUAMT00000008601	rna14301, rna27530
OG0000176	transcript_ENSUAMT00000022191	rna20218, rna1782
OG0000177	transcript_ENSUAMT00000009006	rna10499
OG0000177	transcript_ENSUAMT00000019015	rna18981
OG0000178	transcript_ENSUAMT00000014857	rna17479
OG0000178	transcript_ENSUAMT00000035952	rna116
OG0000178	transcript_ENSUAMT00000025190	rna40368
OG0000179	transcript_ENSUAMT00000004691	rna53494, rna52934
OG0000180	transcript_ENSUAMT00000010574	rna33688
OG0000180	transcript_ENSUAMT00000011622	rna33684
OG0000180	transcript_ENSUAMT00000010513	rna33689
OG0000181	transcript_ENSUAMT00000002069	rna53153
OG0000181	transcript_ENSUAMT00000032476	rna49479
OG0000182	transcript_ENSUAMT00000037485	rna29492
OG0000182	transcript_ENSUAMT00000016544	rna29503
OG0000182	transcript_ENSUAMT00000037481	rna29497
OG0000183	transcript_ENSUAMT00000040435, transcript_ENSUAMT00000040536	rna36948
OG0000183	transcript_ENSUAMT00000025403	rna36947
OG0000183	transcript_ENSUAMT00000002060	rna36891
OG0000184	transcript_ENSUAMT00000006332, transcript_ENSUAMT00000004248	rna49381
OG0000184	transcript_ENSUAMT00000005549	rna49383
OG0000184	transcript_ENSUAMT00000006354, transcript_ENSUAMT00000004241, transcript_ENSUAMT00000006352, transcript_ENSUAMT00000004244	rna49382
OG0000185	transcript_ENSUAMT00000028896	rna49331
OG0000185	transcript_ENSUAMT00000028895	rna49332
OG0000185	transcript_ENSUAMT00000028897	rna49327, rna49329
OG0000186	transcript_ENSUAMT00000004364	rna53311
OG0000187	transcript_ENSUAMT00000024027	rna38572
OG0000187	transcript_ENSUAMT00000024028	rna38569
OG0000188	transcript_ENSUAMT00000019253	rna48348
OG0000188	transcript_ENSUAMT00000025234	rna48346
OG0000188	transcript_ENSUAMT00000019254	rna48349
OG0000188	transcript_ENSUAMT00000017375, transcript_ENSUAMT00000017378	rna48358
OG0000189	transcript_ENSUAMT00000014382	rna1455
OG0000189	transcript_ENSUAMT00000007664	rna1454
OG0000189	transcript_ENSUAMT00000014368	rna1457
OG0000189	transcript_ENSUAMT00000014372	rna1456
OG0000190	transcript_ENSUAMT00000016367	id35538
OG0000191	transcript_ENSUAMT00000026268	rna49390
OG0000191	transcript_ENSUAMT00000026265	rna49392
OG0000191	transcript_ENSUAMT00000005568	rna49389
OG0000192	transcript_ENSUAMT00000000232	rna13218
OG0000192	transcript_ENSUAMT00000041552	rna13216
OG0000192	transcript_ENSUAMT00000036532	rna13215
OG0000192	transcript_ENSUAMT00000004213, transcript_ENSUAMT00000002966	rna13217
OG0000193	transcript_ENSUAMT00000020982	rna41241
OG0000193	transcript_ENSUAMT00000025456	rna16127
OG0000193	transcript_ENSUAMT00000031793	rna46824
OG0000194	transcript_ENSUAMT00000029395	rna51645
OG0000194	transcript_ENSUAMT00000021692	rna14784
OG0000194	transcript_ENSUAMT00000009921	rna16397
OG0000195	transcript_ENSUAMT00000040489	rna32218
OG0000195	transcript_ENSUAMT00000010445	rna32217, rna32209, rna32207
OG0000196	transcript_ENSUAMT00000005101	rna34079
OG0000196	transcript_ENSUAMT00000012615, transcript_ENSUAMT00000034086, transcript_ENSUAMT00000035126, transcript_ENSUAMT00000036172, transcript_ENSUAMT00000002541, transcript_ENSUAMT00000036173, transcript_ENSUAMT00000007578	rna50589
OG0000197	transcript_ENSUAMT00000002866	rna42001
OG0000197	transcript_ENSUAMT00000019911	rna44463
OG0000197	transcript_ENSUAMT00000013798	rna19653
OG0000198	transcript_ENSUAMT00000023714	rna24890
OG0000198	transcript_ENSUAMT00000013535	rna53351, rna39804, rna54121
OG0000198	transcript_ENSUAMT00000033881	rna27762
OG0000199	transcript_ENSUAMT00000035464	rna1211
OG0000199	transcript_ENSUAMT00000020849	rna39260
OG0000199	transcript_ENSUAMT00000027772	rna48011
OG0000200	transcript_ENSUAMT00000029680	rna37244
OG0000200	transcript_ENSUAMT00000005684	rna8487
OG0000201	transcript_ENSUAMT00000038785	rna16692
OG0000201	transcript_ENSUAMT00000002674	rna17742
OG0000201	transcript_ENSUAMT00000006397	rna44724
OG0000202	transcript_ENSUAMT00000029565	rna47236
OG0000202	transcript_ENSUAMT00000028274	rna42813, rna40194
OG0000203	transcript_ENSUAMT00000036056	rna36573
OG0000203	transcript_ENSUAMT00000036040	rna53404
OG0000204	transcript_ENSUAMT00000031413	id45720
OG0000204	transcript_ENSUAMT00000038332	id45837
OG0000205	transcript_ENSUAMT00000004425	rna39319
OG0000205	transcript_ENSUAMT00000022582	rna1355
OG0000206	transcript_ENSUAMT00000023348	rna43382
OG0000206	transcript_ENSUAMT00000023345	rna43381
OG0000206	transcript_ENSUAMT00000023324	rna43379
OG0000206	transcript_ENSUAMT00000023342	rna43380
OG0000207	transcript_ENSUAMT00000018183	rna17330
OG0000207	transcript_ENSUAMT00000003231	rna4
OG0000207	transcript_ENSUAMT00000037033	rna40353
OG0000208	transcript_ENSUAMT00000002166, transcript_ENSUAMT00000002157, transcript_ENSUAMT00000002143, transcript_ENSUAMT00000003864, transcript_ENSUAMT00000019384	rna49338
OG0000209	transcript_ENSUAMT00000012788	rna49371
OG0000209	transcript_ENSUAMT00000035078, transcript_ENSUAMT00000002846	rna53735, rna53732
OG0000210	transcript_ENSUAMT00000025601	rna287
OG0000212	transcript_ENSUAMT00000039464	rna36569
OG0000213	transcript_ENSUAMT00000031251	rna33023
OG0000213	transcript_ENSUAMT00000033691	rna44072
OG0000213	transcript_ENSUAMT00000013159	rna3946
OG0000214	transcript_ENSUAMT00000027309	rna1034
OG0000214	transcript_ENSUAMT00000022989	rna34707
OG0000214	transcript_ENSUAMT00000017752	rna51704, rna51738
OG0000215	transcript_ENSUAMT00000008857	rna45861
OG0000216	transcript_ENSUAMT00000020344	rna13768
OG0000216	transcript_ENSUAMT00000018505	rna27134
OG0000216	transcript_ENSUAMT00000032536	rna49031
OG0000217	transcript_ENSUAMT00000022165	rna6045
OG0000217	transcript_ENSUAMT00000015652	rna6034
OG0000217	transcript_ENSUAMT00000020776	rna3774
OG0000218	transcript_ENSUAMT00000028252	rna29555
OG0000218	transcript_ENSUAMT00000008700	rna33386
OG0000218	transcript_ENSUAMT00000022743	rna50770
OG0000219	transcript_ENSUAMT00000029259	rna33476
OG0000219	transcript_ENSUAMT00000014949	rna32421
OG0000219	transcript_ENSUAMT00000019845	rna36077
OG0000220	transcript_ENSUAMT00000032259	rna35887
OG0000220	transcript_ENSUAMT00000019193	rna32707
OG0000220	transcript_ENSUAMT00000007587	rna45152
OG0000221	transcript_ENSUAMT00000041555	rna51916
OG0000221	transcript_ENSUAMT00000023764	rna54186, rna54185
OG0000221	transcript_ENSUAMT00000040189	rna51915
OG0000222	transcript_ENSUAMT00000022088	rna24158
OG0000222	transcript_ENSUAMT00000024714	rna8982
OG0000222	transcript_ENSUAMT00000028723	rna36618
OG0000223	transcript_ENSUAMT00000022154	rna20059
OG0000223	transcript_ENSUAMT00000035443	rna4222
OG0000224	transcript_ENSUAMT00000007827	rna21705
OG0000224	transcript_ENSUAMT00000032879	rna20945
OG0000224	transcript_ENSUAMT00000021964	rna49964
OG0000225	transcript_ENSUAMT00000040469	rna25233
OG0000225	transcript_ENSUAMT00000001931	rna49864
OG0000225	transcript_ENSUAMT00000022223	rna4896
OG0000226	transcript_ENSUAMT00000004726	rna37513
OG0000226	transcript_ENSUAMT00000016909	rna36889
OG0000227	transcript_ENSUAMT00000033268	rna44732
OG0000227	transcript_ENSUAMT00000038440	rna23954
OG0000228	transcript_ENSUAMT00000036867	rna22177
OG0000228	transcript_ENSUAMT00000031722	rna36870
OG0000228	transcript_ENSUAMT00000024556, transcript_ENSUAMT00000035533	rna47359
OG0000229	transcript_ENSUAMT00000022595	rna37252
OG0000229	transcript_ENSUAMT00000040181	rna27782
OG0000230	transcript_ENSUAMT00000028166, transcript_ENSUAMT00000028164	rna23745
OG0000231	transcript_ENSUAMT00000028167	rna23738, rna23744
OG0000231	transcript_ENSUAMT00000014210	rna23743, rna23739
OG0000231	transcript_ENSUAMT00000006631	rna23746
OG0000232	transcript_ENSUAMT00000022478	rna48304
OG0000232	transcript_ENSUAMT00000001322	rna43742
OG0000232	transcript_ENSUAMT00000035940	rna27513
OG0000233	transcript_ENSUAMT00000017525	rna8246
OG0000233	transcript_ENSUAMT00000017531	rna8247
OG0000233	transcript_ENSUAMT00000017518	rna8244
OG0000235	transcript_ENSUAMT00000014521	rna50538, rna53892, rna50541, rna50542
OG0000235	transcript_ENSUAMT00000028753	rna50500
OG0000236	transcript_ENSUAMT00000026146	rna15819
OG0000236	transcript_ENSUAMT00000020213	rna47313
OG0000236	transcript_ENSUAMT00000037621	rna24010
OG0000237	transcript_ENSUAMT00000010751	rna53954
OG0000237	transcript_ENSUAMT00000003563	rna51975
OG0000237	transcript_ENSUAMT00000011147, transcript_ENSUAMT00000011150, transcript_ENSUAMT00000008092	rna51978
OG0000238	transcript_ENSUAMT00000023363	rna50979
OG0000238	transcript_ENSUAMT00000039693	rna17423
OG0000238	transcript_ENSUAMT00000040015	rna29729
OG0000239	transcript_ENSUAMT00000009115	rna54363, rna53862
OG0000239	transcript_ENSUAMT00000009113	rna37888
OG0000239	transcript_ENSUAMT00000009119	rna37889
OG0000240	transcript_ENSUAMT00000001439, transcript_ENSUAMT00000001663, transcript_ENSUAMT00000015102, transcript_ENSUAMT00000001681, transcript_ENSUAMT00000001457	id587066
OG0000241	transcript_ENSUAMT00000016761	rna30053
OG0000242	transcript_ENSUAMT00000028571	rna18668
OG0000242	transcript_ENSUAMT00000028535	rna53832
OG0000245	transcript_ENSUAMT00000001914	rna36145
OG0000245	transcript_ENSUAMT00000003734	rna36139
OG0000245	transcript_ENSUAMT00000003644	rna36142
OG0000246	transcript_ENSUAMT00000001934, transcript_ENSUAMT00000012107	rna626
OG0000246	transcript_ENSUAMT00000026954	rna627
OG0000246	transcript_ENSUAMT00000004259	rna624
OG0000247	transcript_ENSUAMT00000039054	rna3186
OG0000247	transcript_ENSUAMT00000022771	rna3185
OG0000247	transcript_ENSUAMT00000022769	rna3184
OG0000247	transcript_ENSUAMT00000006746	rna3222
OG0000248	transcript_ENSUAMT00000041451	rna15682
OG0000250	transcript_ENSUAMT00000023824	rna320
OG0000250	transcript_ENSUAMT00000016170	rna34981
OG0000250	transcript_ENSUAMT00000028669, transcript_ENSUAMT00000005086	rna23474
OG0000251	transcript_ENSUAMT00000018577	rna3401
OG0000251	transcript_ENSUAMT00000000314	rna34651
OG0000251	transcript_ENSUAMT00000028681	rna9973
OG0000252	transcript_ENSUAMT00000017834	rna43502
OG0000252	transcript_ENSUAMT00000015966	rna37620
OG0000252	transcript_ENSUAMT00000027000	rna12775
OG0000253	transcript_ENSUAMT00000007072	rna10760
OG0000253	transcript_ENSUAMT00000037622	rna40178
OG0000253	transcript_ENSUAMT00000028043	rna48887
OG0000254	transcript_ENSUAMT00000037698	rna17280
OG0000254	transcript_ENSUAMT00000022306	rna6602
OG0000254	transcript_ENSUAMT00000040453	rna11489
OG0000255	transcript_ENSUAMT00000019147	rna40645
OG0000255	transcript_ENSUAMT00000001795	rna5551
OG0000255	transcript_ENSUAMT00000018151	rna7586
OG0000256	transcript_ENSUAMT00000032952	rna40995
OG0000256	transcript_ENSUAMT00000035785	rna5327
OG0000257	transcript_ENSUAMT00000009747	rna40404
OG0000257	transcript_ENSUAMT00000016599	rna51630
OG0000258	transcript_ENSUAMT00000016880	rna32824
OG0000258	transcript_ENSUAMT00000028001	rna44092
OG0000259	transcript_ENSUAMT00000004077	rna53745, rna53746
OG0000259	transcript_ENSUAMT00000004927, transcript_ENSUAMT00000020794	rna54302
OG0000260	transcript_ENSUAMT00000024819	rna47086
OG0000260	transcript_ENSUAMT00000024740	rna47087
OG0000260	transcript_ENSUAMT00000019727	rna33694
OG0000261	transcript_ENSUAMT00000009028	rna47001
OG0000261	transcript_ENSUAMT00000009012	rna46998
OG0000261	transcript_ENSUAMT00000009034	rna47002
OG0000262	transcript_ENSUAMT00000039139	rna43800
OG0000262	transcript_ENSUAMT00000031179	rna18230
OG0000263	transcript_ENSUAMT00000009228	rna21266
OG0000263	transcript_ENSUAMT00000009290	rna9416, rna9418
OG0000264	transcript_ENSUAMT00000018683	rna47876, rna47832
OG0000264	transcript_ENSUAMT00000006992	rna39800
OG0000264	transcript_ENSUAMT00000033178	rna30842
OG0000265	transcript_ENSUAMT00000025902, transcript_ENSUAMT00000039138	rna39777
