Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0000078	transcript_ENSUAMT00000013071	ENST00000530162.1
OG0000078	transcript_ENSUAMT00000013073	ENST00000313253.1
OG0000078	transcript_ENSUAMT00000013075	ENST00000329328.3
OG0000079	transcript_ENSUAMT00000023208, transcript_ENSUAMT00000013913, transcript_ENSUAMT00000020817, transcript_ENSUAMT00000001532, transcript_ENSUAMT00000020819, transcript_ENSUAMT00000006186, transcript_ENSUAMT00000004446	ENST00000624801.3
OG0000080	transcript_ENSUAMT00000000629	ENST00000314940.6
OG0000081	transcript_ENSUAMT00000033652	ENST00000257901.7
OG0000081	transcript_ENSUAMT00000033742, transcript_ENSUAMT00000033752, transcript_ENSUAMT00000033714	ENST00000293670.3, ENST00000327741.9
OG0000082	transcript_ENSUAMT00000023125	ENST00000331351.5
OG0000082	transcript_ENSUAMT00000002222	ENST00000261374.3
OG0000082	transcript_ENSUAMT00000027665	ENST00000454677.2
OG0000082	transcript_ENSUAMT00000035916	ENST00000466596.5
OG0000082	transcript_ENSUAMT00000023533	ENST00000284110.1
OG0000083	transcript_ENSUAMT00000011221, transcript_ENSUAMT00000000810, transcript_ENSUAMT00000010886, transcript_ENSUAMT00000010887, transcript_ENSUAMT00000003475, transcript_ENSUAMT00000001343, transcript_ENSUAMT00000032372	ENST00000329564.6
OG0000083	transcript_ENSUAMT00000015453, transcript_ENSUAMT00000024460	ENST00000316650.5
OG0000083	transcript_ENSUAMT00000024456, transcript_ENSUAMT00000001048	ENST00000330728.4, ENST00000532411.2
OG0000084	transcript_ENSUAMT00000004232, transcript_ENSUAMT00000004624	ENST00000313264.5
OG0000084	transcript_ENSUAMT00000007088, transcript_ENSUAMT00000001866, transcript_ENSUAMT00000005285, transcript_ENSUAMT00000003765, transcript_ENSUAMT00000004210, transcript_ENSUAMT00000004212	ENST00000303059.3, ENST00000313033.3
OG0000085	transcript_ENSUAMT00000009539, transcript_ENSUAMT00000003337, transcript_ENSUAMT00000009535, transcript_ENSUAMT00000009531, transcript_ENSUAMT00000004358, transcript_ENSUAMT00000012653	ENST00000315683.1
OG0000086	transcript_ENSUAMT00000000792	ENST00000370456.4
OG0000086	transcript_ENSUAMT00000018999	ENST00000370481.8, ENST00000370473.4, ENST00000464839.5
OG0000087	transcript_ENSUAMT00000026358	ENST00000594154.5
OG0000087	transcript_ENSUAMT00000026359	ENST00000293471.10
OG0000087	transcript_ENSUAMT00000026357	ENST00000270649.10
OG0000087	transcript_ENSUAMT00000026355	ENST00000594083.5
OG0000087	transcript_ENSUAMT00000012621	ENST00000354957.7
OG0000088	transcript_ENSUAMT00000017636	ENST00000281456.10
OG0000088	transcript_ENSUAMT00000021183	ENST00000317881.8
OG0000089	transcript_ENSUAMT00000026600	ENST00000334701.11
OG0000089	transcript_ENSUAMT00000023695	ENST00000620073.4
OG0000092	transcript_ENSUAMT00000023475	ENST00000398776.1
OG0000092	transcript_ENSUAMT00000017778	ENST00000533820.5
OG0000092	transcript_ENSUAMT00000031065	ENST00000366872.9
OG0000092	transcript_ENSUAMT00000000684	ENST00000295006.5
OG0000092	transcript_ENSUAMT00000003172	ENST00000271971.6
OG0000093	transcript_ENSUAMT00000024947	ENST00000337537.7
OG0000093	transcript_ENSUAMT00000022790	ENST00000261461.6
OG0000093	transcript_ENSUAMT00000017111	ENST00000164133.6
OG0000093	transcript_ENSUAMT00000024748	ENST00000485511.5
OG0000093	transcript_ENSUAMT00000026839	ENST00000422945.6
OG0000094	transcript_ENSUAMT00000028340	ENST00000453673.3, ENST00000448155.2, ENST00000498574.1, ENST00000509129.1, ENST00000465170.1, ENST00000390265.2, ENST00000473726.1, ENST00000498435.1, ENST00000390278.3, ENST00000468879.1, ENST00000471857.2, ENST00000495489.1, ENST00000611391.1, ENST00000493819.1, ENST00000483379.1, ENST00000490686.1, ENST00000464162.1, ENST00000377032.5, ENST00000480492.1, ENST00000479981.1, ENST00000492446.1, ENST00000496168.1
OG0000096	transcript_ENSUAMT00000030019	ENST00000297268.10
OG0000096	transcript_ENSUAMT00000008407	ENST00000374866.7
OG0000096	transcript_ENSUAMT00000008420	ENST00000304636.7
OG0000097	transcript_ENSUAMT00000035055	ENST00000234590.8
OG0000097	transcript_ENSUAMT00000002419	ENST00000323997.10
OG0000097	transcript_ENSUAMT00000039473	ENST00000541477.5
OG0000099	transcript_ENSUAMT00000003470, transcript_ENSUAMT00000020375	ENST00000434551.2
OG0000099	transcript_ENSUAMT00000012301, transcript_ENSUAMT00000004608	ENST00000275198.1
OG0000101	transcript_ENSUAMT00000025161	ENST00000255136.7
OG0000101	transcript_ENSUAMT00000035593	ENST00000318607.9
OG0000101	transcript_ENSUAMT00000000308	ENST00000372858.7
OG0000102	transcript_ENSUAMT00000022460, transcript_ENSUAMT00000032556, transcript_ENSUAMT00000020950, transcript_ENSUAMT00000002660, transcript_ENSUAMT00000024530, transcript_ENSUAMT00000029305, transcript_ENSUAMT00000027566, transcript_ENSUAMT00000007119, transcript_ENSUAMT00000004376	ENST00000359202.4
OG0000103	transcript_ENSUAMT00000011200	ENST00000638159.1
OG0000103	transcript_ENSUAMT00000034550	ENST00000507069.5
OG0000103	transcript_ENSUAMT00000011204	ENST00000274545.9
OG0000103	transcript_ENSUAMT00000040891	ENST00000370314.8
OG0000104	transcript_ENSUAMT00000031706	ENST00000254488.6
OG0000104	transcript_ENSUAMT00000013654	ENST00000397296.6
OG0000104	transcript_ENSUAMT00000013823	ENST00000343164.8
OG0000104	transcript_ENSUAMT00000031724	ENST00000613060.4
OG0000107	transcript_ENSUAMT00000002651, transcript_ENSUAMT00000002310, transcript_ENSUAMT00000032635	ENST00000229239.9
OG0000108	transcript_ENSUAMT00000041712	ENST00000329841.9
OG0000108	transcript_ENSUAMT00000006394	ENST00000377698.3
OG0000109	transcript_ENSUAMT00000024555	ENST00000510515.5
OG0000109	transcript_ENSUAMT00000041705	ENST00000343984.5
OG0000109	transcript_ENSUAMT00000038024	ENST00000378719.6
OG0000109	transcript_ENSUAMT00000019583	ENST00000356688.8
OG0000110	transcript_ENSUAMT00000023231	ENST00000304218.5
OG0000110	transcript_ENSUAMT00000007149	ENST00000331442.4
OG0000110	transcript_ENSUAMT00000015996	ENST00000343677.3, ENST00000244573.4
OG0000111	transcript_ENSUAMT00000010250	ENST00000232564.7
OG0000111	transcript_ENSUAMT00000000089	ENST00000303210.8
OG0000111	transcript_ENSUAMT00000034898, transcript_ENSUAMT00000039442	ENST00000229264.7
OG0000112	transcript_ENSUAMT00000016664, transcript_ENSUAMT00000001156, transcript_ENSUAMT00000003371, transcript_ENSUAMT00000003372, transcript_ENSUAMT00000001168, transcript_ENSUAMT00000008207, transcript_ENSUAMT00000005272	ENST00000357366.3
OG0000114	transcript_ENSUAMT00000010945	ENST00000373193.7
OG0000115	transcript_ENSUAMT00000012493	ENST00000374736.7
OG0000115	transcript_ENSUAMT00000032793	ENST00000614293.4
OG0000115	transcript_ENSUAMT00000011003	ENST00000263094.10
OG0000115	transcript_ENSUAMT00000040503	ENST00000370225.3
OG0000116	transcript_ENSUAMT00000011616	ENST00000556626.5
OG0000116	transcript_ENSUAMT00000020090	ENST00000533211.5
OG0000116	transcript_ENSUAMT00000009238	ENST00000615901.4
OG0000116	transcript_ENSUAMT00000041820	ENST00000392025.5
OG0000117	transcript_ENSUAMT00000005668	ENST00000284856.3
OG0000117	transcript_ENSUAMT00000025859	ENST00000289373.4, ENST00000419165.5, ENST00000233143.5
OG0000118	transcript_ENSUAMT00000005023, transcript_ENSUAMT00000006686	ENST00000545221.1
OG0000118	transcript_ENSUAMT00000020509	ENST00000268912.5
OG0000119	transcript_ENSUAMT00000005421, transcript_ENSUAMT00000005418, transcript_ENSUAMT00000001031, transcript_ENSUAMT00000012829	ENST00000321255.1
OG0000120	transcript_ENSUAMT00000001863, transcript_ENSUAMT00000033591, transcript_ENSUAMT00000001845	ENST00000408891.2, ENST00000291231.1
OG0000120	transcript_ENSUAMT00000001858, transcript_ENSUAMT00000001852	ENST00000615105.1
OG0000122	transcript_ENSUAMT00000035130	ENST00000395248.5
OG0000122	transcript_ENSUAMT00000020077	ENST00000395321.6
OG0000123	transcript_ENSUAMT00000030791	ENST00000354650.7
OG0000123	transcript_ENSUAMT00000012152	ENST00000374005.7
OG0000123	transcript_ENSUAMT00000033634	ENST00000373558.2
OG0000123	transcript_ENSUAMT00000002992	ENST00000577961.5
OG0000124	transcript_ENSUAMT00000030940	ENST00000329654.8
OG0000124	transcript_ENSUAMT00000034755	ENST00000340635.10
OG0000124	transcript_ENSUAMT00000040234	ENST00000355502.7
OG0000124	transcript_ENSUAMT00000026612	ENST00000380702.6
OG0000125	transcript_ENSUAMT00000030795	ENST00000252699.6
OG0000125	transcript_ENSUAMT00000015000	ENST00000538545.6
OG0000125	transcript_ENSUAMT00000020920	ENST00000502692.5
OG0000125	transcript_ENSUAMT00000025398	ENST00000542672.5
OG0000126	transcript_ENSUAMT00000029961	ENST00000560611.5
OG0000126	transcript_ENSUAMT00000028931	ENST00000422611.6
OG0000126	transcript_ENSUAMT00000040696	ENST00000454036.6
OG0000126	transcript_ENSUAMT00000022215	ENST00000264930.9
OG0000127	transcript_ENSUAMT00000020644	ENST00000358741.3
OG0000127	transcript_ENSUAMT00000020875	ENST00000575301.5
OG0000127	transcript_ENSUAMT00000039592	ENST00000457714.5
OG0000128	transcript_ENSUAMT00000027109	ENST00000232375.7
OG0000128	transcript_ENSUAMT00000025148	ENST00000640683.1
OG0000128	transcript_ENSUAMT00000030944, transcript_ENSUAMT00000022620	ENST00000367080.7
OG0000128	transcript_ENSUAMT00000023009	ENST00000375006.7
OG0000129	transcript_ENSUAMT00000012328	ENST00000278550.11
OG0000129	transcript_ENSUAMT00000035493	ENST00000422452.2
OG0000129	transcript_ENSUAMT00000037411	ENST00000518659.5
OG0000129	transcript_ENSUAMT00000018641	ENST00000511685.5
OG0000130	transcript_ENSUAMT00000010520	ENST00000261173.6
OG0000130	transcript_ENSUAMT00000036014	ENST00000352432.8
OG0000130	transcript_ENSUAMT00000041074	ENST00000349466.6
OG0000130	transcript_ENSUAMT00000008303	ENST00000357681.9
OG0000131	transcript_ENSUAMT00000005201, transcript_ENSUAMT00000006106, transcript_ENSUAMT00000003924	ENST00000390436.2, ENST00000390439.2, ENST00000390427.3
OG0000132	transcript_ENSUAMT00000018735, transcript_ENSUAMT00000018453, transcript_ENSUAMT00000027026, transcript_ENSUAMT00000006521, transcript_ENSUAMT00000006670	ENST00000301732.9
OG0000134	transcript_ENSUAMT00000000982, transcript_ENSUAMT00000007101	ENST00000390313.2, ENST00000390308.2, ENST00000390316.2
OG0000134	transcript_ENSUAMT00000021668, transcript_ENSUAMT00000021667	ENST00000390311.2, ENST00000390305.2, ENST00000390304.2, ENST00000390315.2, ENST00000390307.2, ENST00000390303.3, ENST00000390309.2
OG0000134	transcript_ENSUAMT00000001324	ENST00000390319.2
OG0000135	transcript_ENSUAMT00000024075	ENST00000291295.13
OG0000135	transcript_ENSUAMT00000039663	ENST00000447653.7, ENST00000409563.5
OG0000136	transcript_ENSUAMT00000016482	ENST00000531382.5
OG0000136	transcript_ENSUAMT00000013089	ENST00000510118.5
OG0000136	transcript_ENSUAMT00000027899	ENST00000620340.4
OG0000136	transcript_ENSUAMT00000033995	ENST00000379565.7
OG0000137	transcript_ENSUAMT00000039853	ENST00000373204.5
OG0000137	transcript_ENSUAMT00000014794	ENST00000220592.9
OG0000137	transcript_ENSUAMT00000039854	ENST00000373210.3
OG0000137	transcript_ENSUAMT00000039794	ENST00000373191.8
OG0000138	transcript_ENSUAMT00000020795	ENST00000317370.12
OG0000138	transcript_ENSUAMT00000004521	ENST00000539924.5, ENST00000075120.11
OG0000138	transcript_ENSUAMT00000000329	ENST00000426263.7
OG0000139	transcript_ENSUAMT00000013515	ENST00000636699.1
OG0000139	transcript_ENSUAMT00000025625	ENST00000297668.10, ENST00000377561.6
OG0000139	transcript_ENSUAMT00000015945	ENST00000563764.2, ENST00000476707.1, ENST00000431078.1
OG0000140	transcript_ENSUAMT00000016434	ENST00000333538.9
OG0000140	transcript_ENSUAMT00000034541	ENST00000328957.12
OG0000140	transcript_ENSUAMT00000035171	ENST00000252318.6
OG0000140	transcript_ENSUAMT00000008638	ENST00000227756.4
OG0000141	transcript_ENSUAMT00000015487, transcript_ENSUAMT00000017745, transcript_ENSUAMT00000008237, transcript_ENSUAMT00000017734, transcript_ENSUAMT00000017741, transcript_ENSUAMT00000001692, transcript_ENSUAMT00000002045, transcript_ENSUAMT00000017709, transcript_ENSUAMT00000008416, transcript_ENSUAMT00000022793	ENST00000374299.7
OG0000142	transcript_ENSUAMT00000003363	ENST00000549396.5
OG0000142	transcript_ENSUAMT00000029728	ENST00000253925.11
OG0000142	transcript_ENSUAMT00000022905	ENST00000334186.8
OG0000142	transcript_ENSUAMT00000008477	ENST00000367240.6
OG0000143	transcript_ENSUAMT00000032010	ENST00000220325.8
OG0000143	transcript_ENSUAMT00000041530	ENST00000263277.7
OG0000143	transcript_ENSUAMT00000032175	ENST00000322054.9
OG0000143	transcript_ENSUAMT00000016853	ENST00000621096.4
OG0000144	transcript_ENSUAMT00000037900	ENST00000545496.5
OG0000144	transcript_ENSUAMT00000037899	ENST00000381130.2
OG0000144	transcript_ENSUAMT00000037898	ENST00000381127.5
OG0000144	transcript_ENSUAMT00000001286	ENST00000381154.5
OG0000145	transcript_ENSUAMT00000006328	ENST00000362061.3
OG0000145	transcript_ENSUAMT00000032465	ENST00000376265.2
OG0000145	transcript_ENSUAMT00000008254	ENST00000399634.5
OG0000145	transcript_ENSUAMT00000019924	ENST00000288139.9
OG0000146	transcript_ENSUAMT00000001606	ENST00000282499.9
OG0000146	transcript_ENSUAMT00000017508	ENST00000296526.11
OG0000146	transcript_ENSUAMT00000030961	ENST00000448073.8
OG0000146	transcript_ENSUAMT00000016241	ENST00000622768.4
OG0000147	transcript_ENSUAMT00000016233	ENST00000369682.4
OG0000147	transcript_ENSUAMT00000008999	ENST00000393409.2
OG0000147	transcript_ENSUAMT00000041051	ENST00000321063.8
OG0000148	transcript_ENSUAMT00000033121	ENST00000338492.8
OG0000148	transcript_ENSUAMT00000007165	ENST00000521913.6
OG0000148	transcript_ENSUAMT00000023978	ENST00000343218.9
OG0000148	transcript_ENSUAMT00000028792	ENST00000324989.11
OG0000149	transcript_ENSUAMT00000029685	ENST00000315985.7
OG0000149	transcript_ENSUAMT00000001188	ENST00000335585.9
OG0000149	transcript_ENSUAMT00000023974	ENST00000394414.5
OG0000149	transcript_ENSUAMT00000013129	ENST00000455566.5
OG0000150	transcript_ENSUAMT00000021319	ENST00000615367.4
OG0000150	transcript_ENSUAMT00000012789	ENST00000256389.3
OG0000150	transcript_ENSUAMT00000026624	ENST00000603540.1
OG0000151	transcript_ENSUAMT00000021440	ENST00000299641.8, ENST00000603027.5
OG0000151	transcript_ENSUAMT00000034337	ENST00000296499.5
OG0000151	transcript_ENSUAMT00000036724	ENST00000261797.6
OG0000152	transcript_ENSUAMT00000028624	ENST00000425967.7
OG0000152	transcript_ENSUAMT00000025185	ENST00000457416.6
OG0000152	transcript_ENSUAMT00000041024	ENST00000292408.8
OG0000152	transcript_ENSUAMT00000012129	ENST00000340107.8
OG0000154	transcript_ENSUAMT00000013027	ENST00000446702.6
OG0000154	transcript_ENSUAMT00000028626	ENST00000528682.5
OG0000154	transcript_ENSUAMT00000032676, transcript_ENSUAMT00000024199	ENST00000418658.5
OG0000155	transcript_ENSUAMT00000038339, transcript_ENSUAMT00000016590, transcript_ENSUAMT00000038343, transcript_ENSUAMT00000038344	ENST00000429992.2, ENST00000620613.1, ENST00000390268.2, ENST00000491977.1, ENST00000462693.1, ENST00000484817.1, ENST00000474213.1, ENST00000468494.1, ENST00000482769.1, ENST00000453166.2
OG0000156	transcript_ENSUAMT00000019881, transcript_ENSUAMT00000001675, transcript_ENSUAMT00000003852, transcript_ENSUAMT00000004173	ENST00000451256.6, ENST00000319136.8, ENST00000352371.5, ENST00000349314.6
OG0000157	transcript_ENSUAMT00000022666	ENST00000335552.4
OG0000157	transcript_ENSUAMT00000022696	ENST00000306658.7
OG0000157	transcript_ENSUAMT00000022694	ENST00000301656.3
OG0000157	transcript_ENSUAMT00000022663	ENST00000312150.4
OG0000158	transcript_ENSUAMT00000039044	ENST00000368144.2
OG0000158	transcript_ENSUAMT00000039037, transcript_ENSUAMT00000039040, transcript_ENSUAMT00000039043, transcript_ENSUAMT00000039038	ENST00000368146.1
OG0000162	transcript_ENSUAMT00000034097	ENST00000375852.2
OG0000162	transcript_ENSUAMT00000022619	ENST00000259089.8
OG0000162	transcript_ENSUAMT00000020124	ENST00000333070.4
OG0000163	transcript_ENSUAMT00000030266	ENST00000373381.8
OG0000163	transcript_ENSUAMT00000023665	ENST00000297405.9
OG0000164	transcript_ENSUAMT00000041069	ENST00000265969.7
OG0000164	transcript_ENSUAMT00000021156	ENST00000477616.1
OG0000164	transcript_ENSUAMT00000036686	ENST00000469655.5
OG0000164	transcript_ENSUAMT00000038710	ENST00000549446.5
OG0000165	transcript_ENSUAMT00000025415	ENST00000367071.4
OG0000165	transcript_ENSUAMT00000004482	ENST00000368698.3
OG0000166	transcript_ENSUAMT00000028780	ENST00000358506.6
OG0000166	transcript_ENSUAMT00000015458	ENST00000340766.9
OG0000167	transcript_ENSUAMT00000001434	ENST00000361101.8
OG0000167	transcript_ENSUAMT00000034742	ENST00000248901.10
OG0000167	transcript_ENSUAMT00000034964	ENST00000396741.3
OG0000167	transcript_ENSUAMT00000022079	ENST00000427476.4
OG0000168	transcript_ENSUAMT00000011384	ENST00000395065.7
OG0000168	transcript_ENSUAMT00000002595, transcript_ENSUAMT00000015489	ENST00000537026.5, ENST00000625106.3, ENST00000604395.5
OG0000169	transcript_ENSUAMT00000019405, transcript_ENSUAMT00000007695, transcript_ENSUAMT00000007127, transcript_ENSUAMT00000035848	ENST00000222382.5, ENST00000222982.8, ENST00000611620.4, ENST00000336374.3, ENST00000336411.6
OG0000170	transcript_ENSUAMT00000041312	ENST00000274093.7
OG0000170	transcript_ENSUAMT00000011056	ENST00000455880.2
OG0000170	transcript_ENSUAMT00000026295	ENST00000372617.4
OG0000171	transcript_ENSUAMT00000024666	ENST00000377073.3
OG0000172	transcript_ENSUAMT00000017895, transcript_ENSUAMT00000026723, transcript_ENSUAMT00000026724	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5
OG0000173	transcript_ENSUAMT00000021456	ENST00000390286.3
OG0000173	transcript_ENSUAMT00000006954, transcript_ENSUAMT00000005120, transcript_ENSUAMT00000004039, transcript_ENSUAMT00000004034	ENST00000390296.2, ENST00000390293.1
OG0000174	transcript_ENSUAMT00000020104	ENST00000376537.8
OG0000174	transcript_ENSUAMT00000015944	ENST00000590536.5
OG0000174	transcript_ENSUAMT00000034366	ENST00000559929.5
OG0000175	transcript_ENSUAMT00000004913, transcript_ENSUAMT00000003104, transcript_ENSUAMT00000006255	ENST00000315915.4
OG0000175	transcript_ENSUAMT00000012288, transcript_ENSUAMT00000028406	ENST00000305051.5
OG0000176	transcript_ENSUAMT00000008601	ENST00000511664.5, ENST00000398376.7
OG0000176	transcript_ENSUAMT00000022191	ENST00000423381.5, ENST00000395749.6
OG0000177	transcript_ENSUAMT00000009006	ENST00000237500.9
OG0000177	transcript_ENSUAMT00000009007	ENST00000580887.5
OG0000177	transcript_ENSUAMT00000019015	ENST00000279022.6
OG0000178	transcript_ENSUAMT00000014857	ENST00000340802.10
OG0000178	transcript_ENSUAMT00000035952	ENST00000349048.8
OG0000178	transcript_ENSUAMT00000025190	ENST00000381125.8
OG0000179	transcript_ENSUAMT00000007725	ENST00000461153.6, ENST00000456556.5, ENST00000359901.8, ENST00000587848.2
OG0000179	transcript_ENSUAMT00000004691	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5
OG0000180	transcript_ENSUAMT00000010574	ENST00000562522.2
OG0000180	transcript_ENSUAMT00000011622	ENST00000544665.7
