Orthogroup	ursMar.longCDS.prots	ursArc.longCDS.prots
OG0000214	rna31045	rna1034
OG0000214	rna15686	rna34707
OG0000214	rna11928	rna51704, rna51738
OG0000215	rna26169	rna16178
OG0000215	rna26598	rna45861
OG0000216	rna12000	rna13768
OG0000216	rna7686	rna27134
OG0000216	rna17069	rna49031
OG0000217	rna7392	rna6045
OG0000217	rna7393	rna6035
OG0000217	rna7394	rna6034
OG0000217	rna22359	rna3774
OG0000218	rna14773	rna29555
OG0000218	rna18671	rna33386
OG0000218	rna23698	rna50770
OG0000219	rna4835	rna33476
OG0000219	rna9141	rna32421
OG0000219	rna16494	rna36077
OG0000220	rna16615	rna35887
OG0000220	rna30441	rna32707
OG0000220	rna32102	rna45152
OG0000221	rna29164	rna51916
OG0000221	rna29176, rna29174	rna54186, rna54185
OG0000222	rna20739	rna24158
OG0000222	rna24822	rna8982
OG0000222	rna28506	rna36618
OG0000223	rna17331	rna20059
OG0000223	rna17330	rna20058
OG0000223	rna22036	rna4222
OG0000224	rna10668	rna21705
OG0000224	rna8717	rna20945
OG0000224	rna33700	rna49964
OG0000225	rna23540	rna25233
OG0000225	rna10779	rna49864
OG0000225	rna21627	rna4896
OG0000226	rna11590	rna37519
OG0000226	rna11588	rna37513
OG0000226	rna34957	rna36889
OG0000227	rna14512	rna44732
OG0000227	rna32501	rna23954
OG0000227	rna19623	rna16705
OG0000228	rna16463	rna22177
OG0000228	rna18098	rna47359
OG0000229	rna24207	rna37252
OG0000229	rna641	rna8460
OG0000229	rna13242	rna27782
OG0000230	rna32891	rna23735
OG0000230	rna32892	rna23734
OG0000230	rna32886	rna23741
OG0000230	rna32887	rna23736, rna23740
OG0000230	rna32884, rna32882, rna32881	rna23745
OG0000231	rna32890	rna23738
OG0000231	rna32883	rna23744
OG0000231	rna32885	rna23743
OG0000231	rna32889	rna23739
OG0000231	rna32879	rna23746
OG0000232	rna2839	rna48304
OG0000232	rna17716	rna43742
OG0000232	rna13419	rna27513
OG0000233	rna520	rna8246
OG0000233	rna521	rna8247
OG0000233	rna519	rna8244
OG0000235	rna34824	rna50538
OG0000235	rna34823	rna53892
OG0000235	rna34821	rna50541
OG0000235	rna34817	rna50542
OG0000235	rna34847	rna50500
OG0000236	rna26411	rna15819
OG0000236	rna18062	rna47313
OG0000237	rna32408	rna53954
OG0000237	rna33112	rna51975
OG0000237	rna33109	rna51978
OG0000237	rna33111	rna51976
OG0000238	rna31154	rna50979
OG0000238	rna26954, rna29968	rna17423
OG0000238	rna14674	rna29729
OG0000239	rna2317	rna54363, rna53862
OG0000239	rna2316	rna37888
OG0000239	rna2318	rna37889
OG0000240	gene14050, gene14052, rna19067	id587066
OG0000241	rna1074	rna53561
OG0000241	rna1073	rna30053
OG0000242	rna25620	rna18664
OG0000242	rna25614	rna18668
OG0000242	rna25616	rna53832, rna18667
OG0000244	rna29862, rna34567	rna53741, rna54041, rna54295, rna53364, rna51776, rna53405, rna54478, rna54394, rna54427, rna49831, rna54422, rna53858
OG0000245	rna33728	rna36145
OG0000245	rna33730	rna36141
OG0000245	rna33729	rna36142
OG0000245	rna33731	rna36140
OG0000246	rna10135	rna626
OG0000246	rna10136	rna627
OG0000246	rna10133, rna10134	rna625
OG0000247	rna18878	rna3222
OG0000247	rna18877	rna3223
OG0000248	rna3573	rna15682
OG0000248	rna31213	rna54421, rna54420
OG0000250	rna24017	rna320
OG0000250	rna15866	rna34981
OG0000250	rna12615	rna23474
OG0000251	rna26	rna3401
OG0000251	rna15652	rna34651
OG0000251	rna9555	rna9973
OG0000252	rna30944	rna43502
OG0000252	rna11656	rna37620
OG0000252	rna11471	rna12775
OG0000253	rna1293	rna10760
OG0000253	rna31424	rna40178
OG0000253	rna16962	rna48887
OG0000254	rna27043	rna17280
OG0000254	rna6969	rna6603
OG0000254	rna3378	rna11489
OG0000255	rna29708	rna40645
OG0000255	rna11041	rna5551
OG0000255	rna4591	rna7586
OG0000256	rna8831	rna40995
OG0000257	rna27901	rna40404
OG0000257	rna32192	rna51630
OG0000258	rna28744	rna32824
OG0000258	rna3984	rna44092
OG0000259	rna33149	rna53745, rna53746
OG0000259	rna36312	rna53394
OG0000259	rna33146	rna54302
OG0000259	rna36311	rna54305
OG0000260	rna33620	rna47086
OG0000260	rna33619	rna47087
OG0000260	rna4994	rna33694
OG0000261	rna33668	rna47001
OG0000261	rna33674	rna46998
OG0000261	rna33667	rna47002
OG0000262	rna4166	rna43800
OG0000262	rna27296	rna18230
OG0000263	rna8431	rna21266
OG0000263	rna24530	rna9416
OG0000263	rna24528	rna9418
OG0000264	rna5256	rna47876, rna47832
OG0000264	rna17741	rna39800
OG0000264	rna110	rna30842
OG0000265	rna6170	rna2385
OG0000265	rna17752, rna18761	rna39777
OG0000266	rna7804	rna15062
OG0000266	rna172	rna30715
OG0000266	rna21350	rna42495
OG0000268	rna18019	rna47235
OG0000268	rna31426	rna40170
OG0000269	rna1370	rna10867
OG0000269	rna28571	rna36698
OG0000269	rna28572	rna36700
OG0000270	rna3238	rna11703
OG0000270	rna26282	rna16005
OG0000270	rna3240	rna11700
OG0000271	rna3338	rna11562
OG0000271	rna3597	rna15650
OG0000271	rna23365	rna29995
OG0000272	rna31949	rna45412
OG0000272	rna34557	rna52347
OG0000272	rna30429	rna31113
OG0000273	rna17651	rna43658
OG0000273	rna32508	rna23936
OG0000273	rna23794	rna45692
OG0000274	rna20716	rna24192
OG0000274	rna33513	rna24953
OG0000274	rna466	rna8146
OG0000275	rna552	rna8298
OG0000275	rna2908	rna48160
OG0000275	rna13117	rna27946
OG0000276	rna16374	rna22315
OG0000276	rna8019	rna27421
OG0000277	rna20503	rna31507
OG0000277	rna30959	rna43472
OG0000277	rna1839	rna25838
OG0000278	rna23197	rna25592
OG0000278	rna26733	rna52450, rna52510
OG0000278	rna34877	rna50456
OG0000279	rna29077	rna52967
OG0000279	rna29076	rna52968
OG0000280	rna27844	rna1587
OG0000280	rna8082	rna39224
OG0000280	rna20917	rna4986
OG0000281	rna15247	rna49342
OG0000281	rna15246	rna49341
OG0000281	rna15248	rna49343
OG0000281	rna15249	rna49344
OG0000282	rna8824	rna41003
OG0000282	rna14724	rna29634
OG0000282	rna27004	rna17349
OG0000283	rna14836	rna29474
OG0000283	rna28092	rna41526
OG0000283	rna5671	rna39711
OG0000284	rna18994	rna17994
OG0000284	rna18988	rna17990
OG0000284	rna18992	rna17991
OG0000284	rna18987	rna17989
OG0000285	rna15293	rna49380
OG0000285	rna15295, rna15297	rna53914
OG0000285	rna15296, rna15294, rna15298	rna53913
OG0000286	rna10409, rna10408	rna54212
OG0000287	rna25808	rna1775
OG0000287	rna32470	rna23996
OG0000287	rna32471	rna23998
OG0000288	rna33761	rna36114
OG0000288	rna33762, rna33763	rna54181, rna54180
OG0000288	rna33768, rna33756	rna36120
OG0000288	rna33774	rna36104
OG0000289	rna14280	rna26534, rna54234, rna54236, rna26533
OG0000290	rna35717	rna25432
OG0000290	rna35720	rna25430
OG0000291	rna23516	rna25180
OG0000291	rna12948	rna6908
OG0000291	rna12945	rna6905
OG0000292	rna10263	rna22426
OG0000292	rna16308, rna10264, rna32910	rna22420
OG0000292	rna32911	rna22421
OG0000297	rna15983	rna53885
OG0000298	rna29439	rna34285
OG0000298	rna15734	rna34796
OG0000298	rna8315	rna19545
OG0000299	rna10332	rna22544
OG0000299	rna34441	rna43169
OG0000299	rna21171	rna13190
OG0000300	rna34871	rna50466
OG0000300	rna21133	rna13110
OG0000300	rna12137	rna13964
OG0000301	rna34901	rna50426
OG0000301	rna21103	rna13081
OG0000301	rna26408	rna15829
OG0000302	rna21046	rna12997
OG0000302	rna30929	rna43540
OG0000302	rna16321	rna22392
OG0000303	rna1316, rna23488	rna25121
OG0000304	rna30861	rna21857
OG0000304	rna34270	rna42831
OG0000304	rna19266	rna12261
OG0000305	rna16934, rna16935	rna54294
OG0000305	rna16936	rna48858
OG0000306	rna27031	rna17299
OG0000306	rna5848	rna26806
OG0000306	rna3550	rna11258
OG0000307	rna6877	rna6764
OG0000307	rna35956	rna45570
OG0000307	rna3707	rna15512
OG0000308	rna26992	rna17373
OG0000308	rna14657	rna29765
OG0000308	rna6902	rna6728
OG0000309	rna6979	rna6593
OG0000309	rna14703	rna29657
OG0000309	rna8842	rna40975
OG0000310	rna7169	rna6365
OG0000310	rna6283	rna30299, rna2543
OG0000311	rna3350	rna11535
OG0000311	rna7229	rna6272
OG0000311	rna3348	rna11541
OG0000312	rna14633	rna29820
OG0000312	rna6012	rna2132
OG0000312	rna7446	rna5968
OG0000313	rna12449	rna24266
OG0000313	rna17478	rna20249
OG0000314	rna30468	rna32649
OG0000314	rna32114	rna45130
OG0000314	rna16614	rna35889
OG0000315	rna32856	rna50865
OG0000315	rna32860	rna50871
OG0000315	rna23660	rna54183
OG0000315	rna32825	rna54499
OG0000316	rna4149	rna43839
OG0000316	rna6826	rna29359
OG0000316	rna28336	rna15019
OG0000317	rna33355	rna15241
OG0000317	rna4128	rna43869
OG0000317	rna6809	rna29337
OG0000318	rna2366	rna37984
OG0000318	rna22270	rna3920
OG0000318	rna4059	rna43971
OG0000319	rna22306	rna3855
OG0000319	rna4039	rna44012
OG0000319	rna33403	rna30863
OG0000320	rna8985, rna32861, rna32964	rna44313, rna44314
OG0000321	rna1624	rna26108
OG0000321	rna8947	rna44367
OG0000321	rna28710	rna32755
OG0000322	rna24901	rna8852
OG0000322	rna17750	rna39779
OG0000322	rna3061	rna11963
OG0000323	rna29424	rna34297
OG0000323	rna34192	rna52577
OG0000323	rna24857	rna8901
OG0000324	rna28658	rna36824
OG0000325	rna17865	rna30490
OG0000325	rna2101	rna33196
OG0000325	rna21773	rna4656
OG0000327	rna32714	rna48048
OG0000328	rna12566	rna23405
OG0000328	rna27373	rna42035
OG0000329	rna23482	rna25113
OG0000329	rna22628	rna42088
OG0000329	rna6515	rna7421
OG0000330	rna30216	rna36392
OG0000330	rna32270	rna40595
OG0000330	rna31241	rna1190
OG0000331	rna32255	rna40621
OG0000331	rna3139	rna11857
OG0000331	rna29572	rna7273
OG0000332	rna27785	rna1502
OG0000332	rna4511	rna51119
OG0000332	rna23651	rna41642
OG0000333	rna28443	rna2905
OG0000333	rna32202	rna51642
OG0000333	rna25347	rna16474
OG0000334	rna21293	rna19429
OG0000334	rna12506	rna23301
OG0000334	rna13753	rna28457
OG0000335	rna13810	rna28366
OG0000335	rna13814	rna28364
OG0000335	rna2766	rna11078
OG0000336	rna34981	rna44641
OG0000336	rna20557	rna31411
OG0000336	rna5372	rna35294
OG0000337	rna5368	rna35299
OG0000337	rna14552	rna44691
OG0000337	rna32433	rna31802
OG0000338	rna16449	rna22205
OG0000338	rna28582	rna36716
OG0000338	rna26422	rna15801
OG0000339	rna17437	rna20198
OG0000339	rna30009	rna26151
OG0000339	rna24240	rna37318
OG0000340	rna230	rna7770
OG0000340	rna5232	rna47846, rna47805
OG0000340	rna24249	rna37329
OG0000341	rna12410	rna24342
OG0000341	rna13073	rna7073
OG0000341	rna5056	rna14563
OG0000342	rna13027	rna7008
OG0000342	rna3885	rna14426
OG0000342	rna12453	rna24261
OG0000343	rna34420	rna43118
OG0000343	rna7940	rna27316
OG0000343	rna10289	rna22472
OG0000344	rna10421	rna21380
OG0000344	rna10418	rna21377
OG0000344	rna10420	rna21379
OG0000344	rna10419	rna21378
OG0000345	rna30184	rna36336
OG0000345	rna8091	rna39235
OG0000347	rna23324	rna30046
OG0000347	rna23326	rna30045
OG0000347	rna23327	rna30043
OG0000348	rna16080	rna38182
OG0000348	rna20249	rna33920
OG0000348	rna3124	rna11883
OG0000349	rna3178, rna3176, rna33300, rna3177	rna11806, rna11805, rna54344
OG0000350	rna27107	rna17192
OG0000350	rna3366	rna11509
OG0000350	rna1023	rna30093
OG0000351	rna17576	rna43562
OG0000351	rna32529	rna23910
OG0000351	rna28785	rna26328
OG0000352	rna197	rna7714, rna53737, rna7711
OG0000352	rna196	rna43770
OG0000353	rna237	rna7780
OG0000353	rna13246	rna27775
OG0000353	rna5539	rna32007
OG0000354	rna668	rna8514
OG0000354	rna5431	rna31851
OG0000354	rna12193	rna14054
OG0000355	rna12197	rna14058
OG0000355	rna5437	rna31867
OG0000355	rna671	rna8530
OG0000356	rna18270	rna47659
OG0000356	rna28068	rna41482
OG0000357	rna17970	rna47138
OG0000357	rna11996	rna13765
OG0000357	rna7896	rna27240
OG0000358	rna17946	rna47111
OG0000358	rna7635	rna27063
OG0000358	rna27981	rna43352
OG0000359	rna23525	rna25203
OG0000359	rna28985	rna26923
OG0000359	rna13258	rna27744
OG0000360	rna19789	rna19179
OG0000360	rna37	rna3385
OG0000360	rna9547	rna9986
OG0000361	rna34376	rna43046
OG0000361	rna11730	rna37054
OG0000361	rna11729	rna37055
OG0000362	rna28745	rna32829
OG0000362	rna31898	rna45492
OG0000362	rna5315	rna35360
OG0000363	rna1219	rna10646
OG0000363	rna1221	rna10649
OG0000363	rna1220	rna10648
OG0000364	rna16536, rna16535	rna36032
OG0000364	rna16534	rna36033
OG0000365	rna28057	rna41468
OG0000365	rna801	rna30414
OG0000365	rna18233	rna47582
OG0000366	rna850	rna30333
OG0000366	rna6222	rna2459
OG0000366	rna27701	rna1384
OG0000367	rna35762	rna23834
OG0000367	rna35766	rna53849
OG0000367	rna35764	rna23837
OG0000367	rna35763	rna23835
OG0000368	rna35580	rna18168
OG0000368	rna16208	rna38372
OG0000368	rna8155	rna39355
OG0000369	rna3013	rna12038
OG0000369	rna8156	rna39358
OG0000369	rna16209	rna38377
OG0000370	rna15252	rna49347
OG0000370	rna15254	rna49350
OG0000370	rna15251	rna49346
OG0000371	rna15321	rna49398
OG0000371	rna15319	rna49396
OG0000371	rna15318	rna49395
OG0000371	rna15320	rna49397
OG0000372	rna33480	rna25020
OG0000372	rna13366	rna27598
OG0000372	rna8521	rna21136
OG0000373	rna30114	rna36230
OG0000373	rna32315, rna30112	rna36224
OG0000373	rna30113	rna36226
OG0000374	rna1522, rna1520	rna30996
OG0000375	gene24356	id581744
OG0000376	rna5977	rna2076
OG0000376	rna6186	rna2407
OG0000376	rna5975	rna2073
OG0000380	rna6164	rna2374
OG0000380	rna7395	rna6029
OG0000381	rna27430	rna28830
OG0000381	rna15551	rna34516
OG0000381	rna23932	rna435
OG0000382	rna34852	rna50495
OG0000382	rna23625	rna25384
OG0000382	rna11304	rna12507
OG0000383	rna26536	rna46780
OG0000384	rna20858	rna5094
OG0000384	rna5808	rna26871
OG0000385	rna27200	rna17068
OG0000385	rna6332	rna2643
OG0000385	rna7254	rna6259
OG0000387	rna33151	rna53452
OG0000387	rna33465	rna53738, rna53391
OG0000388	rna4270	rna50622
OG0000388	rna4269	rna50625
OG0000388	rna4259	rna50637
OG0000389	rna4238	rna50670
OG0000389	rna4255	rna50644
OG0000389	rna4239	rna50669
OG0000390	rna10173	rna9460
OG0000390	rna10172	rna9459
OG0000390	rna10174	rna9462
OG0000391	rna10252	rna53713, rna53714
OG0000391	rna19661	rna19378
OG0000392	rna33855	rna10339
OG0000392	rna24978	rna19123, rna8747
OG0000393	rna28970	rna26983
OG0000393	rna25626	rna18655
OG0000394	rna20663	rna31277
OG0000394	rna6135	rna2329
OG0000395	rna36019, rna17798	rna53115
OG0000395	rna20244	rna33926
OG0000396	rna25460	rna51829
OG0000396	rna5689	rna39696
OG0000396	rna111	rna30841
OG0000397	rna33873	rna53285
OG0000397	rna31651	rna54158
OG0000397	rna26623	rna51061
OG0000398	rna24088	rna227
OG0000398	rna22614	rna42058
OG0000398	rna4392	rna23115
OG0000399	rna32201	rna51637
OG0000399	rna1492	rna31043
OG0000400	rna18272	rna47661
OG0000401	rna14149	rna27980
OG0000401	rna32898	rna23729
OG0000401	rna32899	rna23728
OG0000402	rna14484	rna44788
OG0000402	rna35088	rna49083
OG0000402	rna27284	rna18247
OG0000403	rna14446	rna44853
OG0000403	rna26833	rna17614
OG0000403	rna19604	rna16751
OG0000404	rna20763	rna24113
OG0000404	rna31571	rna39965
OG0000405	rna34514	rna43287
OG0000405	rna20738	rna24159
OG0000405	rna28511	rna36624
OG0000406	rna14257	rna26567
OG0000406	rna17371	rna20113
OG0000406	rna32503	rna23948
OG0000407	rna34323	rna42959
OG0000407	rna11699	rna37695
OG0000408	rna28981	rna26927
OG0000408	rna13261	rna27735
OG0000409	rna18847, rna18849	rna53883
OG0000409	rna18845	rna3257
OG0000411	rna8568	rna21067, rna21068
OG0000412	rna3747	rna15442
OG0000412	rna21378	rna42456
OG0000412	rna19617	rna16716
OG0000413	rna1448	rna31098
OG0000413	rna31893	rna45501
OG0000413	rna22299	rna3875
OG0000415	rna790	rna30439
OG0000416	rna28138	rna41590
OG0000416	rna20092	rna34144
OG0000417	rna32410	rna31751
OG0000417	rna20393	rna31750
OG0000418	rna5747	rna39610
OG0000418	rna5742	rna39619
OG0000419	rna18180	rna47473
OG0000419	rna18953	rna3114
OG0000420	rna32629	rna52241
OG0000420	rna32631	rna54494
OG0000420	rna33793	rna36086
OG0000421	rna19045	rna18048
OG0000421	rna19043	rna18046
OG0000421	rna19044	rna18047
OG0000422	rna15235	rna49333
OG0000422	rna15236	rna49334
OG0000422	rna15237	rna49335
OG0000423	rna18381	rna54104, rna54106, rna54227, rna54230
OG0000424	rna30179	rna36329
OG0000424	rna30181	rna36330
OG0000424	rna30178	rna36328
OG0000425	rna35868	rna48390
OG0000425	rna35869	rna48389
OG0000425	rna35865	rna48393
OG0000426	rna12222	rna14094
OG0000426	rna6551	rna7469
OG0000426	rna23521	rna25194
OG0000427	rna30787	rna21967
OG0000427	rna30788	rna21966
OG0000427	rna30786	rna21968
OG0000428	rna34965, rna34964	id581232
OG0000428	gene24270, rna32862, rna34963	id581223
OG0000429	rna13104	rna12163
OG0000429	rna18901	rna3189
OG0000430	rna35732	rna23787
OG0000430	rna35731	rna23786
OG0000431	rna33141	rna23876
OG0000431	rna35793	rna23873
OG0000431	rna33128	rna23889
OG0000432	rna13601	rna22824
OG0000432	rna13602	rna22821
OG0000432	rna13604	rna22820
OG0000433	rna33148	rna53393
OG0000433	rna33345	rna1682
OG0000433	rna36076	rna53389
OG0000438	gene24362	id581364
OG0000440	rna14543	rna44700
OG0000441	rna7816	rna15036
OG0000442	rna20957	rna12881
OG0000442	rna26392	rna15861
OG0000442	rna34120	rna13668
OG0000443	rna26591	rna45877
OG0000443	rna28374	rna2801
OG0000443	rna129	rna30808
OG0000444	rna14189	rna17767
OG0000444	rna21419, rna19344	rna45804
OG0000445	rna7062	rna6486
OG0000445	rna2803	rna11021
OG0000445	rna32666	rna40702
OG0000446	rna10786	rna41661
OG0000446	rna18607	rna38619
OG0000447	rna35783	rna23861
OG0000448	rna30523	rna32578
OG0000449	rna29889	rna49802
OG0000449	rna4061	rna43969
OG0000451	rna34188	rna52563
OG0000452	rna24316	rna41736
OG0000452	rna34111	rna13684
OG0000453	rna10079	rna19718
OG0000453	rna10091	rna19704
OG0000453	rna10077	rna19721
OG0000454	rna22817	rna47089
OG0000454	rna22816	rna53817
OG0000454	rna22813	rna54242
OG0000455	rna2662	rna52013
OG0000455	rna2645	rna53278
OG0000456	rna33192	rna78
OG0000456	rna14925	rna46318
OG0000457	rna3031	rna12006
OG0000457	rna23763	rna39055
OG0000457	rna4603	rna7575
OG0000458	rna23657	rna41654
OG0000459	rna25297	rna49860
OG0000460	rna14576	rna44660
OG0000460	rna14578	rna44658
OG0000460	rna14575	rna44661
OG0000461	rna18081	rna47339
OG0000461	rna16451	rna22203
OG0000461	rna28533	rna36647
OG0000462	rna9919	rna14382
OG0000462	rna10752	rna21855
OG0000462	rna12409	rna24346
OG0000463	rna3471	rna11368
OG0000464	rna12368	rna24397
OG0000464	rna22050	rna4202
OG0000464	rna17287	rna20002
OG0000465	rna21408	rna53021
OG0000466	rna29813	rna17896
OG0000467	rna28994	rna26908
OG0000467	rna13308	rna27665
OG0000468	rna33839	rna10361
OG0000468	rna26233	rna16085
OG0000469	rna8677, rna23823	rna1769
OG0000470	rna29560	rna7289
OG0000471	rna26381	rna15885
OG0000471	rna34093	rna13708
OG0000472	rna31947	rna45417
OG0000472	rna2185	rna37723
OG0000472	rna21731	rna4728
OG0000474	rna22980	rna49285
OG0000474	rna22987	rna49284
OG0000474	rna22970	rna49295
OG0000474	rna22975	rna49290
OG0000475	rna32304, rna1069	rna30054, rna54309
OG0000476	rna23411, rna23410	rna54182
OG0000476	rna23409	rna29921, rna54330, rna54329
OG0000477	rna14749	rna29603
OG0000477	rna28086	rna41522
OG0000478	rna31885	rna49534
OG0000478	rna6870	rna49532
OG0000479	rna30381	rna49989
OG0000479	rna30375	rna49993
OG0000480	rna32582	rna52205
OG0000480	rna32576	rna52194
OG0000481	rna32614	rna52227
OG0000481	rna32610	rna52225
OG0000481	rna32613	rna52226
OG0000482	rna29988	rna26176
OG0000482	rna29986	rna26178
OG0000483	rna31823	rna24855
OG0000483	rna31824	rna24859
OG0000484	rna17248	rna19908
OG0000484	rna30023	rna26134
OG0000486	rna11302	rna12501
OG0000486	rna34854	rna50491
OG0000487	rna16526	rna53956
OG0000488	rna1243, rna34403	rna43093
OG0000489	rna21943	rna4372
OG0000489	rna28493	rna37359
OG0000490	rna12612	rna23468
OG0000490	rna15867	rna34983
OG0000491	rna15520	rna34470
OG0000492	rna19305	rna12330
OG0000493	rna11499	rna37367
OG0000493	rna19249	rna12234
OG0000494	rna26588	rna45880
OG0000494	rna3795	rna15386
OG0000495	rna5812	rna26867
OG0000495	rna30214	rna36388
OG0000496	rna17150	rna26737
OG0000496	rna8804	rna41043
OG0000497	rna31639	rna30628
OG0000497	rna6655	rna51600
OG0000498	rna16889	rna32594, rna35490
OG0000500	rna30519	rna32589
