hgnc_symbol	refseq_mrna	ensembl_gene_id
NT5C3A	NM_016489	ENSG00000122643
MRPL37	NM_016491	ENSG00000116221
RANGRF	NM_016492	ENSG00000108961
RNF181	NM_016494	ENSG00000168894
TBC1D7	NM_016495	ENSG00000145979
MARCHF2	NM_016496	ENSG00000099785
MRPL51	NM_016497	ENSG00000111639
PBDC1	NM_016500	ENSG00000102390
MRPL27	NM_016504	ENSG00000108826
KBTBD4	NM_016506	ENSG00000284900
KBTBD4	NM_016506	ENSG00000123444
C9orf78	NM_016520	ENSG00000136819
UBAP1	NM_016525	ENSG00000165006
KLF3	NM_016531	ENSG00000109787
INPP5K	NM_016532	ENSG00000132376
SCAND1	NM_016558	ENSG00000171222
BFAR	NM_016561	ENSG00000275618
BFAR	NM_016561	ENSG00000103429
COA4	NM_016565	ENSG00000181924
BCCIP	NM_016567	ENSG00000107949
ERGIC2	NM_016570	ENSG00000087502
GMPR2	NM_016576	ENSG00000284752
GMPR2	NM_016576	ENSG00000100938
CD320	NM_016579	ENSG00000167775
ECSIT	NM_016581	ENSG00000130159
TIMMDC1	NM_016589	ENSG00000113845
ZDHHC3	NM_016598	ENSG00000163812
ARMCX3	NM_016607	ENSG00000102401
TDP2	NM_016614	ENSG00000111802
KRCC1	NM_016618	ENSG00000172086
ZNF644	NM_016620	ENSG00000122482
MRPL35	NM_016622	ENSG00000132313
RSRC1	NM_016625	ENSG00000174891
WAC	NM_016628	ENSG00000095787
SPG21	NM_016630	ENSG00000090487
ARL6IP4	NM_016638	ENSG00000182196
MRPS30	NM_016640	ENSG00000112996
GDE1	NM_016641	ENSG00000006007
ESF1	NM_016649	ENSG00000089048
CRNKL1	NM_016652	ENSG00000101343
OGG1	NM_016827	ENSG00000114026
NUP54	NM_017426	ENSG00000138750
PTOV1	NM_017432	ENSG00000104960
CPSF2	NM_017437	ENSG00000165934
POLE3	NM_017443	ENSG00000148229
CHRAC1	NM_017444	ENSG00000104472
TMED9	NM_017510	ENSG00000184840
LEPROT	NM_017526	ENSG00000213625
BUD23	NM_017528	ENSG00000071462
CNOT11	NM_017546	ENSG00000158435
FOXRED1	NM_017547	ENSG00000110074
CDV3	NM_017548	ENSG00000091527
ZRANB1	NM_017580	ENSG00000019995
UBE2Q1	NM_017582	ENSG00000160714
TRIM44	NM_017583	ENSG00000166326
ZC3H7B	NM_017590	ENSG00000100403
MED29	NM_017592	ENSG00000063322
NKIRAS2	NM_017595	ENSG00000168256
VEZT	NM_017599	ENSG00000028203
OTUD5	NM_017602	ENSG00000068308
RNF111	NM_017610	ENSG00000157450
NSMCE4A	NM_017615	ENSG00000107672
BORCS6	NM_017622	ENSG00000196544
CNNM3	NM_017623	ENSG00000168763
DNAJB12	NM_017626	ENSG00000148719
FTSJ3	NM_017647	ENSG00000108592
DYM	NM_017653	ENSG00000141627
AFTPH	NM_017657	ENSG00000119844
GATAD2A	NM_017660	ENSG00000167491
ZNF280D	NM_017661	ENSG00000137871
ANKRD10	NM_017664	ENSG00000088448
ZCCHC10	NM_017665	ENSG00000155329
OTUB1	NM_017670	ENSG00000167770
DEF8	NM_017702	ENSG00000140995
WDR55	NM_017706	ENSG00000120314
PGPEP1	NM_017712	ENSG00000130517
ZNF3	NM_017715	ENSG00000166526
CC2D1A	NM_017721	ENSG00000288293
CC2D1A	NM_017721	ENSG00000132024
TRMT1	NM_017722	ENSG00000104907
LRRFIP2	NM_017724	ENSG00000093167
TMEM214	NM_017727	ENSG00000119777
QRICH1	NM_017730	ENSG00000198218
PIGG	NM_017733	ENSG00000174227
POMGNT1	NM_017739	ENSG00000085998
ANKHD1	NM_017747	ENSG00000131503
CWC25	NM_017748	ENSG00000276761
CWC25	NM_017748	ENSG00000273559
AMBRA1	NM_017749	ENSG00000110497
SMPD4	NM_017751	ENSG00000136699
NSUN2	NM_017755	ENSG00000037474
ALKBH5	NM_017758	ENSG00000091542
PNRC2	NM_017761	ENSG00000189266
SLC66A1	NM_017765	ENSG00000040487
LRRC40	NM_017768	ENSG00000066557
TASOR2	NM_017782	ENSG00000108021
WBP1L	NM_017787	ENSG00000166272
BTBD2	NM_017797	ENSG00000133243
YTHDF1	NM_017798	ENSG00000149658
DNAAF5	NM_017802	ENSG00000164818
OSGEP	NM_017807	ENSG00000092094
ZSCAN32	NM_017810	ENSG00000140987
UBE2R2	NM_017811	ENSG00000107341
CHCHD3	NM_017812	ENSG00000106554
BPNT2	NM_017813	ENSG00000104331
TMEM161A	NM_017814	ENSG00000064545
HAUS4	NM_017815	ENSG00000092036
TRMT10C	NM_017819	ENSG00000174173
KANSL2	NM_017822	ENSG00000139620
MARCHF5	NM_017824	ENSG00000198060
ADPRS	NM_017825	ENSG00000116863
HDHD5	NM_017829	ENSG00000069998
OCIAD1	NM_017830	ENSG00000109180
ABITRAM	NM_017832	ENSG00000119328
SLC41A3	NM_017836	ENSG00000114544
NHP2	NM_017838	ENSG00000145912
MRPL16	NM_017840	ENSG00000166902
SDHAF2	NM_017841	ENSG00000167985
SLC48A1	NM_017842	ENSG00000211584
TRNAU1AP	NM_017846	ENSG00000180098
TMEM127	NM_017849	ENSG00000135956
C1orf109	NM_017850	ENSG00000116922
TXNL4B	NM_017853	ENSG00000140830
GEMIN8	NM_017856	ENSG00000046647
UCKL1	NM_017859	ENSG00000198276
PIGX	NM_017861	ENSG00000163964
TMEM70	NM_017866	ENSG00000175606
HPF1	NM_017867	ENSG00000056050
INTS11	NM_017871	ENSG00000127054
SLC25A38	NM_017875	ENSG00000144659
NMRK1	NM_017881	ENSG00000106733
WDR13	NM_017883	ENSG00000101940
PINX1	NM_017884	ENSG00000284764
PINX1	NM_017884	ENSG00000254093
CZIB	NM_017887	ENSG00000162384
PRPF40A	NM_017892	ENSG00000196504
DDX27	NM_017895	ENSG00000124228
GID8	NM_017896	ENSG00000101193
AURKAIP1	NM_017900	ENSG00000175756
TPCN1	NM_017901	ENSG00000186815
TMCO3	NM_017905	ENSG00000150403
PAK1IP1	NM_017906	ENSG00000285226
PAK1IP1	NM_017906	ENSG00000111845
LAMTOR1	NM_017907	ENSG00000149357
ZNF446	NM_017908	ENSG00000083838
RMND1	NM_017909	ENSG00000155906
CDC37L1	NM_017913	ENSG00000106993
PIH1D1	NM_017916	ENSG00000104872
PPP2R3C	NM_017917	ENSG00000092020
STX17	NM_017919	ENSG00000136874
NPLOC4	NM_017921	ENSG00000182446
C14orf119	NM_017924	ENSG00000179933
PEX26	NM_017929	ENSG00000215193
USP47	NM_017944	ENSG00000170242
NOL8	NM_017948	ENSG00000198000
PTCD3	NM_017952	ENSG00000132300
TRMT12	NM_017956	ENSG00000183665
IWS1	NM_017969	ENSG00000163166
NRDE2	NM_017970	ENSG00000119720
MRPL20	NM_017971	ENSG00000242485
ATG16L1	NM_017974	ENSG00000281089
ATG16L1	NM_017974	ENSG00000085978
SCYL2	NM_017988	ENSG00000136021
TMEM248	NM_017994	ENSG00000106609
RNF31	NM_017999	ENSG00000285152
RNF31	NM_017999	ENSG00000092098
SAMD4B	NM_018028	ENSG00000179134
WDR6	NM_018031	ENSG00000178252
WDR70	NM_018034	ENSG00000082068
DMAC2	NM_018035	ENSG00000105341
ATG2B	NM_018036	ENSG00000066739
NSUN5	NM_018044	ENSG00000130305
BSDC1	NM_018045	ENSG00000160058
AGGF1	NM_018046	ENSG00000164252
PLEKHJ1	NM_018049	ENSG00000104886
VAC14	NM_018052	ENSG00000103043
IARS2	NM_018060	ENSG00000067704
AKIRIN2	NM_018064	ENSG00000135334
GPN2	NM_018066	ENSG00000142751
ARHGEF40	NM_018071	ENSG00000165801
YJU2	NM_018074	ENSG00000105248
RBM28	NM_018077	ENSG00000106344
WRAP53	NM_018081	ENSG00000141499
IPO9	NM_018085	ENSG00000198700
ELP3	NM_018091	ENSG00000134014
WDR74	NM_018093	ENSG00000133316
GSPT2	NM_018094	ENSG00000189369
ZDHHC4	NM_018106	ENSG00000136247
RBM23	NM_018107	ENSG00000100461
MTPAP	NM_018109	ENSG00000107951
DALRD3	NM_018114	ENSG00000178149
SDAD1	NM_018115	ENSG00000198301
POLR3E	NM_018119	ENSG00000284282
POLR3E	NM_018119	ENSG00000058600
ARMC1	NM_018120	ENSG00000104442
DARS2	NM_018122	ENSG00000117593
ARHGEF10L	NM_018125	ENSG00000074964
TMEM33	NM_018126	ENSG00000109133
ELAC2	NM_018127	ENSG00000006744
TSR1	NM_018128	ENSG00000167721
PNPO	NM_018129	ENSG00000108439
MRPS18A	NM_018135	ENSG00000096080
TBCCD1	NM_018138	ENSG00000113838
DNAAF2	NM_018139	ENSG00000165506
MRPS10	NM_018141	ENSG00000048544
INTS10	NM_018142	ENSG00000104613
RMDN3	NM_018145	ENSG00000137824
MRM3	NM_018146	ENSG00000171861
SMG8	NM_018149	ENSG00000167447
RNF220	NM_018150	ENSG00000187147
DNAJC17	NM_018163	ENSG00000104129
INTS13	NM_018164	ENSG00000064102
APPL2	NM_018171	ENSG00000136044
ATF7IP	NM_018179	ENSG00000171681
DHX32	NM_018180	ENSG00000089876
ARL8B	NM_018184	ENSG00000134108
ATAD3A	NM_018188	ENSG00000197785
NKAPD1	NM_018195	ENSG00000150776
TMLHE	NM_018196	ENSG00000185973
DNAJC11	NM_018198	ENSG00000007923
EXD2	NM_018199	ENSG00000081177
HMG20A	NM_018200	ENSG00000140382
MACO1	NM_018202	ENSG00000204178
NAXD	NM_018210	ENSG00000213995
PANK4	NM_018216	ENSG00000273494
PANK4	NM_018216	ENSG00000157881
COA1	NM_018224	ENSG00000106603
SMU1	NM_018225	ENSG00000122692
AP5M1	NM_018229	ENSG00000053770
NUP133	NM_018230	ENSG00000069248
OGFOD1	NM_018233	ENSG00000087263
CCAR1	NM_018237	ENSG00000060339
TMEM184C	NM_018241	ENSG00000164168
UQCC1	NM_018244	ENSG00000101019
CCDC25	NM_018246	ENSG00000147419
TMEM30A	NM_018247	ENSG00000112697
YY1AP1	NM_018253	ENSG00000163374
ELP2	NM_018255	ENSG00000134759
WDR12	NM_018256	ENSG00000138442
TTC17	NM_018259	ENSG00000052841
EXOC1	NM_018261	ENSG00000090989
TYW1	NM_018264	ENSG00000198874
TMEM39A	NM_018266	ENSG00000176142
WDR41	NM_018268	ENSG00000164253
ADI1	NM_018269	ENSG00000280830
ADI1	NM_018269	ENSG00000182551
TMEM19	NM_018279	ENSG00000139291
NUDT15	NM_018283	ENSG00000136159
IMP3	NM_018285	ENSG00000177971
PHF10	NM_018288	ENSG00000130024
VPS53	NM_018289	ENSG00000283883
VPS53	NM_018289	ENSG00000141252
QRSL1	NM_018292	ENSG00000130348
NGLY1	NM_018297	ENSG00000151092
UBE2W	NM_018299	ENSG00000104343
RBM41	NM_018301	ENSG00000089682
EXOC2	NM_018303	ENSG00000112685
RHOT1	NM_018307	ENSG00000126858
TBC1D23	NM_018309	ENSG00000036054
BRF2	NM_018310	ENSG00000104221
PPP6R3	NM_018312	ENSG00000110075
RNF121	NM_018320	ENSG00000137522
BRIX1	NM_018321	ENSG00000113460
DDX19A	NM_018332	ENSG00000168872
ZNF444	NM_018337	ENSG00000167685
RFK	NM_018339	ENSG00000135002
RIOK2	NM_018343	ENSG00000058729
RSAD1	NM_018346	ENSG00000136444
CMTR2	NM_018348	ENSG00000180917
ABCF3	NM_018358	ENSG00000161204
UFSP2	NM_018359	ENSG00000109775
TXLNG	NM_018360	ENSG00000086712
LIN7C	NM_018362	ENSG00000148943
BLOC1S4	NM_018366	ENSG00000186222
LMBRD1	NM_018368	ENSG00000168216
SYNJ2BP	NM_018373	ENSG00000213463
TMEM106B	NM_018374	ENSG00000106460
MINDY1	NM_018379	ENSG00000143409
WDR33	NM_018383	ENSG00000136709
LSG1	NM_018385	ENSG00000041802
PCID2	NM_018386	ENSG00000126226
ABHD10	NM_018394	ENSG00000144827
METTL2B	NM_018396	ENSG00000165055
ST7	NM_018412	ENSG00000004866
PI4K2A	NM_018425	ENSG00000155252
TMEM63B	NM_018426	ENSG00000137216
RRN3	NM_018427	ENSG00000278494
RRN3	NM_018427	ENSG00000085721
UTP6	NM_018428	ENSG00000108651
FBXO6	NM_018438	ENSG00000116663
SELENOS	NM_018445	ENSG00000131871
GLT8D1	NM_018446	ENSG00000016864
EMC3	NM_018447	ENSG00000125037
TMEM242	NM_018452	ENSG00000215712
EAPP	NM_018453	ENSG00000129518
PPP2R2D	NM_018461	ENSG00000175470
BRK1	NM_018462	ENSG00000254999
CISD1	NM_018464	ENSG00000122873
PLGRKT	NM_018465	ENSG00000107020
USE1	NM_018467	ENSG00000053501
TEX2	NM_018469	ENSG00000136478
ZC3H15	NM_018471	ENSG00000065548
ACOT13	NM_018473	ENSG00000112304
ACTR10	NM_018477	ENSG00000131966
HDAC8	NM_018486	ENSG00000147099
LRRC59	NM_018509	ENSG00000108829
GPALPP1	NM_018559	ENSG00000133114
CSGALNACT2	NM_018590	ENSG00000169826
PARL	NM_018622	ENSG00000175193
WSB2	NM_018639	ENSG00000176871
CHST12	NM_018641	ENSG00000136213
NOP10	NM_018648	ENSG00000182117
SLC35E3	NM_018656	ENSG00000175782
MYNN	NM_018657	ENSG00000085274
CMAS	NM_018686	ENSG00000111726
FAM114A2	NM_018691	ENSG00000055147
COG1	NM_018714	ENSG00000166685
RC3H2	NM_018835	ENSG00000056586
NDUFA12	NM_018838	ENSG00000184752
RAB5IF	NM_018840	ENSG00000101084
BCAP29	NM_018844	ENSG00000283852
BCAP29	NM_018844	ENSG00000075790
MKKS	NM_018848	ENSG00000125863
NANS	NM_018946	ENSG00000095380
UBB	NM_018955	ENSG00000170315
DAZAP1	NM_018959	ENSG00000071626
TERF2IP	NM_018975	ENSG00000166848
SLC38A2	NM_018976	ENSG00000134294
DNAJC10	NM_018981	ENSG00000077232
YIPF1	NM_018982	ENSG00000058799
RBM27	NM_018989	ENSG00000091009
RIN2	NM_018993	ENSG00000132669
FBXO42	NM_018994	ENSG00000037637
MRPS21	NM_018997	ENSG00000266472
FBXW5	NM_018998	ENSG00000159069
ZFAND6	NM_019006	ENSG00000086666
MIEF1	NM_019008	ENSG00000100335
TOLLIP	NM_019009	ENSG00000078902
PRMT7	NM_019023	ENSG00000132600
TMCO1	NM_019026	ENSG00000143183
DHX29	NM_019030	ENSG00000067248
EXOSC4	NM_019037	ENSG00000178896
ELP4	NM_019040	ENSG00000109911
PUS7	NM_019042	ENSG00000091127
WDR44	NM_019045	ENSG00000131725
ASNSD1	NM_019048	ENSG00000138381
MRPL50	NM_019051	ENSG00000136897
SHLD2	NM_019054	ENSG00000122376
NDUFB11	NM_019056	ENSG00000147123
TOMM7	NM_019059	ENSG00000196683
WDR5B	NM_019069	ENSG00000196981
DDX49	NM_019070	ENSG00000105671
DDX56	NM_019082	ENSG00000136271
PAF1	NM_019088	ENSG00000006712
CRLS1	NM_019095	ENSG00000088766
DMAP1	NM_019100	ENSG00000178028
ZMAT5	NM_019103	ENSG00000100319
LIN37	NM_019104	ENSG00000267796
UBFD1	NM_019116	ENSG00000103353
PPP1R37	NM_019121	ENSG00000104866
MOSPD1	NM_019556	ENSG00000101928
MTFR1L	NM_019557	ENSG00000117640
LRRC8A	NM_019594	ENSG00000136802
HNRNPH2	NM_019597	ENSG00000126945
MEPCE	NM_019606	ENSG00000146834
RBMXL1	NM_019610	ENSG00000213516
WDR45B	NM_019613	ENSG00000141580
METTL3	NM_019852	ENSG00000165819
GSK3A	NM_019884	ENSG00000105723
CHST7	NM_019886	ENSG00000147119
DIABLO	NM_019887	ENSG00000184047
POLE4	NM_019896	ENSG00000115350
KCMF1	NM_020122	ENSG00000176407
TM9SF3	NM_020123	ENSG00000077147
UBQLN4	NM_020131	ENSG00000160803
AGPAT3	NM_020132	ENSG00000160216
WRNIP1	NM_020135	ENSG00000124535
GRIPAP1	NM_020137	ENSG00000068400
TMEM167B	NM_020141	ENSG00000215717
PNO1	NM_020143	ENSG00000115946
SAR1A	NM_020150	ENSG00000079332
STARD7	NM_020151	ENSG00000084090
EMC7	NM_020154	ENSG00000134153
C1GALT1	NM_020156	ENSG00000106392
DHX33	NM_020162	ENSG00000005100
MCCC1	NM_020166	ENSG00000078070
NCLN	NM_020170	ENSG00000125912
FEM1C	NM_020177	ENSG00000145780
DUSP22	NM_020185	ENSG00000112679
HMCES	NM_020187	ENSG00000183624
CMC2	NM_020188	ENSG00000103121
ENY2	NM_020189	ENSG00000120533
MRPS22	NM_020191	ENSG00000175110
MFF	NM_020194	ENSG00000168958
SDR39U1	NM_020195	ENSG00000100445
CCDC47	NM_020198	ENSG00000108588
C5orf15	NM_020199	ENSG00000113583
NIT2	NM_020202	ENSG00000114021
RNPEP	NM_020216	ENSG00000176393
PPAN	NM_020230	ENSG00000130810
PSMG2	NM_020232	ENSG00000128789
ADPRM	NM_020233	ENSG00000170222
DTWD1	NM_020234	ENSG00000104047
MRPL1	NM_020236	ENSG00000169288
TOMM22	NM_020243	ENSG00000100216
CHPT1	NM_020244	ENSG00000111666
CTNNBIP1	NM_020248	ENSG00000178585
CCNL1	NM_020307	ENSG00000163660
VPS35L	NM_020314	ENSG00000103544
RARS2	NM_020320	ENSG00000146282
PITHD1	NM_020362	ENSG00000057757
EIF2B3	NM_020365	ENSG00000070785
UTP3	NM_020368	ENSG00000132467
TIGAR	NM_020375	ENSG00000078237
KMT5A	NM_020382	ENSG00000183955
XPNPEP1	NM_020383	ENSG00000108039
INTS12	NM_020395	ENSG00000138785
GOPC	NM_020399	ENSG00000047932
NUP107	NM_020401	ENSG00000111581
LYRM4	NM_020408	ENSG00000214113
MRPL47	NM_020409	ENSG00000136522
DDX24	NM_020414	ENSG00000273761
DDX24	NM_020414	ENSG00000089737
SCYL3	NM_020423	ENSG00000000457
LYRM1	NM_020424	ENSG00000102897
SMIM8	NM_020425	ENSG00000111850
VARS2	NM_020442	ENSG00000236178
VARS2	NM_020442	ENSG00000206476
VARS2	NM_020442	ENSG00000234032
VARS2	NM_020442	ENSG00000230985
VARS2	NM_020442	ENSG00000223494
VARS2	NM_020442	ENSG00000137411
KIAA1191	NM_020444	ENSG00000122203
SPRYD7	NM_020456	ENSG00000123178
PPP4R3B	NM_020463	ENSG00000275052
YIF1A	NM_020470	ENSG00000174851
GALNT1	NM_020474	ENSG00000141429
MCOLN1	NM_020533	ENSG00000090674
KAT14	NM_020536	ENSG00000149474
AKIP1	NM_020642	ENSG00000166452
TMEM9B	NM_020644	ENSG00000175348
MRS2	NM_020662	ENSG00000124532
RAB22A	NM_020673	ENSG00000124209
MIF4GD	NM_020679	ENSG00000125457
SCYL1	NM_020680	ENSG00000142186
ANKHD1-EIF4EBP3	NM_020690	ENSG00000254996
REXO1	NM_020695	ENSG00000079313
KIAA1143	NM_020696	ENSG00000281665
KIAA1143	NM_020696	ENSG00000163807
GATAD2B	NM_020699	ENSG00000261992
GATAD2B	NM_020699	ENSG00000143614
ISY1	NM_020701	ENSG00000240682
SCAF4	NM_020706	ENSG00000156304
LRRC47	NM_020710	ENSG00000130764
ZBTB21	NM_020727	ENSG00000173276
AARS2	NM_020745	ENSG00000124608
SERINC1	NM_020755	ENSG00000111897
NUFIP2	NM_020772	ENSG00000108256
MIB1	NM_020774	ENSG00000101752
ZNF398	NM_020781	ENSG00000197024
PDP2	NM_020786	ENSG00000172840
KLHL8	NM_020803	ENSG00000145332
GPHN	NM_020806	ENSG00000171723
CFAP97	NM_020827	ENSG00000164323
ZNF687	NM_020832	ENSG00000143373
VPS18	NM_020857	ENSG00000104142
DHX36	NM_020865	ENSG00000281763
DHX36	NM_020865	ENSG00000174953
PHF12	NM_020889	ENSG00000109118
PHRF1	NM_020901	ENSG00000274780
PHRF1	NM_020901	ENSG00000070047
RDH14	NM_020905	ENSG00000240857
ALS2	NM_020919	ENSG00000003393
CHD8	NM_020920	ENSG00000100888
KIAA1586	NM_020931	ENSG00000168116
FAM160B1	NM_020940	ENSG00000151553
CWC22	NM_020943	ENSG00000163510
GBA2	NM_020944	ENSG00000070610
DENND1A	NM_020946	ENSG00000119522
GPR107	NM_020960	ENSG00000148358
METTL14	NM_020961	ENSG00000145388
PPM1A	NM_021003	ENSG00000100614
UBC	NM_021009	ENSG00000150991
NDUFV2	NM_021074	ENSG00000178127
NMT1	NM_021079	ENSG00000136448
MTMR3	NM_021090	ENSG00000100330
MRPS12	NM_021107	ENSG00000283018
MRPS12	NM_021107	ENSG00000128626
CRY2	NM_021117	ENSG00000121671
POLR2L	NM_021128	ENSG00000177700
PPA1	NM_021129	ENSG00000180817
PTPA	NM_021131	ENSG00000119383
MRPL23	NM_021134	ENSG00000288141
MRPL23	NM_021134	ENSG00000214026
TNFAIP1	NM_021137	ENSG00000109079
XRCC5	NM_021141	ENSG00000079246
TMX4	NM_021156	ENSG00000125827
ABHD16A	NM_021160	ENSG00000231488
ABHD16A	NM_021160	ENSG00000206403
ABHD16A	NM_021160	ENSG00000224552
ABHD16A	NM_021160	ENSG00000236063
ABHD16A	NM_021160	ENSG00000230475
ABHD16A	NM_021160	ENSG00000235676
ABHD16A	NM_021160	ENSG00000204427
RBAK	NM_021163	ENSG00000146587
RAB40C	NM_021168	ENSG00000197562
CCAR2	NM_021174	ENSG00000158941
LSM2	NM_021177	ENSG00000236826
LSM2	NM_021177	ENSG00000172850
LSM2	NM_021177	ENSG00000224979
LSM2	NM_021177	ENSG00000231502
LSM2	NM_021177	ENSG00000225998
LSM2	NM_021177	ENSG00000204392
CCNB1IP1	NM_021178	ENSG00000100814
C6orf47	NM_021184	ENSG00000228177
C6orf47	NM_021184	ENSG00000226103
C6orf47	NM_021184	ENSG00000203623
C6orf47	NM_021184	ENSG00000226531
C6orf47	NM_021184	ENSG00000228435
C6orf47	NM_021184	ENSG00000235360
C6orf47	NM_021184	ENSG00000204439
ZNF410	NM_021188	ENSG00000119725
SLC30A1	NM_021194	ENSG00000170385
SRPRB	NM_021203	ENSG00000144867
ENOPH1	NM_021204	ENSG00000145293
TRAPPC1	NM_021210	ENSG00000170043
RPRD1B	NM_021215	ENSG00000101413
PRUNE1	NM_021222	ENSG00000143363
SCAF1	NM_021228	ENSG00000126461
SELENOK	NM_021237	ENSG00000113811
WIZ	NM_021241	ENSG00000011451
MID1IP1	NM_021242	ENSG00000165175
SNX6	NM_021249	ENSG00000129515
RAB18	NM_021252	ENSG00000099246
TRIM39	NM_021253	ENSG00000224994
TRIM39	NM_021253	ENSG00000206495
TRIM39	NM_021253	ENSG00000226437
TRIM39	NM_021253	ENSG00000232839
TRIM39	NM_021253	ENSG00000229929
TRIM39	NM_021253	ENSG00000230308
TRIM39	NM_021253	ENSG00000204599
CFAP298	NM_021254	ENSG00000159079
ZFYVE1	NM_021260	ENSG00000165861
PLEKHA1	NM_021622	ENSG00000107679
SENP2	NM_021627	ENSG00000163904
GPBP1L1	NM_021639	ENSG00000159592
MYG1	NM_021640	ENSG00000139637
UTP14C	NM_021645	ENSG00000253797
FAM3A	NM_021806	ENSG00000071889
EXOC4	NM_021807	ENSG00000131558
SAV1	NM_021818	ENSG00000151748
MRPS35	NM_021821	ENSG00000061794
NIF3L1	NM_021824	ENSG00000196290
FASTKD5	NM_021826	ENSG00000215251
TWNK	NM_021830	ENSG00000107815
SPCS3	NM_021928	ENSG00000129128
RINT1	NM_021930	ENSG00000135249
RIC8A	NM_021932	ENSG00000177963
MIIP	NM_021933	ENSG00000116691
ATG101	NM_021934	ENSG00000123395
EEFSEC	NM_021937	ENSG00000284869
EEFSEC	NM_021937	ENSG00000132394
SMAP1	NM_021940	ENSG00000112305
TRAPPC11	NM_021942	ENSG00000168538
ZFAND3	NM_021943	ENSG00000156639
SRR	NM_021947	ENSG00000167720
PPP1R11	NM_021959	ENSG00000236560
PPP1R11	NM_021959	ENSG00000237403
PPP1R11	NM_021959	ENSG00000233314
PPP1R11	NM_021959	ENSG00000234058
PPP1R11	NM_021959	ENSG00000206501
PPP1R11	NM_021959	ENSG00000227720
PPP1R11	NM_021959	ENSG00000237829
PPP1R11	NM_021959	ENSG00000204619
LAMTOR3	NM_021970	ENSG00000109270
POLR2F	NM_021974	ENSG00000100142
RELA	NM_021975	ENSG00000173039
RXRB	NM_021976	ENSG00000231321
RXRB	NM_021976	ENSG00000235712
RXRB	NM_021976	ENSG00000228333
RXRB	NM_021976	ENSG00000227322
RXRB	NM_021976	ENSG00000206289
RXRB	NM_021976	ENSG00000204231
SEC24A	NM_021982	ENSG00000113615
UBE2V1	NM_021988	ENSG00000244687
ZNF277	NM_021994	ENSG00000198839
ITM2B	NM_021999	ENSG00000136156
TIA1	NM_022037	ENSG00000116001
FBXW4	NM_022039	ENSG00000107829
ABHD4	NM_022060	ENSG00000100439
MRPL17	NM_022061	ENSG00000158042
FAM204A	NM_022063	ENSG00000165669
CERS2	NM_022075	ENSG00000143418
ZNF335	NM_022095	ENSG00000198026
MRPS14	NM_022100	ENSG00000120333
PCIF1	NM_022104	ENSG00000100982
DIDO1	NM_022105	ENSG00000101191
FKBPL	NM_022110	ENSG00000223666
FKBPL	NM_022110	ENSG00000224200
FKBPL	NM_022110	ENSG00000230907
FKBPL	NM_022110	ENSG00000204315
LHPP	NM_022126	ENSG00000107902
GOLPH3	NM_022130	ENSG00000113384
MAGEF1	NM_022149	ENSG00000177383
TMBIM1	NM_022152	ENSG00000135926
MRPL46	NM_022163	ENSG00000259494
XYLT2	NM_022167	ENSG00000015532
EIF4H	NM_022170	ENSG00000106682
ITGB1BP1	NM_022334	ENSG00000119185
C11orf24	NM_022338	ENSG00000171067
TOR1AIP2	NM_022347	ENSG00000169905
MMS19	NM_022362	ENSG00000155229
TFB2M	NM_022366	ENSG00000162851
TOR3A	NM_022371	ENSG00000186283
MLST8	NM_022372	ENSG00000167965
HERPUD2	NM_022373	ENSG00000122557
ATL2	NM_022374	ENSG00000119787
RNF25	NM_022453	ENSG00000163481
NSD1	NM_022455	ENSG00000165671
COP1	NM_022457	ENSG00000143207
HS1BP3	NM_022460	ENSG00000118960
AZI2	NM_022461	ENSG00000163512
SIL1	NM_022464	ENSG00000120725
ZMAT3	NM_022470	ENSG00000172667
AKTIP	NM_022476	ENSG00000166971
KLHL25	NM_022480	ENSG00000183655
GZF1	NM_022482	ENSG00000125812
TMEM168	NM_022484	ENSG00000146802
ATG3	NM_022488	ENSG00000144848
INF2	NM_022489	ENSG00000203485
POLR1E	NM_022490	ENSG00000137054
CIAO3	NM_022493	ENSG00000103245
PCNX4	NM_022495	ENSG00000126773
MRPS25	NM_022497	ENSG00000131368
VPS52	NM_022553	ENSG00000224455
VPS52	NM_022553	ENSG00000223618
VPS52	NM_022553	ENSG00000236014
VPS52	NM_022553	ENSG00000228425
VPS52	NM_022553	ENSG00000225590
VPS52	NM_022553	ENSG00000206286
VPS52	NM_022553	ENSG00000223501
VPS16	NM_022575	ENSG00000215305
SNRNP35	NM_022717	ENSG00000184209
ESS2	NM_022719	ENSG00000100056
TRMT2A	NM_022727	ENSG00000099899
COPS7B	NM_022730	ENSG00000144524
NUCKS1	NM_022731	ENSG00000069275
METTL17	NM_022734	ENSG00000165792
ACBD3	NM_022735	ENSG00000182827
PLPPR2	NM_022737	ENSG00000105520
FAM160B2	NM_022749	ENSG00000158863
ZNF574	NM_022752	ENSG00000105732
MEAF6	NM_022756	ENSG00000163875
ILRUN	NM_022758	ENSG00000196821
C11orf1	NM_022761	ENSG00000137720
RMND5B	NM_022762	ENSG00000145916
CERK	NM_022766	ENSG00000100422
RBM15	NM_022768	ENSG00000162775
TBC1D15	NM_022771	ENSG00000121749
RMND5A	NM_022780	ENSG00000153561
ARV1	NM_022786	ENSG00000173409
ELOVL1	NM_022821	ENSG00000066322
MARCHF7	NM_022826	ENSG00000136536
TUT1	NM_022830	ENSG00000149016
ARMCX5	NM_022838	ENSG00000125962
