Orthogroup	ursArc.longCDS.prots	ursAme.longCDS.prots
OG0000125	rna19645	transcript_ENSUAMT00000025398
OG0000126	rna42011	transcript_ENSUAMT00000029961
OG0000126	rna9250	transcript_ENSUAMT00000028931
OG0000126	rna19246	transcript_ENSUAMT00000040696
OG0000126	rna22607	transcript_ENSUAMT00000022215
OG0000127	rna48024	transcript_ENSUAMT00000020644
OG0000127	rna39299	transcript_ENSUAMT00000020875
OG0000127	rna1566	transcript_ENSUAMT00000039592
OG0000128	rna16114	transcript_ENSUAMT00000027109
OG0000128	rna40417	transcript_ENSUAMT00000025148
OG0000128	rna42778	transcript_ENSUAMT00000030944, transcript_ENSUAMT00000022620
OG0000128	rna52885	transcript_ENSUAMT00000023009
OG0000129	rna36432	transcript_ENSUAMT00000012328
OG0000129	rna38982	transcript_ENSUAMT00000035493
OG0000129	rna27757	transcript_ENSUAMT00000037411
OG0000129	rna24887	transcript_ENSUAMT00000018641
OG0000130	rna15169	transcript_ENSUAMT00000010520
OG0000130	rna16803	transcript_ENSUAMT00000036014
OG0000130	rna51689	transcript_ENSUAMT00000041074
OG0000130	rna42600	transcript_ENSUAMT00000008303
OG0000132	rna47722	transcript_ENSUAMT00000018735
OG0000132	rna47724	transcript_ENSUAMT00000018453
OG0000132	rna33319	transcript_ENSUAMT00000006521
OG0000132	rna33320	transcript_ENSUAMT00000006670
OG0000134	id553426	transcript_ENSUAMT00000000982, transcript_ENSUAMT00000007101
OG0000134	id583385	transcript_ENSUAMT00000021668
OG0000135	rna33218	transcript_ENSUAMT00000024075
OG0000136	rna34891	transcript_ENSUAMT00000016482
OG0000136	rna21008	transcript_ENSUAMT00000013089
OG0000136	rna42072	transcript_ENSUAMT00000027899
OG0000136	rna42151	transcript_ENSUAMT00000033995
OG0000137	rna34561	transcript_ENSUAMT00000039853
OG0000137	rna52523	transcript_ENSUAMT00000014794
OG0000137	rna34563	transcript_ENSUAMT00000039854
OG0000137	rna34554	transcript_ENSUAMT00000039794
OG0000138	rna39275	transcript_ENSUAMT00000020795
OG0000138	rna18083	transcript_ENSUAMT00000004521
OG0000138	rna13223	transcript_ENSUAMT00000000329
OG0000139	rna37514	transcript_ENSUAMT00000025625
OG0000139	rna9497, rna5125	transcript_ENSUAMT00000015945
OG0000140	rna33760	transcript_ENSUAMT00000016434
OG0000140	rna32152	transcript_ENSUAMT00000034541
OG0000140	rna18209	transcript_ENSUAMT00000035171
OG0000140	rna49058	transcript_ENSUAMT00000008638
OG0000141	rna54190, rna54192	transcript_ENSUAMT00000017741
OG0000141	rna50762	transcript_ENSUAMT00000022793
OG0000142	rna15238	transcript_ENSUAMT00000003363
OG0000142	rna45032	transcript_ENSUAMT00000029728
OG0000142	rna43865	transcript_ENSUAMT00000022905
OG0000142	rna42618	transcript_ENSUAMT00000008477
OG0000143	rna41836	transcript_ENSUAMT00000032010
OG0000143	rna43962	transcript_ENSUAMT00000041530
OG0000143	rna3772	transcript_ENSUAMT00000032175
OG0000143	rna45392	transcript_ENSUAMT00000016853
OG0000144	rna39868	transcript_ENSUAMT00000037900
OG0000144	rna39867	transcript_ENSUAMT00000037899
OG0000144	rna39866	transcript_ENSUAMT00000037898
OG0000144	rna39871	transcript_ENSUAMT00000001286
OG0000145	rna42693	transcript_ENSUAMT00000006328
OG0000145	rna30832	transcript_ENSUAMT00000032465
OG0000145	rna18336	transcript_ENSUAMT00000008254
OG0000145	rna16402	transcript_ENSUAMT00000019924
OG0000146	rna21791	transcript_ENSUAMT00000001606
OG0000146	rna14731	transcript_ENSUAMT00000017508
OG0000146	rna27617	transcript_ENSUAMT00000030961
OG0000146	rna38954	transcript_ENSUAMT00000016241
OG0000147	rna51625	transcript_ENSUAMT00000016233
OG0000147	rna16994	transcript_ENSUAMT00000008999
OG0000147	rna3002	transcript_ENSUAMT00000041051
OG0000148	rna8527	transcript_ENSUAMT00000033121
OG0000148	rna37235	transcript_ENSUAMT00000007165
OG0000148	rna14055	transcript_ENSUAMT00000023978
OG0000148	rna31855	transcript_ENSUAMT00000028792
OG0000149	rna37241	transcript_ENSUAMT00000029685
OG0000149	rna31845	transcript_ENSUAMT00000001188
OG0000149	rna14062	transcript_ENSUAMT00000023974
OG0000149	rna8507	transcript_ENSUAMT00000013129
OG0000150	rna37134	transcript_ENSUAMT00000021319
OG0000150	rna37135	transcript_ENSUAMT00000004038
OG0000150	rna37981	transcript_ENSUAMT00000012789
OG0000150	rna53835, rna53834	transcript_ENSUAMT00000026624
OG0000151	rna20217	transcript_ENSUAMT00000021440
OG0000151	rna14329	transcript_ENSUAMT00000034337
OG0000151	rna27540	transcript_ENSUAMT00000036724
OG0000152	rna24533	transcript_ENSUAMT00000028624
OG0000152	rna8342	transcript_ENSUAMT00000025185
OG0000152	rna27912	transcript_ENSUAMT00000041024
OG0000152	rna48214	transcript_ENSUAMT00000012129
OG0000154	rna16670	transcript_ENSUAMT00000013027
OG0000154	rna21035	transcript_ENSUAMT00000028626
OG0000154	rna16674	transcript_ENSUAMT00000032676, transcript_ENSUAMT00000024199
OG0000155	id587541	transcript_ENSUAMT00000016590
OG0000155	id587546	transcript_ENSUAMT00000038343, transcript_ENSUAMT00000038344
OG0000156	rna53825	transcript_ENSUAMT00000019881
OG0000156	rna14834, rna53826	transcript_ENSUAMT00000001675, transcript_ENSUAMT00000003852
OG0000157	rna30077	transcript_ENSUAMT00000022666
OG0000157	rna30073	transcript_ENSUAMT00000022696
OG0000157	rna30075	transcript_ENSUAMT00000022694
OG0000157	rna30078	transcript_ENSUAMT00000022663
OG0000158	rna49742	transcript_ENSUAMT00000039044
OG0000158	rna49746	transcript_ENSUAMT00000039037
OG0000158	rna49744	transcript_ENSUAMT00000039040
OG0000158	rna49743	transcript_ENSUAMT00000039043
OG0000158	rna49745	transcript_ENSUAMT00000039038
OG0000162	rna18783	transcript_ENSUAMT00000034097
OG0000162	rna37151	transcript_ENSUAMT00000022619
OG0000162	rna34691	transcript_ENSUAMT00000020124
OG0000163	rna34616, rna34620	transcript_ENSUAMT00000030266
OG0000163	rna34619	transcript_ENSUAMT00000027361, transcript_ENSUAMT00000022423
OG0000163	rna9861	transcript_ENSUAMT00000023665
OG0000164	rna49543	transcript_ENSUAMT00000041069
OG0000164	rna50737	transcript_ENSUAMT00000021156
OG0000164	rna46771	transcript_ENSUAMT00000036686
OG0000164	rna15308	transcript_ENSUAMT00000038710
OG0000165	rna2	transcript_ENSUAMT00000025415
OG0000165	rna47416	transcript_ENSUAMT00000004482
OG0000166	rna3733	transcript_ENSUAMT00000028780
OG0000167	rna46132	transcript_ENSUAMT00000001434
OG0000167	rna41588	transcript_ENSUAMT00000034742
OG0000167	rna34142	transcript_ENSUAMT00000034964
OG0000167	rna43928	transcript_ENSUAMT00000022079
OG0000168	rna52001	transcript_ENSUAMT00000011384
OG0000168	rna45724	transcript_ENSUAMT00000002595
OG0000169	rna53743	transcript_ENSUAMT00000019405, transcript_ENSUAMT00000007695, transcript_ENSUAMT00000007127
OG0000169	rna34048	transcript_ENSUAMT00000035848
OG0000170	rna37132	transcript_ENSUAMT00000041312
OG0000170	rna27606	transcript_ENSUAMT00000011056
OG0000170	rna52044	transcript_ENSUAMT00000026295
OG0000171	rna30719	transcript_ENSUAMT00000024666
OG0000172	rna3204	transcript_ENSUAMT00000017895
OG0000172	rna54091, rna53940	transcript_ENSUAMT00000026724
OG0000173	id578919	transcript_ENSUAMT00000005120, transcript_ENSUAMT00000004039, transcript_ENSUAMT00000004034
OG0000174	rna37035	transcript_ENSUAMT00000020104
OG0000174	rna43042	transcript_ENSUAMT00000015944
OG0000174	rna40140	transcript_ENSUAMT00000034366
OG0000175	rna54280	transcript_ENSUAMT00000004913
OG0000175	rna54284	transcript_ENSUAMT00000003104, transcript_ENSUAMT00000006255
OG0000175	rna53453	transcript_ENSUAMT00000012288
OG0000175	rna53308	transcript_ENSUAMT00000028406
OG0000176	rna14301, rna27530	transcript_ENSUAMT00000008601
OG0000176	rna20218, rna1782	transcript_ENSUAMT00000022191
OG0000177	rna10499	transcript_ENSUAMT00000009006
OG0000177	rna18981	transcript_ENSUAMT00000019015
OG0000178	rna17479	transcript_ENSUAMT00000014857
OG0000178	rna116	transcript_ENSUAMT00000035952
OG0000178	rna40368	transcript_ENSUAMT00000025190
OG0000179	rna53494, rna52934	transcript_ENSUAMT00000004691
OG0000180	rna33688	transcript_ENSUAMT00000010574
OG0000180	rna33684	transcript_ENSUAMT00000011622
OG0000180	rna33689	transcript_ENSUAMT00000010513
OG0000181	rna53153	transcript_ENSUAMT00000002069
OG0000181	rna49479	transcript_ENSUAMT00000032476
OG0000182	rna29492	transcript_ENSUAMT00000037485
OG0000182	rna29503	transcript_ENSUAMT00000016544
OG0000182	rna29497	transcript_ENSUAMT00000037481
OG0000183	rna36948	transcript_ENSUAMT00000040435, transcript_ENSUAMT00000040536
OG0000183	rna36947	transcript_ENSUAMT00000025403
OG0000183	rna36891	transcript_ENSUAMT00000002060
OG0000184	rna49381	transcript_ENSUAMT00000006332, transcript_ENSUAMT00000004248
OG0000184	rna49383	transcript_ENSUAMT00000005549
OG0000184	rna49382	transcript_ENSUAMT00000006354, transcript_ENSUAMT00000004241, transcript_ENSUAMT00000006352, transcript_ENSUAMT00000004244
OG0000185	rna49331	transcript_ENSUAMT00000028896
OG0000185	rna49332	transcript_ENSUAMT00000028895
OG0000185	rna49327, rna49329	transcript_ENSUAMT00000028897
OG0000186	rna53311	transcript_ENSUAMT00000004364
OG0000187	rna38572	transcript_ENSUAMT00000024027
OG0000187	rna38569	transcript_ENSUAMT00000024028
OG0000188	rna48348	transcript_ENSUAMT00000019253
OG0000188	rna48346	transcript_ENSUAMT00000025234
OG0000188	rna48349	transcript_ENSUAMT00000019254
OG0000188	rna48358	transcript_ENSUAMT00000017375, transcript_ENSUAMT00000017378
OG0000189	rna1455	transcript_ENSUAMT00000014382
OG0000189	rna1454	transcript_ENSUAMT00000007664
OG0000189	rna1457	transcript_ENSUAMT00000014368
OG0000189	rna1456	transcript_ENSUAMT00000014372
OG0000190	id35538	transcript_ENSUAMT00000016367
OG0000191	rna49390	transcript_ENSUAMT00000026268
OG0000191	rna49392	transcript_ENSUAMT00000026265
OG0000191	rna49389	transcript_ENSUAMT00000005568
OG0000192	rna13218	transcript_ENSUAMT00000000232
OG0000192	rna13216	transcript_ENSUAMT00000041552
OG0000192	rna13215	transcript_ENSUAMT00000036532
OG0000192	rna13217	transcript_ENSUAMT00000004213, transcript_ENSUAMT00000002966
OG0000193	rna41241	transcript_ENSUAMT00000020982
OG0000193	rna16127	transcript_ENSUAMT00000025456
OG0000193	rna46824	transcript_ENSUAMT00000031793
OG0000194	rna51645	transcript_ENSUAMT00000029395
OG0000194	rna14784	transcript_ENSUAMT00000021692
OG0000194	rna16397	transcript_ENSUAMT00000009921
OG0000195	rna32218	transcript_ENSUAMT00000040489
OG0000195	rna32217, rna32209, rna32207	transcript_ENSUAMT00000010445
OG0000196	rna34079	transcript_ENSUAMT00000005101
OG0000196	rna50589	transcript_ENSUAMT00000012615, transcript_ENSUAMT00000034086, transcript_ENSUAMT00000035126, transcript_ENSUAMT00000036172, transcript_ENSUAMT00000002541, transcript_ENSUAMT00000036173, transcript_ENSUAMT00000007578
OG0000197	rna42001	transcript_ENSUAMT00000002866
OG0000197	rna44463	transcript_ENSUAMT00000019911
OG0000197	rna19653	transcript_ENSUAMT00000013798
OG0000198	rna24890	transcript_ENSUAMT00000023714
OG0000198	rna53351, rna39804, rna54121	transcript_ENSUAMT00000013535
OG0000198	rna27762	transcript_ENSUAMT00000033881
OG0000199	rna1211	transcript_ENSUAMT00000035464
OG0000199	rna39260	transcript_ENSUAMT00000020849
OG0000199	rna48011	transcript_ENSUAMT00000027772
OG0000200	rna37244	transcript_ENSUAMT00000029680
OG0000200	rna8487	transcript_ENSUAMT00000005684
OG0000201	rna16692	transcript_ENSUAMT00000038785
OG0000201	rna17742	transcript_ENSUAMT00000002674
OG0000201	rna44724	transcript_ENSUAMT00000006397
OG0000202	rna47236	transcript_ENSUAMT00000029565
OG0000202	rna42813, rna40194	transcript_ENSUAMT00000028274
OG0000203	rna36573	transcript_ENSUAMT00000036056
OG0000203	rna53404	transcript_ENSUAMT00000036040
OG0000204	id45720	transcript_ENSUAMT00000031413
OG0000204	id45837	transcript_ENSUAMT00000038332
OG0000205	rna39319	transcript_ENSUAMT00000004425
OG0000205	rna1355	transcript_ENSUAMT00000022582
OG0000206	rna43382	transcript_ENSUAMT00000023348
OG0000206	rna43381	transcript_ENSUAMT00000023345
OG0000206	rna43379	transcript_ENSUAMT00000023324
OG0000206	rna43380	transcript_ENSUAMT00000023342
OG0000207	rna17330	transcript_ENSUAMT00000018183
OG0000207	rna4	transcript_ENSUAMT00000003231
OG0000207	rna40353	transcript_ENSUAMT00000037033
OG0000208	rna49338	transcript_ENSUAMT00000002166, transcript_ENSUAMT00000002157, transcript_ENSUAMT00000002143, transcript_ENSUAMT00000003864, transcript_ENSUAMT00000019384
OG0000209	rna49371	transcript_ENSUAMT00000012788
OG0000209	rna53735, rna53732	transcript_ENSUAMT00000035078, transcript_ENSUAMT00000002846
OG0000210	rna287	transcript_ENSUAMT00000025601
OG0000212	rna36569	transcript_ENSUAMT00000039464
OG0000213	rna33023	transcript_ENSUAMT00000031251
OG0000213	rna44072	transcript_ENSUAMT00000033691
OG0000213	rna3946	transcript_ENSUAMT00000013159
OG0000214	rna1034	transcript_ENSUAMT00000027309
OG0000214	rna34707	transcript_ENSUAMT00000022989
OG0000214	rna51704, rna51738	transcript_ENSUAMT00000017752
OG0000215	rna45861	transcript_ENSUAMT00000008857
OG0000216	rna13768	transcript_ENSUAMT00000020344
OG0000216	rna27134	transcript_ENSUAMT00000018505
OG0000216	rna49031	transcript_ENSUAMT00000032536
OG0000217	rna6045	transcript_ENSUAMT00000022165
OG0000217	rna6034	transcript_ENSUAMT00000015652
OG0000217	rna3774	transcript_ENSUAMT00000020776
OG0000218	rna29555	transcript_ENSUAMT00000028252
OG0000218	rna33386	transcript_ENSUAMT00000008700
OG0000218	rna50770	transcript_ENSUAMT00000022743
OG0000219	rna33476	transcript_ENSUAMT00000029259
OG0000219	rna32421	transcript_ENSUAMT00000014949
OG0000219	rna36077	transcript_ENSUAMT00000019845
OG0000220	rna35887	transcript_ENSUAMT00000032259
OG0000220	rna32707	transcript_ENSUAMT00000019193
OG0000220	rna45152	transcript_ENSUAMT00000007587
OG0000221	rna51916	transcript_ENSUAMT00000041555
OG0000221	rna54186, rna54185	transcript_ENSUAMT00000023764
OG0000221	rna51915	transcript_ENSUAMT00000040189
OG0000222	rna24158	transcript_ENSUAMT00000022088
OG0000222	rna8982	transcript_ENSUAMT00000024714
OG0000222	rna36618	transcript_ENSUAMT00000028723
OG0000223	rna20059	transcript_ENSUAMT00000022154
OG0000223	rna4222	transcript_ENSUAMT00000035443
OG0000224	rna21705	transcript_ENSUAMT00000007827
OG0000224	rna20945	transcript_ENSUAMT00000032879
OG0000224	rna49964	transcript_ENSUAMT00000021964
OG0000225	rna25233	transcript_ENSUAMT00000040469
OG0000225	rna49864	transcript_ENSUAMT00000001931
OG0000225	rna4896	transcript_ENSUAMT00000022223
OG0000226	rna37513	transcript_ENSUAMT00000004726
OG0000226	rna36889	transcript_ENSUAMT00000016909
OG0000227	rna44732	transcript_ENSUAMT00000033268
OG0000227	rna23954	transcript_ENSUAMT00000038440
OG0000228	rna22177	transcript_ENSUAMT00000036867
OG0000228	rna36870	transcript_ENSUAMT00000031722
OG0000228	rna47359	transcript_ENSUAMT00000024556, transcript_ENSUAMT00000035533
OG0000229	rna37252	transcript_ENSUAMT00000022595
OG0000229	rna27782	transcript_ENSUAMT00000040181
OG0000230	rna23745	transcript_ENSUAMT00000028166, transcript_ENSUAMT00000028164
OG0000231	rna23738, rna23744	transcript_ENSUAMT00000028167
OG0000231	rna23743, rna23739	transcript_ENSUAMT00000014210
OG0000231	rna23746	transcript_ENSUAMT00000006631
OG0000232	rna48304	transcript_ENSUAMT00000022478
OG0000232	rna43742	transcript_ENSUAMT00000001322
OG0000232	rna27513	transcript_ENSUAMT00000035940
OG0000233	rna8246	transcript_ENSUAMT00000017525
OG0000233	rna8247	transcript_ENSUAMT00000017531
OG0000233	rna8244	transcript_ENSUAMT00000017518
OG0000235	rna50538, rna53892, rna50541, rna50542	transcript_ENSUAMT00000014521
OG0000235	rna50500	transcript_ENSUAMT00000028753
OG0000236	rna15819	transcript_ENSUAMT00000026146
OG0000236	rna47313	transcript_ENSUAMT00000020213
OG0000236	rna24010	transcript_ENSUAMT00000037621
OG0000237	rna53954	transcript_ENSUAMT00000010751
OG0000237	rna51975	transcript_ENSUAMT00000003563
OG0000237	rna51978	transcript_ENSUAMT00000011147, transcript_ENSUAMT00000011150, transcript_ENSUAMT00000008092
OG0000238	rna50979	transcript_ENSUAMT00000023363
OG0000238	rna17423	transcript_ENSUAMT00000039693
OG0000238	rna29729	transcript_ENSUAMT00000040015
OG0000239	rna54363, rna53862	transcript_ENSUAMT00000009115
OG0000239	rna37888	transcript_ENSUAMT00000009113
OG0000239	rna37889	transcript_ENSUAMT00000009119
OG0000240	id587066	transcript_ENSUAMT00000001439, transcript_ENSUAMT00000001663, transcript_ENSUAMT00000015102, transcript_ENSUAMT00000001681, transcript_ENSUAMT00000001457
OG0000241	rna30053	transcript_ENSUAMT00000016761
OG0000242	rna18668	transcript_ENSUAMT00000028571
OG0000242	rna53832	transcript_ENSUAMT00000028535
OG0000245	rna36145	transcript_ENSUAMT00000001914
OG0000245	rna36139	transcript_ENSUAMT00000003734
OG0000245	rna36142	transcript_ENSUAMT00000003644
OG0000246	rna626	transcript_ENSUAMT00000001934, transcript_ENSUAMT00000012107
OG0000246	rna627	transcript_ENSUAMT00000026954
OG0000246	rna624	transcript_ENSUAMT00000004259
OG0000247	rna3186	transcript_ENSUAMT00000039054
OG0000247	rna3185	transcript_ENSUAMT00000022771
OG0000247	rna3184	transcript_ENSUAMT00000022769
OG0000247	rna3222	transcript_ENSUAMT00000006746
OG0000248	rna15682	transcript_ENSUAMT00000041451
OG0000250	rna320	transcript_ENSUAMT00000023824
OG0000250	rna34981	transcript_ENSUAMT00000016170
OG0000250	rna23474	transcript_ENSUAMT00000028669, transcript_ENSUAMT00000005086
OG0000251	rna3401	transcript_ENSUAMT00000018577
OG0000251	rna34651	transcript_ENSUAMT00000000314
OG0000251	rna9973	transcript_ENSUAMT00000028681
OG0000252	rna43502	transcript_ENSUAMT00000017834
OG0000252	rna37620	transcript_ENSUAMT00000015966
OG0000252	rna12775	transcript_ENSUAMT00000027000
OG0000253	rna10760	transcript_ENSUAMT00000007072
OG0000253	rna40178	transcript_ENSUAMT00000037622
OG0000253	rna48887	transcript_ENSUAMT00000028043
OG0000254	rna17280	transcript_ENSUAMT00000037698
OG0000254	rna6602	transcript_ENSUAMT00000022306
OG0000254	rna11489	transcript_ENSUAMT00000040453
OG0000255	rna40645	transcript_ENSUAMT00000019147
OG0000255	rna5551	transcript_ENSUAMT00000001795
OG0000255	rna7586	transcript_ENSUAMT00000018151
OG0000256	rna40995	transcript_ENSUAMT00000032952
OG0000256	rna5327	transcript_ENSUAMT00000035785
OG0000257	rna40404	transcript_ENSUAMT00000009747
OG0000257	rna51630	transcript_ENSUAMT00000016599
OG0000258	rna32824	transcript_ENSUAMT00000016880
OG0000258	rna44092	transcript_ENSUAMT00000028001
OG0000259	rna53745, rna53746	transcript_ENSUAMT00000004077
OG0000259	rna54302	transcript_ENSUAMT00000004927, transcript_ENSUAMT00000020794
OG0000260	rna47086	transcript_ENSUAMT00000024819
OG0000260	rna47087	transcript_ENSUAMT00000024740
OG0000260	rna33694	transcript_ENSUAMT00000019727
OG0000261	rna47001	transcript_ENSUAMT00000009028
OG0000261	rna46998	transcript_ENSUAMT00000009012
OG0000261	rna47002	transcript_ENSUAMT00000009034
OG0000262	rna43800	transcript_ENSUAMT00000039139
OG0000262	rna18230	transcript_ENSUAMT00000031179
OG0000263	rna21266	transcript_ENSUAMT00000009228
OG0000263	rna9416, rna9418	transcript_ENSUAMT00000009290
OG0000264	rna47876, rna47832	transcript_ENSUAMT00000018683
OG0000264	rna39800	transcript_ENSUAMT00000006992
OG0000264	rna30842	transcript_ENSUAMT00000033178
OG0000265	rna39777	transcript_ENSUAMT00000025902, transcript_ENSUAMT00000039138
