Orthogroup	ursArc.longCDS.prots	ailMel.longCDS.prots
OG0000127	rna39299	rna-XM_034647268.1
OG0000127	rna1566	rna-XM_034662710.1
OG0000128	rna16114	rna-XM_019806736.2
OG0000128	rna40417	rna-XM_019800849.2
OG0000128	rna42778	rna-XM_034666952.1
OG0000128	rna52885	rna-XM_034649492.1
OG0000129	rna36432	rna-XM_034666254.1
OG0000129	rna38982	rna-XM_034649058.1
OG0000129	rna27757	rna-XM_034655661.1
OG0000129	rna24887	rna-XM_034647494.1
OG0000130	rna15169	rna-XM_034644142.1
OG0000130	rna16803	rna-XM_034658770.1
OG0000130	rna51689	rna-XM_034649277.1
OG0000130	rna42600	rna-XM_034667076.1
OG0000131	id581226, id583166	id-LOC117797712
OG0000132	rna47722	rna-XM_034670576.1
OG0000132	rna47724	rna-XM_034670575.1
OG0000132	rna33321	rna-XM_034669564.1
OG0000132	rna33319	rna-XM_034669566.1
OG0000132	rna33320	rna-XM_034669565.1
OG0000135	rna33218	rna-XM_002920781.4, rna-XM_034652987.1, rna-XM_034650827.1, rna-XM_034651113.1, rna-XM_034650590.1, rna-XM_034650591.1, rna-XM_034652210.1
OG0000135	rna44019	rna-XM_034653259.1
OG0000136	rna34891	rna-XM_034647302.1
OG0000136	rna21008	rna-XM_019799101.2
OG0000136	rna42072	rna-XM_034649643.1
OG0000136	rna42151	rna-XM_034649862.1
OG0000137	rna34561	rna-XM_034649083.1
OG0000137	rna52523	rna-XM_019801180.2
OG0000137	rna34563	rna-XM_034649064.1
OG0000137	rna34554	rna-XM_019797391.2
OG0000138	rna39275	rna-XM_034647085.1
OG0000138	rna18083	rna-XM_002929153.4
OG0000138	rna13223	rna-XM_034652153.1, rna-XM_034651098.1, rna-XM_034650903.1, rna-XM_011237436.3
OG0000139	rna37514	rna-XM_034647088.1
OG0000139	rna9497	rna-XM_034638501.1
OG0000139	rna5125	rna-XM_034667672.1
OG0000140	rna33760	rna-XM_034670022.1
OG0000140	rna32152	rna-XM_034672864.1
OG0000140	rna18209	rna-XM_002920448.2
OG0000140	rna49058	rna-XM_002928032.4
OG0000141	rna48014, rna54190, rna54192, rna50762	rna-XM_002930455.4
OG0000142	rna15238	rna-XM_034643745.1
OG0000142	rna45032	rna-XM_019802748.2
OG0000142	rna43865	rna-XM_034672774.1
OG0000142	rna42618	rna-XM_034667661.1
OG0000143	rna41836	rna-XM_002913202.4
OG0000143	rna43962	rna-XM_002917884.4
OG0000143	rna3772	rna-XM_011234499.3
OG0000143	rna45392	rna-XM_011221616.3
OG0000144	rna39868	rna-XM_034649360.1
OG0000144	rna39867	rna-XM_034649880.1
OG0000144	rna39866	rna-XM_034649881.1
OG0000144	rna39871	rna-XM_034649354.1
OG0000145	rna42693	rna-XM_019794519.2
OG0000145	rna30832	rna-XM_002917747.4
OG0000145	rna18336	rna-XM_019793444.2
OG0000145	rna16402	rna-XM_034658480.1
OG0000146	rna21791	rna-XM_034665671.1
OG0000146	rna14731	rna-XM_034661467.1
OG0000146	rna27617	rna-XM_002923596.4
OG0000146	rna38954	rna-XM_034649234.1
OG0000147	rna51625	rna-XM_034649273.1
OG0000147	rna16994	rna-XM_034657257.1
OG0000147	rna25454	rna-XM_011233642.3
OG0000147	rna3002	rna-XM_034672299.1
OG0000148	rna8527	rna-XM_002915801.4
OG0000148	rna37235	rna-XM_019794340.2
OG0000148	rna14055	rna-XM_011232902.3
OG0000148	rna31855	rna-XM_034672142.1
OG0000149	rna37241	rna-XM_034661231.1
OG0000149	rna31845	rna-XM_002924149.4
OG0000149	rna14062	rna-XM_034656220.1
OG0000149	rna8507	rna-XM_034663452.1
OG0000150	rna37134	rna-XM_011229173.3
OG0000150	rna37135	rna-XM_002930892.2
OG0000150	rna37981	rna-XM_002931209.4
OG0000150	rna53835, rna53834	rna-XM_002931292.4
OG0000151	rna20217	rna-XM_002920394.4
OG0000151	rna14318	rna-XM_034671694.1
OG0000151	rna14329	rna-XM_034671406.1
OG0000151	rna27540	rna-XM_002918140.4
OG0000152	rna24533	rna-XM_034647457.1
OG0000152	rna8342	rna-XM_034663629.1
OG0000152	rna27912	rna-XM_034656678.1
OG0000152	rna48214	rna-XM_034672218.1
OG0000154	rna16670	rna-XM_011220649.3
OG0000154	rna21035	rna-XM_034666129.1
OG0000154	rna16666	rna-XM_034658650.1
OG0000154	rna16674	rna-XM_034658663.1
OG0000155	id587541	id-LOC117800798, id-LOC117800782
OG0000156	rna53825	rna-XM_034651642.1
OG0000156	rna14834, rna53826	rna-XM_034651723.1, rna-XM_034643943.1
OG0000157	rna30077	rna-XM_034641250.1
OG0000157	rna30073	rna-XM_034641315.1
OG0000157	rna30075	rna-XM_002924942.4
OG0000157	rna30078	rna-XM_019805635.2
OG0000158	rna49742	rna-XM_011234800.3
OG0000158	rna49746	rna-XM_002927264.2
OG0000158	rna49743	rna-XM_034667676.1
OG0000158	rna49745	rna-XM_034667677.1
OG0000162	rna18783	rna-XM_011223725.3
OG0000162	rna37151	rna-XM_034661363.1
OG0000162	rna34691	rna-XM_019802460.2
OG0000162	rna34336	rna-XM_002924109.4
OG0000163	rna34616, rna34620	rna-XM_034645185.1
OG0000163	rna24784	rna-XM_034647758.1
OG0000163	rna9861	rna-XM_034668518.1
OG0000164	rna49543	rna-XM_002928762.4
OG0000164	rna46771	rna-XM_034654056.1
OG0000164	rna15308	rna-XM_034644201.1
OG0000165	rna2	rna-XM_034654082.1
OG0000165	rna47416	rna-XM_011229039.3
OG0000165	rna48072	rna-XM_034672155.1
OG0000165	rna48868	rna-XM_034654299.1
OG0000166	rna3733	rna-XM_034659708.1, rna-XM_034650653.1
OG0000166	rna32446	rna-XM_034637888.1
OG0000166	rna45140	rna-XM_002921278.4
OG0000167	rna46132	rna-XM_011223856.3
OG0000167	rna41588	rna-XM_034643487.1
OG0000167	rna34142	rna-XM_019796678.2
OG0000167	rna43928	rna-XM_034638522.1
OG0000168	rna52001	rna-XM_034653583.1
OG0000168	rna45724	rna-XM_034653558.1
OG0000169	rna34049	rna-XM_034669529.1
OG0000169	rna53743	rna-XM_034650548.1, rna-XM_034650408.1, rna-XM_034651487.1
OG0000170	rna37132	rna-XM_002922632.3
OG0000170	rna27606	rna-XM_011226890.2
OG0000170	rna39742	rna-XM_002925346.3
OG0000170	rna52044	rna-XM_002925922.3
OG0000171	rna30719	rna-XM_019798119.2
OG0000171	rna19670	rna-XM_019794011.2
OG0000172	rna3204	rna-XM_019804772.2
OG0000172	rna54091, rna53940, rna53943, rna54100	rna-XM_034652230.1, rna-XM_034651936.1
OG0000173	id578919, rna52971	id-LOC109488500
OG0000174	rna37035	rna-XM_002927980.4
OG0000174	rna37028	rna-XM_034647083.1
OG0000174	rna43042	rna-XM_034657461.1
OG0000174	rna40140	rna-XM_034660739.1
OG0000175	rna54280, rna54284	rna-XM_034650240.1
OG0000175	rna53453, rna53308	rna-XM_034660155.1, rna-XM_034653432.1
OG0000176	rna14301	rna-XM_019803409.2
OG0000176	rna27530	rna-XM_034656874.1
OG0000176	rna20218	rna-XM_034662704.1
OG0000176	rna1782	rna-XM_034664942.1
OG0000177	rna10499	rna-XM_034642232.1
OG0000177	rna18981	rna-XM_002916419.3
OG0000178	rna17479	rna-XM_019800807.2
OG0000178	rna116	rna-XM_034654791.1
OG0000178	rna40368	rna-XM_034644089.1
OG0000179	rna53494, rna52934	rna-XM_034644369.1
OG0000179	rna52932	rna-XM_034651598.1
OG0000179	rna53712, rna45631	rna-XM_034651604.1
OG0000180	rna33688	rna-XM_034670075.1, rna-XM_002924749.4
OG0000180	rna33684	rna-XM_034669549.1
OG0000180	rna33689	rna-XM_034670914.1, rna-XM_034669548.1, rna-XM_034652525.1
OG0000181	rna53153	rna-XM_034651846.1, rna-XM_034651938.1
OG0000181	rna49479	rna-XM_034644998.1
OG0000182	rna29492	rna-XM_034641182.1
OG0000182	rna29491	rna-XM_034640714.1
OG0000182	rna29503	rna-XM_011232843.3
OG0000182	rna29497	rna-XM_034641179.1
OG0000183	rna36948	rna-XM_034647078.1
OG0000183	rna36947	rna-XM_011226331.3
OG0000183	rna36891	rna-XM_002930210.4
OG0000184	rna49381	rna-XM_011234355.3
OG0000184	rna49383	rna-XM_002926860.4
OG0000184	rna49382	rna-XM_002926892.3, rna-XM_002926891.3
OG0000185	rna49330	rna-XM_002930041.2
OG0000185	rna49331	rna-XM_011216737.2
OG0000185	rna49332	rna-XM_011216740.1
OG0000185	rna49327	rna-XM_002930039.4
OG0000185	rna49329	rna-XM_002930040.4
OG0000186	rna53311, rna53303	rna-XM_002930909.4
OG0000186	rna53812	rna-XM_034653411.1, rna-XM_034653437.1
OG0000187	rna38572	rna-XM_002929071.4
OG0000187	rna38569	rna-XM_034670298.1
OG0000187	rna33285	rna-XM_034669567.1
OG0000187	rna33286	rna-XM_019808303.2
OG0000188	rna48348	rna-XM_002924991.2
OG0000188	rna48346	rna-XM_002924967.2
OG0000188	rna48349	rna-XM_002924990.1
OG0000189	rna1455	rna-XM_034672212.1
OG0000189	rna1454	rna-XM_002915691.2
OG0000189	rna1457	rna-XM_034672293.1
OG0000189	rna1456	rna-XM_002915695.4
OG0000190	id35538	id-LOC117797080
OG0000191	rna49390	rna-XM_002922679.1
OG0000191	rna49392	rna-XM_002922681.3
OG0000191	rna49389	rna-XM_034644898.1, rna-XM_034651891.1, rna-XM_034651918.1, rna-XM_002922678.4
OG0000192	rna13218	rna-XM_002929412.4
OG0000192	rna13216	rna-XM_002930965.1
OG0000192	rna13215	rna-XM_002925572.3
OG0000192	rna13217	rna-XM_034654214.1, rna-XM_034654320.1
OG0000193	rna41241	rna-XM_034643694.1, rna-XM_034653091.1
OG0000193	rna16127	rna-XM_034658269.1
OG0000193	rna46824	rna-XM_034654027.1
OG0000194	rna51645	rna-XM_011236732.3
OG0000194	rna14784	rna-XM_002927811.3
OG0000194	rna16397	rna-XM_034651242.1, rna-XM_002918964.4
OG0000195	rna32218	rna-XM_034637910.1
OG0000195	rna32220	rna-XM_034637932.1
OG0000195	rna32217	rna-XM_034637908.1
OG0000195	rna32209, rna32207	rna-XM_034639208.1
OG0000196	rna50589	rna-XM_034639078.1
OG0000197	rna42001	rna-XM_034661206.1
OG0000197	rna44463	rna-XM_034639016.1
OG0000197	rna19653	rna-XM_034663566.1
OG0000198	rna24890	rna-XM_034647701.1
OG0000198	rna53351, rna39804, rna54121	rna-XM_034648887.1
OG0000198	rna27762	rna-XM_034656758.1
OG0000199	rna1211	rna-XM_034660398.1
OG0000199	rna39260	rna-XM_034647191.1
OG0000199	rna48011	rna-XM_019798334.2
OG0000200	rna37244	rna-XM_002914426.4
OG0000200	rna18639	rna-XM_034641602.1
OG0000200	rna27693	rna-XM_011219330.3
OG0000200	rna8487	rna-XM_034652194.1, rna-XM_011229350.3
OG0000201	rna16692	rna-XM_019800455.2
OG0000201	rna17742	rna-XM_034646080.1
OG0000201	rna44724	rna-XM_034660564.1
OG0000202	rna47236	rna-XM_034667487.1
OG0000202	rna23000	rna-XM_002919635.4
OG0000202	rna42813	rna-XM_034659995.1
OG0000202	rna40194	rna-XM_034661692.1
OG0000203	rna36573	rna-XM_034661712.1
OG0000203	rna54430	rna-XM_034650535.1, rna-XM_034650498.1
OG0000203	rna49840	rna-XM_034661711.1, rna-XM_034650492.1, rna-XM_034650831.1
OG0000203	rna53404	rna-XM_034650486.1, rna-XM_034650496.1
OG0000204	id45720	id-LOC100481011, rna-XM_034652383.1
OG0000204	id45837	id-LOC117802009
OG0000205	rna39319	rna-XM_034650631.1, rna-XM_034652534.1, rna-XM_034652288.1, rna-XM_034652726.1
OG0000205	rna1355	rna-XM_034652318.1, rna-XM_034652575.1, rna-XM_034651882.1, rna-XM_034651747.1, rna-XM_019794761.2
OG0000206	rna43382	rna-XM_034657725.1
OG0000206	rna43381	rna-XM_002931205.4
OG0000206	rna43379	rna-XM_002921914.4
OG0000206	rna43380	rna-XM_034660032.1
OG0000207	rna17330	rna-XM_034645522.1
OG0000207	rna4	rna-XM_034654093.1
OG0000207	rna40353	rna-XM_034644335.1
OG0000208	rna53922	rna-XM_011216738.3
OG0000208	rna49338	rna-XM_034646528.1, rna-XM_034646537.1, rna-XM_002930049.2
OG0000209	rna49371	rna-XM_002926858.4
OG0000209	rna49362	rna-XM_002926854.2, rna-XM_002926855.2
OG0000209	rna53735, rna53732	rna-XM_019807642.2
OG0000210	rna287	rna-XM_034655704.1
OG0000210	rna289	rna-XM_002917066.4
OG0000210	rna290	rna-XM_011222090.3
OG0000211	rna23898, rna53816, rna53813, rna53894, rna53893, rna23897, rna23893, rna23895, rna23896, rna23891, rna23901, rna23902, rna23894, rna23899, rna23900, rna54143, rna54142	rna-XM_011217934.2
OG0000213	rna33023	rna-XM_034642088.1
OG0000213	rna44072	rna-XM_019809255.2
OG0000213	rna3946	rna-XM_011235551.3
OG0000214	rna1034	rna-XM_034670442.1
OG0000214	rna34707	rna-XM_034648312.1
OG0000214	rna51704, rna51738	rna-XM_034669031.1
OG0000215	rna3498	rna-XM_011219432.3
OG0000215	rna16178	rna-XM_034650858.1, rna-XM_002920545.4
OG0000215	rna45861	rna-XM_034654109.1
OG0000216	rna13768	rna-XM_002917214.3
OG0000216	rna27134	rna-XM_034667911.1
OG0000216	rna49031	rna-XM_034642864.1
OG0000217	rna6045	rna-XM_034654925.1
OG0000217	rna6035	rna-XM_034641094.1
OG0000217	rna6034	rna-XM_002915840.4
OG0000217	rna3774	rna-XM_019807760.2
OG0000218	rna29555	rna-XM_002921719.4
OG0000218	rna33386	rna-XM_034670243.1
OG0000218	rna50770	rna-XM_034672372.1
OG0000219	rna33476	rna-XM_002927328.4
OG0000219	rna32421	rna-XM_019800487.2
OG0000219	rna36077	rna-XM_034640863.1
OG0000220	rna35887	rna-XM_034640815.1
OG0000220	rna32707	rna-XM_034653314.1, rna-XM_034638122.1
OG0000220	rna45152	rna-XM_034646462.1
OG0000221	rna51916	rna-XM_034639330.1
OG0000221	rna54186, rna54185	rna-XM_034638657.1
OG0000221	rna51915	rna-XM_034639364.1, rna-XM_034639332.1
OG0000222	rna24158	rna-XM_034650929.1
OG0000222	rna8982	rna-XM_011217768.3
OG0000222	rna36618	rna-XM_002917549.3
OG0000223	rna20059	rna-XM_011234262.3
OG0000223	rna20058	rna-XM_002913727.4
OG0000223	rna4222	rna-XM_002921461.4
OG0000224	rna21705	rna-XM_019797680.2
OG0000224	rna20945	rna-XM_011219561.3, rna-XM_034651401.1
OG0000224	rna49964	rna-XM_034651641.1, rna-XM_034649986.1
OG0000225	rna25233	rna-XM_011222034.3
OG0000225	rna49864	rna-XM_011231492.2
OG0000225	rna4896	rna-XM_002919972.4
OG0000226	rna37519	rna-XM_019804265.2
OG0000226	rna37513	rna-XM_019799530.2
OG0000226	rna36889	rna-XM_034652305.1
OG0000227	rna44732	rna-XM_034660566.1
OG0000227	rna23954	rna-XM_034655851.1
OG0000227	rna16705	rna-XM_034658681.1
OG0000228	rna22177	rna-XM_002918878.4
OG0000228	rna36870	rna-XM_034660876.1
OG0000228	rna47359	rna-XM_019803058.2
OG0000229	rna37252	rna-XM_034661244.1
OG0000229	rna8460	rna-XM_034663641.1
OG0000229	rna27782	rna-XM_034656750.1
OG0000230	rna23735, rna23737, rna23734, rna23741, rna23736, rna23740, rna23745	rna-XM_011234376.2
OG0000231	rna23738, rna23744, rna23743, rna23739, rna23746	rna-XM_002926907.3
OG0000232	rna48304	rna-XM_002924420.4
OG0000232	rna43742	rna-XM_002916098.4
OG0000232	rna27513	rna-XM_034656887.1
OG0000233	rna8246	rna-XM_011222805.3
OG0000233	rna8247	rna-XM_002917530.3
OG0000233	rna8244	rna-XM_011222804.3
OG0000235	rna53892	rna-XM_034650742.1
OG0000235	rna50542	rna-XM_034657167.1
OG0000235	rna50500	rna-XM_034657896.1
OG0000236	rna15819	rna-XM_034658052.1
OG0000236	rna47313	rna-XM_019803046.2
OG0000236	rna24010	rna-XM_034655880.1
OG0000237	rna53954	rna-XM_034653325.1
OG0000237	rna51975	rna-XM_034653324.1
OG0000238	rna50979	rna-XM_034655757.1, rna-XM_034651843.1
OG0000238	rna17423	rna-XM_002927194.4
OG0000238	rna29729	rna-XM_002928776.4
OG0000239	rna54363, rna53862	rna-XM_034643002.1
OG0000239	rna37888	rna-XM_034643000.1
OG0000239	rna37889	rna-XM_011219025.3
OG0000240	id587066	id-LOC117795912
OG0000241	rna53561	rna-XM_002924952.4, rna-XM_034639730.1, rna-XM_002924951.4
OG0000242	rna18664	rna-XM_034640621.1
OG0000242	rna18668	rna-XM_019793828.2
OG0000244	rna53741	rna-XM_034650473.1
OG0000244	rna54041, rna54295, rna53364, rna51776, rna53405, rna54478, rna54394	rna-XM_034650475.1
OG0000245	rna36145	rna-XM_002928591.2
OG0000245	rna36141	rna-XM_034665604.1
OG0000245	rna36139	rna-XM_002928592.2
OG0000245	rna36142	rna-XM_002928577.2
OG0000246	rna626	rna-XM_011225963.3
OG0000246	rna627	rna-XM_002920040.2
OG0000246	rna624	rna-XM_002920036.1
OG0000246	rna625	rna-XM_034664072.1
OG0000247	rna3186	rna-XM_011228038.3
OG0000247	rna3185	rna-XM_002921671.2
OG0000247	rna3184	rna-XM_034653821.1
OG0000247	rna3222, rna3223	rna-XM_002924162.2
OG0000248	rna15682	rna-XM_002930314.1, rna-XM_034644306.1
OG0000248	rna54421, rna54420	rna-XM_002930821.3
OG0000250	rna320	rna-XM_034655847.1
OG0000250	rna34981	rna-XM_034646834.1
OG0000250	rna23474	rna-XM_034648166.1
OG0000251	rna3401	rna-XM_002921512.4
OG0000251	rna34651	rna-XM_019802443.2
OG0000251	rna9973	rna-XM_034668398.1
OG0000252	rna43502	rna-XM_034657801.1
OG0000252	rna37620	rna-XM_034647178.1
OG0000252	rna12775	rna-XM_034653591.1
OG0000253	rna10760	rna-XM_034642654.1
OG0000253	rna40178	rna-XM_019800165.2
OG0000253	rna48887	rna-XM_034654282.1
OG0000254	rna17280	rna-XM_034646423.1
OG0000254	rna6603	rna-XM_034654639.1
OG0000254	rna11489	rna-XM_034662094.1
OG0000255	rna40645	rna-XM_034649105.1
OG0000255	rna5551	rna-XM_019798992.2
OG0000255	rna7586	rna-XM_034665400.1
OG0000256	rna40995	rna-XM_019795559.2
OG0000257	rna40404	rna-XM_002920346.4
OG0000257	rna51630	rna-XM_034650192.1, rna-XM_034650191.1, rna-XM_034650840.1, rna-XM_034649831.1
OG0000258	rna32824	rna-XM_034642741.1
OG0000258	rna44092	rna-XM_034652710.1, rna-XM_019804862.2
OG0000259	rna53745, rna53746	rna-XM_034651700.1
OG0000259	rna53394	rna-XM_034652662.1
OG0000259	rna54302, rna54305	rna-XM_002931322.2
OG0000260	rna47086	rna-XM_011220146.3
OG0000260	rna47087	rna-XM_034638771.1
OG0000260	rna33694	rna-XM_034669546.1, rna-XM_019806504.2
OG0000261	rna47001	rna-XM_002915564.4
OG0000261	rna46998	rna-XM_011220176.3
OG0000261	rna47002	rna-XM_019795713.2
OG0000262	rna43800	rna-XM_019798186.2
OG0000262	rna18230	rna-XM_034652496.1, rna-XM_034651716.1, rna-XM_034652231.1, rna-XM_034650749.1, rna-XM_034652981.1, rna-XM_002914115.4
OG0000263	rna21266	rna-XM_019807194.2
OG0000263	rna9416	rna-XM_019794050.2, rna-XM_034638886.1
OG0000263	rna9418	rna-XM_034638885.1
OG0000264	rna47876, rna47832	rna-XM_011223578.3
OG0000264	rna39800	rna-XM_034649394.1
OG0000264	rna30842	rna-XM_002917742.4
OG0000265	rna2385	rna-XM_002915371.4, rna-XM_034651179.1
OG0000265	rna39777	rna-XM_034652102.1, rna-XM_019795045.2
OG0000265	rna40543	rna-XM_002922593.4
OG0000266	rna15062	rna-XM_002919247.4
OG0000266	rna30715	rna-XM_019798121.2
OG0000266	rna42495	rna-XM_034667124.1
OG0000268	rna47235	rna-XM_034667489.1
OG0000268	rna40170	rna-XM_011225590.3
OG0000269	rna10867	rna-XM_034642874.1
OG0000269	rna36698	rna-XM_011230582.3
OG0000269	rna36700	rna-XM_034660960.1
OG0000270	rna11703	rna-XM_011230832.3
OG0000270	rna16005	rna-XM_002912764.4
OG0000270	rna11700	rna-XM_034661978.1
OG0000271	rna11562	rna-XM_002927439.4
OG0000271	rna15650	rna-XM_019796144.2
OG0000271	rna29995	rna-XM_019802714.2
OG0000272	rna45412	rna-XM_034644766.1
OG0000272	rna52347	rna-XM_034662353.1
OG0000272	rna31113	rna-XM_011228429.3
OG0000273	rna43658	rna-XM_002917287.4
OG0000273	rna23936	rna-XM_034653240.1
OG0000273	rna45692	rna-XM_011237456.3
OG0000274	rna24192	rna-XM_019798955.2
OG0000274	rna24953	rna-XM_034647513.1
OG0000274	rna8146	rna-XM_011231948.3
OG0000275	rna8298	rna-XM_011219972.3
OG0000275	rna48160	rna-XM_011221440.3
OG0000275	rna27946	rna-XM_034656660.1
OG0000276	rna22315	rna-XM_034664016.1, rna-XM_034651204.1
OG0000276	rna27421	rna-XM_034668875.1
OG0000277	rna31507	rna-XM_034663734.1
OG0000277	rna43472	rna-XM_002921364.3
OG0000277	rna25838	rna-XM_034666734.1
OG0000278	rna25592	rna-XM_034666841.1
OG0000278	rna52450, rna52510	rna-XM_034663768.1
OG0000278	rna50456	rna-XM_034657160.1
OG0000279	rna52967	rna-XM_034657960.1
OG0000279	rna52968	rna-XM_019793754.2
OG0000280	rna1587	rna-XM_019801364.2
OG0000280	rna39224	rna-XM_034647266.1
OG0000280	rna4986	rna-XM_034658959.1
OG0000281	rna49342	rna-XM_002931289.4, rna-XM_034650430.1
OG0000281	rna49341	rna-XM_034644814.1
OG0000281	rna49343	rna-XM_034651772.1
OG0000281	rna49344	rna-XM_034644584.1
OG0000282	rna41003	rna-XM_034639705.1
OG0000282	rna29634	rna-XM_034640996.1
OG0000282	rna17349	rna-XM_034646073.1, rna-XM_034646076.1
OG0000283	rna29474	rna-XM_011231049.3
OG0000283	rna41526	rna-XM_011218833.3
OG0000283	rna39711	rna-XM_034646685.1
OG0000284	rna17994	rna-XM_034645671.1
OG0000284	rna17990	rna-XM_034645612.1
OG0000284	rna17991, rna17989	rna-XM_034645622.1
OG0000285	rna49380	rna-XM_002926888.4
OG0000286	rna54212	rna-XM_002928211.1, rna-XM_002928210.4
OG0000287	rna1775	rna-XM_019804645.2
OG0000287	rna23996	rna-XM_034655874.1
OG0000287	rna23998	rna-XM_002924063.4
OG0000288	rna36114	rna-XM_002931132.4
OG0000288	rna54181, rna54180	rna-XM_002931131.4
OG0000288	rna36120, rna36104	rna-XM_002930702.3
OG0000289	rna54234, rna54236	rna-XM_034671693.1, rna-XM_002919144.4, rna-XM_034671727.1, rna-XM_034651595.1
OG0000290	rna25432	rna-XM_034671732.1
OG0000291	rna25180	rna-XM_019801970.2
OG0000291	rna6908	rna-XM_034663776.1
OG0000291	rna6905	rna-XM_034663775.1
OG0000292	rna22426	rna-XM_002918533.4
OG0000292	rna22420, rna22421	rna-XM_034663699.1, rna-XM_002918532.4, rna-XM_002918535.4
OG0000297	rna53885	rna-XM_034644945.1, rna-XM_034653103.1, rna-XM_034644955.1
OG0000298	rna34285	rna-XM_034668123.1
OG0000298	rna34796	rna-XM_034647895.1
OG0000298	rna19545	rna-XM_034640155.1
OG0000299	rna22544	rna-XM_034663855.1
OG0000299	rna43169	rna-XM_034660015.1
OG0000299	rna13190	rna-XM_034650823.1
OG0000300	rna50466	rna-XM_034657871.1
OG0000300	rna13110	rna-XM_034654840.1
OG0000300	rna13964	rna-XM_034655634.1
OG0000301	rna50426	rna-XM_034657853.1
OG0000301	rna13081	rna-XM_034651722.1
OG0000301	rna15829	rna-XM_011222140.3
OG0000302	rna12997	rna-XM_019802062.2
OG0000302	rna43540	rna-XM_034657817.1
OG0000302	rna22392	rna-XM_019797143.2
OG0000303	rna25121	rna-XM_034651458.1, rna-XM_034653062.1, rna-XM_034653063.1, rna-XM_034650740.1, rna-XM_034653064.1, rna-XM_034651867.1, rna-XM_034643762.1, rna-XM_034643137.1, rna-NM_001304933.1
OG0000304	rna21857	rna-XM_034664281.1
OG0000304	rna42831	rna-XM_034659997.1
OG0000304	rna12261	rna-XM_002915125.4
OG0000305	rna48859, rna54294, rna48858	rna-XM_011217413.3
OG0000306	rna17299	rna-XM_011227879.3
OG0000306	rna26806	rna-XM_034654394.1
OG0000306	rna11258	rna-XM_011224718.3
OG0000307	rna6764	rna-XM_011230488.3
OG0000307	rna45570	rna-XM_034643655.1
OG0000307	rna15512	rna-XM_019796218.2
OG0000308	rna17373	rna-XM_034646507.1
OG0000308	rna29765	rna-XM_034641225.1
OG0000308	rna6728	rna-XM_034654575.1
OG0000309	rna6593	rna-XM_034654650.1
OG0000309	rna29657	rna-XM_011228456.3
