Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0000170	rna27606	ENST00000455880.2
OG0000170	rna39742	ENST00000218075.8
OG0000170	rna52044	ENST00000372617.4
OG0000171	rna30719	ENST00000377073.3
OG0000171	rna19670	ENST00000640275.1, ENST00000351773.7
OG0000172	rna3204, rna54091, rna53940, rna53943, rna54100	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5
OG0000173	id578919, rna52971	ENST00000390296.2, ENST00000390293.1
OG0000174	rna37035	ENST00000376537.8
OG0000174	rna37028	ENST00000376499.7
OG0000174	rna43042	ENST00000590536.5
OG0000174	rna40140	ENST00000559929.5
OG0000175	rna54280, rna54284	ENST00000315915.4
OG0000175	rna53453, rna53308	ENST00000305051.5
OG0000176	rna14301	ENST00000511664.5
OG0000176	rna27530	ENST00000398376.7
OG0000176	rna20218	ENST00000423381.5
OG0000176	rna1782	ENST00000395749.6
OG0000177	rna10499	ENST00000237500.9
OG0000177	rna18981	ENST00000279022.6
OG0000178	rna17479	ENST00000340802.10
OG0000178	rna116	ENST00000349048.8
OG0000178	rna40368	ENST00000381125.8
OG0000179	rna53494, rna52934, rna52932, rna53712, rna45631	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5
OG0000180	rna33688	ENST00000562522.2
OG0000180	rna33684	ENST00000544665.7
OG0000180	rna33689	ENST00000389202.2
OG0000181	rna53153, rna49479	ENST00000313940.2
OG0000182	rna29492	ENST00000284425.6
OG0000182	rna29491	ENST00000269081.8
OG0000182	rna29503	ENST00000586539.5
OG0000182	rna29497	ENST00000340001.8
OG0000183	rna36948, rna36947	ENST00000343150.9
OG0000183	rna36891	ENST00000538255.5
OG0000184	rna49381	ENST00000327216.3
OG0000184	rna49383, rna49382	ENST00000528616.3
OG0000185	rna49330, rna49331, rna49332, rna49327, rna49329	ENST00000314612.2
OG0000186	rna53311, rna53303	ENST00000333629.1
OG0000186	rna53812	ENST00000315947.1
OG0000187	rna38572	ENST00000573854.5, ENST00000329697.10
OG0000187	rna38569	ENST00000307493.8
OG0000187	rna33285	ENST00000399422.4
OG0000187	rna33286	ENST00000289416.9
OG0000188	rna48348, rna48346, rna48349, rna48358	ENST00000317834.4
OG0000189	rna1455	ENST00000318351.1
OG0000189	rna1454	ENST00000440596.2
OG0000189	rna1457	ENST00000382489.3
OG0000190	id35538	ENST00000634605.1, ENST00000390361.3, ENST00000547918.2, ENST00000390374.3, ENST00000390377.1, ENST00000390369.2, ENST00000612787.1, ENST00000390367.3, ENST00000611787.1, ENST00000617639.1, ENST00000620569.1, ENST00000617347.1, ENST00000621184.1, ENST00000455382.2, ENST00000619103.1
OG0000191	rna49390, rna49392, rna49389	ENST00000312153.1
OG0000193	rna41241	ENST00000262738.7
OG0000193	rna16127	ENST00000164024.4
OG0000193	rna46824	ENST00000271332.3
OG0000194	rna51645	ENST00000369915.7
OG0000194	rna14784	ENST00000280605.4
OG0000194	rna16397	ENST00000423516.5
OG0000195	rna32220	ENST00000299308.7
OG0000195	rna32217	ENST00000435159.2
OG0000195	rna32207	ENST00000422113.6
OG0000196	rna34079, rna50589	ENST00000331410.9
OG0000197	rna42001	ENST00000622037.1
OG0000197	rna44463	ENST00000359596.7
OG0000197	rna19653	ENST00000366574.6
OG0000198	rna24890	ENST00000448232.6
OG0000198	rna53351, rna39804, rna54121	ENST00000380861.8
OG0000198	rna27762	ENST00000521089.5
OG0000199	rna1211	ENST00000346964.6
OG0000199	rna39260	ENST00000399510.6
OG0000199	rna48011	ENST00000194900.8
OG0000200	rna37244	ENST00000520164.5
OG0000200	rna18639	ENST00000342725.9
OG0000200	rna27693	ENST00000313708.10
OG0000200	rna8487	ENST00000355311.9
OG0000201	rna16692	ENST00000354582.10
OG0000201	rna17742	ENST00000381340.7
OG0000201	rna44724	ENST00000374316.9
OG0000202	rna47236	ENST00000368358.3
OG0000202	rna23000	ENST00000303230.5
OG0000202	rna42813	ENST00000251287.2
OG0000202	rna40194	ENST00000261917.3
OG0000203	rna36573	ENST00000389039.10
OG0000203	rna53404	ENST00000321429.8
OG0000204	id45720	ENST00000390237.2
OG0000204	id45837	ENST00000390247.2, ENST00000421835.2, ENST00000443397.5, ENST00000390270.2, ENST00000492167.1, ENST00000390277.3, ENST00000483158.1, ENST00000417279.3, ENST00000390252.2
OG0000205	rna39319	ENST00000293831.12
OG0000205	rna1355	ENST00000440191.6
OG0000206	rna43382, rna43381	ENST00000456448.2
OG0000206	rna43379, rna43380	ENST00000343761.4
OG0000207	rna17330	ENST00000301180.9
OG0000207	rna4	ENST00000417564.2
OG0000207	rna40353	ENST00000634311.1
OG0000208	rna53922, rna49338	ENST00000378397.1, ENST00000625203.2
OG0000209	rna49371	ENST00000301529.1, ENST00000303039.3
OG0000209	rna49362, rna53735, rna53732	ENST00000533152.2
OG0000210	rna287	ENST00000290354.5
OG0000210	rna289, rna290	ENST00000290349.10
OG0000212	rna36569	ENST00000398290.7
OG0000212	rna36568	ENST00000272395.2, ENST00000639673.1, ENST00000448984.1, ENST00000329758.5, ENST00000622138.4, ENST00000417545.4, ENST00000623787.3, ENST00000530311.6, ENST00000449290.6, ENST00000533122.2, ENST00000329862.6, ENST00000617704.1
OG0000213	rna33023	ENST00000334192.8
OG0000213	rna44072	ENST00000587152.5
OG0000213	rna3946	ENST00000401738.3
OG0000214	rna1034	ENST00000344337.10
OG0000214	rna34707	ENST00000373625.7
OG0000214	rna51704, rna51738	ENST00000368564.6
OG0000215	rna3498	ENST00000272233.5
OG0000215	rna16178	ENST00000418115.5
OG0000216	rna13768	ENST00000502798.6
OG0000216	rna27134	ENST00000394232.5
OG0000216	rna49031	ENST00000369146.7
OG0000217	rna6045	ENST00000374700.6
OG0000217	rna6035, rna6034, rna3774	ENST00000379416.3
OG0000218	rna29555	ENST00000413366.7
OG0000218	rna33386	ENST00000303531.11
OG0000218	rna50770	ENST00000263431.3
OG0000219	rna33476	ENST00000357084.7
OG0000219	rna32421	ENST00000539276.6
OG0000219	rna36077	ENST00000359983.7
OG0000220	rna35887	ENST00000614878.4
OG0000220	rna32707	ENST00000261739.8
OG0000220	rna45152	ENST00000511455.6
OG0000222	rna24158	ENST00000262461.6
OG0000222	rna8982	ENST00000438926.6
OG0000222	rna36618	ENST00000380993.7
OG0000223	rna20059	ENST00000448642.6
OG0000223	rna20058	ENST00000354624.5
OG0000223	rna4222	ENST00000290573.6
OG0000224	rna21705	ENST00000530749.5
OG0000224	rna20945	ENST00000337147.11
OG0000224	rna49964	ENST00000360270.6
OG0000225	rna25233	ENST00000402813.7
OG0000225	rna49864	ENST00000329903.4
OG0000225	rna4896	ENST00000409937.1
OG0000226	rna37519, rna37513	ENST00000325643.5
OG0000226	rna36889	ENST00000332857.6, ENST00000377647.4, ENST00000437823.4, ENST00000619167.1, ENST00000428649.4
OG0000227	rna44732	ENST00000538487.6
OG0000227	rna23954	ENST00000231188.9
OG0000227	rna16705	ENST00000467425.5
OG0000228	rna22177	ENST00000378300.9
OG0000228	rna36870	ENST00000357980.8
OG0000228	rna47359	ENST00000271850.11
OG0000229	rna37252	ENST00000276440.11
OG0000229	rna8460	ENST00000623213.1
OG0000232	rna48304	ENST00000496514.5
OG0000232	rna43742	ENST00000371447.3
OG0000232	rna27513	ENST00000255266.9
OG0000233	rna8246	ENST00000358834.8
OG0000233	rna8247	ENST00000579578.6
OG0000233	rna8244	ENST00000369221.2
OG0000235	rna50538, rna53892, rna50541, rna50542	ENST00000601345.5
OG0000235	rna50500	ENST00000242786.5
OG0000236	rna15819	ENST00000222249.13
OG0000236	rna47313	ENST00000618040.4
OG0000236	rna24010	ENST00000631899.1
OG0000237	rna53954, rna51975, rna51978, rna51976, rna54209	ENST00000366485.1
OG0000238	rna50979	ENST00000540651.5
OG0000238	rna17423	ENST00000256682.8
OG0000239	rna54363, rna53862	ENST00000326303.4
OG0000239	rna37888	ENST00000381139.1
OG0000239	rna37889	ENST00000311148.8, ENST00000238651.9
OG0000240	id587066	ENST00000390320.2, ENST00000532223.2, ENST00000330377.2, ENST00000390321.2, ENST00000390323.2, ENST00000390325.2, ENST00000390331.3
OG0000241	rna53561, rna30053	ENST00000391418.3, ENST00000394015.3, ENST00000391419.3, ENST00000542910.1
OG0000242	rna18664	ENST00000622179.4
OG0000242	rna18668, rna53832, rna18667	ENST00000303415.7, ENST00000381605.8
OG0000244	rna53741, rna54041, rna54295, rna53364, rna51776, rna53405, rna54478, rna54394, rna54427, rna49831, rna54422, rna53858	ENST00000423392.5
OG0000246	rna626, rna627, rna624, rna625	ENST00000358642.2
OG0000247	rna3186	ENST00000548136.1
OG0000247	rna3185, rna3184, rna3222, rna3223	ENST00000350513.2
OG0000248	rna15682	ENST00000394256.2
OG0000248	rna54421, rna54420	ENST00000321688.1
OG0000250	rna320	ENST00000437180.5
OG0000250	rna34981	ENST00000399916.5
OG0000250	rna23474	ENST00000576263.5
OG0000251	rna3401	ENST00000307845.7
OG0000251	rna34651	ENST00000373467.3
OG0000251	rna9973	ENST00000522951.5
OG0000252	rna43502	ENST00000294618.11
OG0000252	rna37620	ENST00000432829.6
OG0000252	rna12775	ENST00000635253.1
OG0000253	rna10760	ENST00000420428.6
OG0000253	rna40178	ENST00000287202.9, ENST00000569547.1
OG0000253	rna48887	ENST00000420342.1
OG0000254	rna17280	ENST00000453097.6
OG0000254	rna6603	ENST00000446997.5
OG0000254	rna11489	ENST00000454389.5
OG0000255	rna40645	ENST00000276204.10
OG0000255	rna5551	ENST00000258390.11
OG0000255	rna7586	ENST00000442173.5
OG0000256	rna40995	ENST00000412531.3, ENST00000616763.4, ENST00000581191.5, ENST00000452145.6
OG0000256	rna5327	ENST00000409538.5
OG0000257	rna40404	ENST00000380191.8
OG0000257	rna51630	ENST00000447750.6
OG0000258	rna32824	ENST00000348956.6
OG0000258	rna44092	ENST00000221476.3
OG0000260	rna47086	ENST00000266088.8
OG0000260	rna47087	ENST00000266086.5
OG0000260	rna33694	ENST00000330498.3
OG0000261	rna47001	ENST00000215812.8
OG0000261	rna46998	ENST00000615189.4
OG0000261	rna47002	ENST00000402034.6, ENST00000255858.11
OG0000262	rna43800	ENST00000454376.6
OG0000262	rna18230	ENST00000382622.3
OG0000263	rna21266	ENST00000263576.10
OG0000263	rna9416	ENST00000302243.11
OG0000263	rna9418	ENST00000443119.7
OG0000264	rna47876, rna47832	ENST00000347613.8
OG0000264	rna39800	ENST00000380833.8
OG0000264	rna30842	ENST00000376088.7
OG0000265	rna2385	ENST00000506618.3
OG0000265	rna39777	ENST00000398491.6
OG0000265	rna40543	ENST00000372435.8
OG0000266	rna15062	ENST00000261211.7
OG0000266	rna30715	ENST00000276052.10
OG0000266	rna42495	ENST00000506784.5
OG0000268	rna47235	ENST00000342741.4
OG0000268	rna40170	ENST00000319622.10
OG0000269	rna10867	ENST00000285039.11
OG0000269	rna36698	ENST00000261839.11
OG0000269	rna36700	ENST00000399231.7
OG0000270	rna11703	ENST00000402696.7
OG0000270	rna16005	ENST00000231751.8
OG0000271	rna11562	ENST00000273047.8
OG0000271	rna15650	ENST00000553116.5
OG0000271	rna29995	ENST00000592574.1, ENST00000547517.5
OG0000272	rna45412	ENST00000164139.3
OG0000272	rna52347	ENST00000216962.8
OG0000272	rna31113	ENST00000216392.7
OG0000273	rna43658	ENST00000443950.6
OG0000273	rna23936	ENST00000329433.10
OG0000273	rna45692	ENST00000316594.5
OG0000274	rna24192	ENST00000413683.5
OG0000274	rna24953	ENST00000515030.5
OG0000274	rna8146	ENST00000356116.5
OG0000275	rna8298	ENST00000392870.2
OG0000275	rna48160	ENST00000398052.8
OG0000275	rna27946	ENST00000528793.5
OG0000276	rna22315	ENST00000330899.4
OG0000276	rna27421	ENST00000394855.7
OG0000277	rna31507	ENST00000372923.7
OG0000277	rna43472	ENST00000389253.8
OG0000277	rna25838	ENST00000355305.9
OG0000278	rna25592	ENST00000367573.6
OG0000278	rna52450, rna52510	ENST00000371355.8
OG0000278	rna50456	ENST00000614285.4
OG0000279	rna52967	ENST00000269703.7
OG0000279	rna52968	ENST00000221700.10, ENST00000586182.6, ENST00000248041.12, ENST00000550308.5, ENST00000612078.4
OG0000280	rna1587	ENST00000436636.6
OG0000280	rna39224	ENST00000355280.10
OG0000280	rna4986	ENST00000625522.2
OG0000281	rna49342, rna49341, rna49343, rna49344	ENST00000344514.1
OG0000282	rna41003	ENST00000262188.12
OG0000282	rna29634	ENST00000448276.6
OG0000282	rna17349	ENST00000394963.8
OG0000283	rna29474	ENST00000535240.1
OG0000283	rna41526	ENST00000303592.3
OG0000283	rna39711	ENST00000567955.3, ENST00000583088.5
OG0000285	rna49380	ENST00000279791.1
OG0000285	rna53913	ENST00000312240.3
OG0000286	rna54212, rna21369	ENST00000330487.5, ENST00000431524.1, ENST00000320891.4, ENST00000375024.1
OG0000287	rna1775	ENST00000457408.6
OG0000287	rna23996	ENST00000332598.6
OG0000288	rna36114, rna54181, rna54180, rna36120, rna36104	ENST00000380370.1
OG0000289	rna26534, rna54234, rna54236, rna26533	ENST00000395761.3, ENST00000296026.4, ENST00000508487.2
OG0000290	rna25432	ENST00000604629.5, ENST00000514019.1
OG0000290	rna25424	ENST00000305231.11, ENST00000446444.1, ENST00000335568.9, ENST00000265403.11, ENST00000305107.6, ENST00000317746.2, ENST00000338206.5
OG0000290	rna25430	ENST00000251566.8
OG0000291	rna25180	ENST00000381668.9
OG0000291	rna6908, rna6905	ENST00000381655.6
OG0000297	rna53885	ENST00000235835.7, ENST00000361640.4, ENST00000429712.5
OG0000298	rna34285	ENST00000621413.4
OG0000298	rna34796	ENST00000542507.5
OG0000298	rna19545	ENST00000370339.7
OG0000299	rna22544	ENST00000381196.8
OG0000299	rna43169	ENST00000587303.5
OG0000299	rna13190	ENST00000359947.8
OG0000300	rna50466	ENST00000254323.6
OG0000300	rna13110	ENST00000359600.5
OG0000300	rna13964	ENST00000252744.5
OG0000301	rna50426	ENST00000251472.8
OG0000301	rna13081	ENST00000361297.6
OG0000301	rna15829	ENST00000262811.10
OG0000302	rna12997	ENST00000357083.8
OG0000302	rna43540	ENST00000359227.7
OG0000302	rna22392	ENST00000380110.8
OG0000303	rna25121	ENST00000295955.13
OG0000304	rna21857	ENST00000458258.5
OG0000304	rna42831	ENST00000635647.1
OG0000304	rna12261	ENST00000370197.5
OG0000305	rna48859, rna54294, rna48858	ENST00000368789.1, ENST00000368787.3, ENST00000335633.1, ENST00000333881.3, ENST00000335674.1, ENST00000368777.1
OG0000306	rna17299	ENST00000257915.9
OG0000306	rna26806	ENST00000263707.5
OG0000306	rna11258	ENST00000283629.7
OG0000307	rna6764	ENST00000435030.5
OG0000307	rna45570	ENST00000302418.4
OG0000307	rna15512	ENST00000455537.6
OG0000308	rna17373	ENST00000335154.9
OG0000308	rna29765	ENST00000331495.7
OG0000308	rna6728	ENST00000288670.13
OG0000309	rna6593	ENST00000332142.9
OG0000309	rna29657	ENST00000583023.1
OG0000309	rna40975	ENST00000262186.9
OG0000310	rna6365	ENST00000410016.5
OG0000310	rna30299	ENST00000470495.1
OG0000310	rna2543	ENST00000396352.8
OG0000311	rna11535	ENST00000306627.7
OG0000311	rna6272	ENST00000602959.5
OG0000311	rna11541	ENST00000425792.5
OG0000312	rna29820	ENST00000315323.4
OG0000312	rna2132	ENST00000287934.3
OG0000312	rna5968	ENST00000286201.2
OG0000313	rna24266	ENST00000395044.7
OG0000313	rna20249	ENST00000313132.8
OG0000314	rna32649	ENST00000420959.6
OG0000314	rna45130	ENST00000393893.5
OG0000314	rna35889	ENST00000388767.7
OG0000316	rna43839	ENST00000221485.7
OG0000316	rna29359	ENST00000263160.3
OG0000316	rna15019	ENST00000323346.9
OG0000317	rna15241	ENST00000552864.5
OG0000317	rna43869	ENST00000221459.6
OG0000317	rna29337	ENST00000278193.6
OG0000318	rna37984	ENST00000381269.6
OG0000318	rna3920	ENST00000403092.5
OG0000318	rna43971	ENST00000236877.10
OG0000319	rna3855	ENST00000379066.5
OG0000319	rna44012	ENST00000595515.5
OG0000319	rna30863	ENST00000415220.6
OG0000320	rna44313, rna44314	ENST00000324071.8, ENST00000330436.3, ENST00000301146.8, ENST00000301141.9
OG0000321	rna26108	ENST00000263826.9
OG0000321	rna44367	ENST00000392038.6
OG0000321	rna32755	ENST00000554581.5
OG0000322	rna8852	ENST00000356721.3
OG0000322	rna11963	ENST00000312960.3
OG0000323	rna34297	ENST00000423902.6
OG0000323	rna52577	ENST00000399982.6
OG0000323	rna8901	ENST00000447540.5
OG0000324	rna36824	ENST00000332680.8
OG0000325	rna30490	ENST00000412172.3
OG0000325	rna33196	ENST00000554943.5
OG0000325	rna4656	ENST00000616407.1
OG0000327	rna48048	ENST00000316084.9
OG0000328	rna23405	ENST00000304801.5
OG0000328	rna42035	ENST00000373316.4
OG0000329	rna25113	ENST00000381930.7
OG0000329	rna42088	ENST00000373114.4
OG0000329	rna7421	ENST00000377844.8
OG0000330	rna36392	ENST00000278568.8
OG0000330	rna40595	ENST00000518291.5
OG0000330	rna1190	ENST00000327134.7
OG0000331	rna40621	ENST00000355899.7
OG0000331	rna11857	ENST00000457734.6
OG0000331	rna7273	ENST00000398576.6
OG0000332	rna1502	ENST00000323116.9
OG0000332	rna51119	ENST00000375630.6
OG0000332	rna41642	ENST00000327569.7
OG0000333	rna2905	ENST00000325888.12
OG0000333	rna51642	ENST00000369850.7
OG0000333	rna16474	ENST00000490882.5
OG0000334	rna19429	ENST00000395863.7
OG0000334	rna23301	ENST00000370830.3
OG0000334	rna28457	ENST00000283147.6
OG0000335	rna28366	ENST00000612421.2
OG0000335	rna28364	ENST00000380698.4
OG0000335	rna11078	ENST00000397985.6
OG0000336	rna44641	ENST00000375050.5
OG0000336	rna31411	ENST00000373487.8
OG0000336	rna35294	ENST00000420696.6
OG0000337	rna35299	ENST00000359842.9
OG0000337	rna44691	ENST00000374685.8
OG0000337	rna31802	ENST00000481739.1
OG0000338	rna22205	ENST00000635942.1
OG0000338	rna36716	ENST00000260323.15
OG0000338	rna15801	ENST00000551649.5
OG0000339	rna20198	ENST00000394829.6
OG0000339	rna26151	ENST00000394854.7
OG0000339	rna37318	ENST00000397775.7
OG0000340	rna7770	ENST00000357947.3
OG0000340	rna47846, rna47805	ENST00000507499.5
OG0000340	rna37329	ENST00000306385.9
OG0000341	rna24342	ENST00000545279.5
OG0000341	rna14563	ENST00000302085.8
OG0000342	rna7008	ENST00000630972.2
OG0000342	rna14426	ENST00000508776.5
OG0000342	rna24261	ENST00000304858.6
OG0000343	rna43118	ENST00000269886.7
OG0000343	rna27316	ENST00000324537.5
OG0000343	rna22472	ENST00000380607.4
OG0000344	rna21380, rna21377, rna21379, rna21378	ENST00000309154.2
OG0000345	rna36336	ENST00000420843.6
OG0000345	rna39235	ENST00000412477.7
OG0000347	rna30046, rna30045, rna30043	ENST00000225550.3, ENST00000246646.3
OG0000348	rna38182	ENST00000196061.4
OG0000348	rna33920	ENST00000223127.7
OG0000348	rna11883	ENST00000282903.9
OG0000349	rna11806, rna11805, rna54344	ENST00000413199.1, ENST00000329447.5, ENST00000383163.3
OG0000350	rna17192	ENST00000425354.6
OG0000350	rna11509	ENST00000330688.8
OG0000350	rna30093	ENST00000394086.7
OG0000351	rna43562	ENST00000395611.7
OG0000351	rna23910	ENST00000452135.6
OG0000351	rna26328	ENST00000638313.1
OG0000352	rna7714, rna53737, rna7711, rna43770	ENST00000285979.10, ENST00000464755.1, ENST00000260682.6, ENST00000371321.7, ENST00000371270.5
OG0000353	rna7780	ENST00000266058.8
OG0000353	rna27775	ENST00000332966.8
OG0000353	rna32007	ENST00000273739.9
OG0000354	rna8514	ENST00000298622.8
OG0000354	rna31851	ENST00000409021.7
OG0000354	rna14054	ENST00000616793.4
OG0000355	rna14058	ENST00000398523.3
OG0000355	rna31867	ENST00000282908.9
OG0000355	rna8530	ENST00000298630.7
OG0000356	rna47659	ENST00000268661.7
OG0000356	rna41482	ENST00000216146.8
OG0000357	rna47138	ENST00000361170.6
OG0000357	rna13765	ENST00000274364.10
OG0000357	rna27240	ENST00000268182.9
OG0000358	rna47111	ENST00000368195.3
OG0000358	rna27063	ENST00000268035.10
OG0000358	rna43352	ENST00000302850.9
OG0000359	rna25203	ENST00000295452.4
OG0000359	rna26923	ENST00000615808.4
OG0000359	rna27744	ENST00000414552.6
OG0000360	rna19179	ENST00000353703.8
OG0000360	rna3385	ENST00000381844.8
OG0000360	rna9986	ENST00000521607.5
OG0000361	rna43046	ENST00000078429.8
OG0000361	rna37054	ENST00000286548.8
OG0000361	rna37055	ENST00000341700.6
OG0000362	rna32829	ENST00000335102.9
OG0000362	rna45492	ENST00000402010.6
OG0000362	rna35360	ENST00000611084.4
OG0000363	rna10646	ENST00000360428.8
OG0000363	rna10649	ENST00000257198.5
OG0000363	rna10648	ENST00000280904.10
OG0000364	rna36032, rna36034, rna36033	ENST00000304094.1, ENST00000381951.1
OG0000365	rna41468	ENST00000402142.3
OG0000365	rna30414	ENST00000359106.9
