Orthogroup	homSap.longCDS.prots	ursMar.longCDS.prots
OG0000163	ENST00000373381.8	rna15616
OG0000163	ENST00000520002.5	rna31782
OG0000163	ENST00000297405.9	rna9645
OG0000164	ENST00000265969.7	rna31881
OG0000164	ENST00000477616.1	rna4194
OG0000164	ENST00000469655.5	rna26542
OG0000164	ENST00000549446.5	rna3853
OG0000165	ENST00000367071.4	rna33153
OG0000165	ENST00000296370.3	rna2952
OG0000165	ENST00000368804.5	rna16944
OG0000166	ENST00000358506.6	rna22381
OG0000166	ENST00000340766.9	rna9160
OG0000166	ENST00000312989.11	rna32109
OG0000167	ENST00000361101.8	rna15052
OG0000167	ENST00000248901.10	rna28133
OG0000167	ENST00000427476.4	rna4093
OG0000168	ENST00000395065.7	rna2650
OG0000168	ENST00000537026.5, ENST00000625106.3, ENST00000604395.5	rna2691, rna2676, rna2656
OG0000169	ENST00000222382.5, ENST00000222982.8, ENST00000611620.4, ENST00000336374.3, ENST00000336411.6	rna20153, rna20152, rna20154
OG0000170	ENST00000274093.7	rna27513
OG0000170	ENST00000455880.2	rna13355
OG0000170	ENST00000218075.8	rna17773
OG0000170	ENST00000372617.4	rna2704
OG0000171	ENST00000377073.3	rna170
OG0000171	ENST00000640275.1, ENST00000351773.7	rna10114
OG0000171	ENST00000585860.2, ENST00000532828.6, ENST00000292841.9	rna8869
OG0000172	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5	rna18888, rna18896, rna18895
OG0000173	ENST00000390296.2, ENST00000390293.1	rna35664, rna29032
OG0000174	ENST00000376537.8	rna11734
OG0000174	ENST00000376499.7	rna11741
OG0000174	ENST00000590536.5	rna34373
OG0000174	ENST00000559929.5	rna31448
OG0000175	ENST00000315915.4	rna33689, rna33695
OG0000175	ENST00000305051.5	rna33693, rna33687, rna36073
OG0000176	ENST00000511664.5	rna9857
OG0000176	ENST00000398376.7	rna13407
OG0000176	ENST00000423381.5	rna17452
OG0000177	ENST00000237500.9	rna1128
OG0000177	ENST00000580887.5	rna1129
OG0000177	ENST00000279022.6	rna19909
OG0000178	ENST00000340802.10	rna26916
OG0000178	ENST00000349048.8	rna33206
OG0000178	ENST00000381125.8	rna25075
OG0000179	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5	rna35917
OG0000180	ENST00000562522.2	rna4988
OG0000180	ENST00000544665.7	rna4985
OG0000180	ENST00000389202.2	rna4989
OG0000181	ENST00000313940.2	rna15397, rna15396, rna15395, rna15394
OG0000182	ENST00000284425.6	rna14827
OG0000182	ENST00000269081.8	rna14829
OG0000182	ENST00000586539.5	rna14818
OG0000182	ENST00000340001.8	rna14826
OG0000183	ENST00000343150.9	rna34922, rna34923
OG0000183	ENST00000538255.5	rna34954
OG0000184	ENST00000327216.3	rna15299
OG0000184	ENST00000528616.3	rna15302, rna15301
OG0000185	ENST00000314612.2	rna15232, rna15233, rna15234, rna15229, rna15231
OG0000186	ENST00000333629.1	rna36079, rna36069
OG0000186	ENST00000328795.4, ENST00000623441.1	rna33347, rna33449
OG0000186	ENST00000315947.1	rna33450
OG0000187	ENST00000573854.5, ENST00000329697.10	rna18650
OG0000187	ENST00000307493.8	rna18651
OG0000187	ENST00000289416.9	rna32345
OG0000188	ENST00000317834.4	rna34025, rna34027, rna34024, rna34015, rna35887, rna35885
OG0000189	ENST00000318351.1	rna27748
OG0000189	ENST00000440596.2	rna27747
OG0000189	ENST00000382489.3	rna27751
OG0000190	ENST00000634605.1, ENST00000390361.3, ENST00000547918.2, ENST00000390374.3, ENST00000390377.1, ENST00000390369.2, ENST00000612787.1, ENST00000390367.3, ENST00000611787.1, ENST00000617639.1, ENST00000620569.1, ENST00000617347.1, ENST00000621184.1, ENST00000455382.2, ENST00000619103.1	gene13919
OG0000191	ENST00000312153.1	rna15313, rna15315, rna15310, rna15311, rna15312
OG0000193	ENST00000262738.7	rna25139
OG0000193	ENST00000164024.4	rna26198
OG0000193	ENST00000271332.3	rna26491
OG0000194	ENST00000369915.7	rna32205
OG0000194	ENST00000280605.4	rna5216
OG0000194	ENST00000423516.5	rna26013
OG0000195	ENST00000299308.7	rna9008
OG0000195	ENST00000435159.2	rna9006
OG0000196	ENST00000331410.9	rna20134, rna4304
OG0000197	ENST00000622037.1	rna24497
OG0000197	ENST00000359596.7	rna8891
OG0000197	ENST00000366574.6	rna10117
OG0000198	ENST00000448232.6	rna32252
OG0000198	ENST00000380861.8	rna35667, rna17739
OG0000198	ENST00000521089.5	rna13251
OG0000199	ENST00000346964.6	rna31221
OG0000199	ENST00000399510.6	rna8103
OG0000199	ENST00000376104.6	rna26757
OG0000199	ENST00000194900.8	rna35403
OG0000200	ENST00000520164.5	rna24201
OG0000200	ENST00000313708.10	rna13296
OG0000200	ENST00000355311.9	rna653
OG0000201	ENST00000354582.10	rna19631
OG0000201	ENST00000381340.7	rna14206
OG0000201	ENST00000374316.9	rna14517
OG0000202	ENST00000368358.3	rna18020
OG0000202	ENST00000303230.5	rna13491
OG0000202	ENST00000251287.2, ENST00000261917.3	rna34259, rna31416
OG0000203	ENST00000389039.10	rna36038
OG0000203	ENST00000321429.8	rna36042
OG0000205	ENST00000293831.12	rna8136
OG0000205	ENST00000440191.6	rna27678
OG0000206	ENST00000456448.2	rna28011, rna28010
OG0000206	ENST00000343761.4	rna28008, rna28009
OG0000207	ENST00000301180.9	rna27016
OG0000207	ENST00000417564.2	rna33155
OG0000207	ENST00000634311.1	rna25065
OG0000208	ENST00000378397.1, ENST00000625203.2	rna15240, rna15241, rna15242, rna15243
OG0000209	ENST00000301529.1, ENST00000303039.3	rna15285
OG0000209	ENST00000533152.2	rna15274, rna15276, rna15272
OG0000210	ENST00000290354.5	rna24046
OG0000210	ENST00000290349.10	rna24045, rna24040, rna24043, rna24041, rna24039
OG0000212	ENST00000398290.7	rna26830
OG0000212	ENST00000272395.2, ENST00000639673.1, ENST00000448984.1, ENST00000329758.5, ENST00000622138.4, ENST00000417545.4, ENST00000623787.3, ENST00000530311.6, ENST00000449290.6, ENST00000533122.2, ENST00000329862.6, ENST00000617704.1	rna26828
OG0000213	ENST00000334192.8	rna1982
OG0000213	ENST00000587152.5	rna3999
OG0000213	ENST00000401738.3	rna22244
OG0000214	ENST00000344337.10	rna31045
OG0000214	ENST00000373625.7	rna15686
OG0000214	ENST00000368564.6	rna11928
OG0000215	ENST00000418115.5	rna26169
OG0000216	ENST00000502798.6	rna12000
OG0000216	ENST00000394232.5	rna7686
OG0000216	ENST00000369146.7	rna17069
OG0000217	ENST00000374700.6	rna7392
OG0000217	ENST00000379416.3	rna7393, rna7394, rna22359
OG0000218	ENST00000413366.7	rna14773
OG0000218	ENST00000303531.11	rna18671
OG0000218	ENST00000263431.3	rna23698
OG0000219	ENST00000357084.7	rna4835
OG0000219	ENST00000539276.6	rna9141
OG0000219	ENST00000359983.7	rna16494
OG0000220	ENST00000614878.4	rna16615
OG0000220	ENST00000261739.8	rna30441
OG0000220	ENST00000511455.6	rna32102
OG0000222	ENST00000262461.6	rna20739
OG0000222	ENST00000438926.6	rna24822
OG0000222	ENST00000380993.7	rna28506
OG0000223	ENST00000448642.6	rna17331
OG0000223	ENST00000354624.5	rna17330
OG0000223	ENST00000290573.6	rna22036
OG0000224	ENST00000530749.5	rna10668
OG0000224	ENST00000337147.11	rna8717
OG0000224	ENST00000360270.6	rna33700
OG0000225	ENST00000402813.7	rna23540
OG0000225	ENST00000329903.4	rna10779
OG0000225	ENST00000409937.1	rna21627
OG0000226	ENST00000325643.5	rna11590, rna11588
OG0000226	ENST00000332857.6, ENST00000377647.4, ENST00000437823.4, ENST00000619167.1, ENST00000428649.4	rna34957
OG0000227	ENST00000538487.6	rna14512
OG0000227	ENST00000231188.9	rna32501
OG0000227	ENST00000339582.6	rna28416
OG0000227	ENST00000467425.5	rna19623
OG0000228	ENST00000378300.9	rna16463
OG0000228	ENST00000271850.11	rna18098
OG0000229	ENST00000276440.11	rna24207
OG0000229	ENST00000623213.1	rna641
OG0000232	ENST00000496514.5	rna2839
OG0000232	ENST00000371447.3	rna17716
OG0000232	ENST00000255266.9	rna13419
OG0000233	ENST00000358834.8	rna520
OG0000233	ENST00000579578.6	rna521
OG0000233	ENST00000369221.2	rna519
OG0000235	ENST00000601345.5	rna34824, rna34823, rna34821, rna34817
OG0000235	ENST00000242786.5	rna34847
OG0000236	ENST00000222249.13	rna26411
OG0000236	ENST00000618040.4	rna18062
OG0000237	ENST00000366485.1	rna32408, rna33112, rna33109, rna33111
OG0000238	ENST00000540651.5	rna31154
OG0000238	ENST00000256682.8	rna26954, rna29968
OG0000239	ENST00000326303.4	rna2317
OG0000239	ENST00000381139.1	rna2316
OG0000239	ENST00000311148.8, ENST00000238651.9	rna2318
OG0000240	ENST00000390320.2, ENST00000532223.2, ENST00000330377.2, ENST00000390321.2, ENST00000390323.2, ENST00000390325.2, ENST00000390331.3	gene14050, gene14052, rna19067
OG0000241	ENST00000391418.3, ENST00000394015.3, ENST00000391419.3, ENST00000542910.1	rna32306, rna1071, rna1072, rna1074, rna1073
OG0000242	ENST00000622179.4	rna25620
OG0000242	ENST00000303415.7, ENST00000381605.8	rna25614, rna25616
OG0000244	ENST00000423392.5	rna29862, rna34567
OG0000246	ENST00000358642.2	rna10135, rna10136, rna10133, rna10134
OG0000247	ENST00000350513.2	rna18878, rna18877
OG0000248	ENST00000394256.2	rna3573
OG0000248	ENST00000321688.1	rna31213
OG0000250	ENST00000437180.5	rna24017
OG0000250	ENST00000399916.5	rna15866
OG0000250	ENST00000576263.5	rna12615
OG0000251	ENST00000307845.7	rna26
OG0000251	ENST00000373467.3	rna15652
OG0000251	ENST00000522951.5	rna9555
OG0000252	ENST00000294618.11	rna30944
OG0000252	ENST00000432829.6	rna11656
OG0000252	ENST00000635253.1	rna11471
OG0000253	ENST00000420428.6	rna1293
OG0000253	ENST00000287202.9, ENST00000569547.1	rna31424
OG0000253	ENST00000420342.1	rna16962
OG0000254	ENST00000453097.6	rna27043
OG0000254	ENST00000446997.5	rna6969
OG0000254	ENST00000454389.5	rna3378
OG0000255	ENST00000276204.10	rna29708
OG0000255	ENST00000258390.11	rna11041
OG0000255	ENST00000442173.5	rna4591
OG0000256	ENST00000412531.3, ENST00000616763.4, ENST00000581191.5, ENST00000452145.6	rna8831
OG0000256	ENST00000397238.6	rna10899
OG0000257	ENST00000380191.8	rna27901
OG0000257	ENST00000447750.6	rna32192
OG0000258	ENST00000348956.6	rna28744
OG0000258	ENST00000221476.3	rna3984
OG0000260	ENST00000266088.8	rna33620
OG0000260	ENST00000266086.5	rna33619
OG0000260	ENST00000330498.3	rna4994
OG0000261	ENST00000215812.8	rna33668
OG0000261	ENST00000615189.4	rna33674
OG0000261	ENST00000402034.6, ENST00000255858.11	rna33667
OG0000262	ENST00000454376.6	rna4166
OG0000262	ENST00000382622.3	rna27296
OG0000263	ENST00000263576.10	rna8431
OG0000263	ENST00000302243.11	rna24530
OG0000263	ENST00000443119.7	rna24528
OG0000264	ENST00000347613.8	rna5256
OG0000264	ENST00000380833.8	rna17741
OG0000264	ENST00000376088.7	rna110
OG0000265	ENST00000506618.3	rna6170
OG0000265	ENST00000398491.6	rna17752, rna18761
OG0000266	ENST00000261211.7	rna7804
OG0000266	ENST00000276052.10	rna172
OG0000266	ENST00000506784.5	rna21350
OG0000268	ENST00000342741.4	rna18019
OG0000268	ENST00000319622.10	rna31426
OG0000269	ENST00000285039.11	rna1370
OG0000269	ENST00000261839.11	rna28571
OG0000269	ENST00000399231.7	rna28572
OG0000270	ENST00000402696.7	rna3238
OG0000270	ENST00000231751.8	rna26282
OG0000271	ENST00000273047.8	rna3338
OG0000271	ENST00000553116.5	rna3597
OG0000271	ENST00000592574.1, ENST00000547517.5	rna23365
OG0000272	ENST00000164139.3	rna31949
OG0000272	ENST00000216962.8	rna34557
OG0000272	ENST00000216392.7	rna30429
OG0000273	ENST00000443950.6	rna17651
OG0000273	ENST00000329433.10	rna32508
OG0000273	ENST00000316594.5	rna23794
OG0000274	ENST00000413683.5	rna20716
OG0000274	ENST00000515030.5	rna33513
OG0000274	ENST00000356116.5	rna466
OG0000275	ENST00000392870.2	rna552
OG0000275	ENST00000398052.8	rna2908
OG0000275	ENST00000528793.5	rna13117
OG0000276	ENST00000330899.4	rna16374
OG0000276	ENST00000394855.7	rna8019
OG0000277	ENST00000372923.7	rna20503
OG0000277	ENST00000389253.8	rna30959
OG0000277	ENST00000355305.9	rna1839
OG0000278	ENST00000367573.6	rna23197
OG0000278	ENST00000371355.8	rna26733
OG0000278	ENST00000614285.4	rna34877
OG0000279	ENST00000269703.7	rna29077
OG0000279	ENST00000221700.10, ENST00000586182.6, ENST00000248041.12, ENST00000550308.5, ENST00000612078.4	rna29076, rna29071
OG0000280	ENST00000436636.6	rna27844
OG0000280	ENST00000355280.10	rna8082
OG0000280	ENST00000625522.2	rna20917
OG0000281	ENST00000344514.1	rna15247, rna15246, rna15248, rna15249
OG0000282	ENST00000262188.12	rna8824
OG0000282	ENST00000448276.6	rna14724
OG0000282	ENST00000394963.8	rna27004
OG0000283	ENST00000535240.1	rna14836
OG0000283	ENST00000303592.3	rna28092
OG0000283	ENST00000567955.3, ENST00000583088.5	rna5671
OG0000285	ENST00000279791.1	rna15293
OG0000285	ENST00000312240.3	rna15296, rna15294, rna15298
OG0000286	ENST00000330487.5, ENST00000431524.1, ENST00000320891.4, ENST00000375024.1	rna10407, rna10410, rna10409, rna10408
OG0000287	ENST00000457408.6	rna25808
OG0000287	ENST00000332598.6	rna32470
OG0000288	ENST00000380370.1	rna33761, rna33762, rna33763, rna33768, rna33756, rna33774
OG0000289	ENST00000395761.3, ENST00000296026.4, ENST00000508487.2	rna14280
OG0000290	ENST00000604629.5, ENST00000514019.1	rna35717
OG0000290	ENST00000251566.8	rna35720
OG0000291	ENST00000381668.9	rna23516
OG0000291	ENST00000381655.6	rna12947, rna12948, rna12945
OG0000297	ENST00000235835.7, ENST00000361640.4, ENST00000429712.5	rna15983, rna15984, rna15982
OG0000298	ENST00000621413.4	rna29439
OG0000298	ENST00000542507.5	rna15734
OG0000298	ENST00000370339.7	rna8315
OG0000299	ENST00000381196.8	rna10332
OG0000299	ENST00000587303.5	rna34441
OG0000299	ENST00000359947.8	rna21171
OG0000300	ENST00000254323.6	rna34871
OG0000300	ENST00000359600.5	rna21133
OG0000300	ENST00000252744.5	rna12137
OG0000301	ENST00000251472.8	rna34901
OG0000301	ENST00000361297.6	rna21103
OG0000301	ENST00000262811.10	rna26408
OG0000302	ENST00000357083.8	rna21046
OG0000302	ENST00000359227.7	rna30929
OG0000302	ENST00000380110.8	rna16321
OG0000303	ENST00000295955.13	rna1316, rna23488
OG0000304	ENST00000458258.5	rna30861
OG0000304	ENST00000635647.1	rna34270
OG0000304	ENST00000370197.5	rna19266
OG0000305	ENST00000368789.1, ENST00000368787.3, ENST00000335633.1, ENST00000333881.3, ENST00000335674.1, ENST00000368777.1	rna32297, rna16934, rna16935, rna16936
OG0000306	ENST00000257915.9	rna27031
OG0000306	ENST00000263707.5	rna5848
OG0000306	ENST00000283629.7	rna3550
OG0000307	ENST00000435030.5	rna6877
OG0000307	ENST00000302418.4	rna35956
OG0000307	ENST00000455537.6	rna3707
OG0000308	ENST00000335154.9	rna26992
OG0000308	ENST00000331495.7	rna14657
OG0000308	ENST00000288670.13	rna6902
OG0000309	ENST00000332142.9	rna6979
OG0000309	ENST00000583023.1	rna14703
OG0000309	ENST00000262186.9	rna8842
OG0000310	ENST00000410016.5	rna7169
OG0000310	ENST00000470495.1, ENST00000396352.8	rna6283
OG0000311	ENST00000306627.7	rna3350
OG0000311	ENST00000602959.5	rna7229
OG0000311	ENST00000425792.5	rna3348
OG0000312	ENST00000315323.4	rna14633
OG0000312	ENST00000287934.3	rna6012
OG0000312	ENST00000286201.2	rna7446
OG0000313	ENST00000395044.7	rna12449
OG0000313	ENST00000313132.8	rna17478
OG0000314	ENST00000420959.6	rna30468
OG0000314	ENST00000393893.5	rna32114
OG0000314	ENST00000388767.7	rna16614
OG0000316	ENST00000221485.7	rna4149
OG0000316	ENST00000263160.3	rna6826
OG0000316	ENST00000323346.9	rna28336
OG0000317	ENST00000552864.5	rna33355
OG0000317	ENST00000221459.6	rna4128
OG0000317	ENST00000278193.6	rna6809
OG0000318	ENST00000381269.6	rna2366
OG0000318	ENST00000403092.5	rna22270
OG0000318	ENST00000236877.10	rna4059
OG0000319	ENST00000379066.5	rna22306
OG0000319	ENST00000595515.5	rna4039
OG0000319	ENST00000415220.6	rna33403
OG0000320	ENST00000324071.8, ENST00000330436.3, ENST00000301146.8, ENST00000301141.9	rna8985, rna32861, rna32964, rna8983
OG0000321	ENST00000263826.9	rna1624
OG0000321	ENST00000392038.6	rna8947
OG0000321	ENST00000554581.5	rna28710
OG0000322	ENST00000356721.3	rna24901
OG0000322	ENST00000312960.3	rna3061
OG0000323	ENST00000423902.6	rna29424
OG0000323	ENST00000399982.6	rna34192
OG0000323	ENST00000447540.5	rna24857
OG0000324	ENST00000332680.8	rna28658
OG0000325	ENST00000412172.3	rna17865
OG0000325	ENST00000554943.5	rna2101
OG0000325	ENST00000616407.1	rna21773
OG0000327	ENST00000316084.9	rna32714
OG0000328	ENST00000304801.5	rna12566
OG0000328	ENST00000373316.4	rna27373
OG0000329	ENST00000381930.7	rna23482
OG0000329	ENST00000373114.4	rna22628
OG0000329	ENST00000377844.8	rna6515
OG0000330	ENST00000278568.8	rna30216
OG0000330	ENST00000518291.5	rna32270
OG0000330	ENST00000327134.7	rna31241
OG0000331	ENST00000355899.7	rna32255
OG0000331	ENST00000457734.6	rna3139
OG0000331	ENST00000398576.6	rna29572
OG0000332	ENST00000323116.9	rna27785
OG0000332	ENST00000375630.6	rna4511
OG0000332	ENST00000327569.7	rna23651
OG0000333	ENST00000325888.12	rna28443
OG0000333	ENST00000369850.7	rna32202
OG0000333	ENST00000490882.5	rna25347
OG0000334	ENST00000395863.7	rna21293
OG0000334	ENST00000370830.3	rna12506
OG0000334	ENST00000283147.6	rna13753
OG0000335	ENST00000612421.2	rna13810
OG0000335	ENST00000380698.4	rna13814
OG0000335	ENST00000397985.6	rna2766
OG0000336	ENST00000375050.5	rna34981
OG0000336	ENST00000373487.8	rna20557
OG0000336	ENST00000420696.6	rna5372
OG0000337	ENST00000359842.9	rna5368
OG0000337	ENST00000374685.8	rna14552
OG0000337	ENST00000481739.1	rna32433
OG0000338	ENST00000635942.1	rna16449
OG0000338	ENST00000260323.15	rna28582
OG0000338	ENST00000551649.5	rna26422
OG0000339	ENST00000394829.6	rna17437
OG0000339	ENST00000394854.7	rna30009
OG0000339	ENST00000397775.7	rna24240
OG0000340	ENST00000357947.3	rna230
OG0000340	ENST00000507499.5	rna5232
OG0000340	ENST00000306385.9	rna24249
OG0000341	ENST00000545279.5	rna12410
OG0000341	ENST00000302085.8	rna5056
OG0000342	ENST00000630972.2	rna13027
OG0000342	ENST00000508776.5	rna3885
OG0000342	ENST00000304858.6	rna12453
OG0000343	ENST00000269886.7	rna34420
OG0000343	ENST00000324537.5	rna7940
OG0000343	ENST00000380607.4	rna10289
OG0000344	ENST00000309154.2	rna10421, rna10418, rna10420, rna10419
OG0000345	ENST00000420843.6	rna30184
OG0000345	ENST00000412477.7	rna8091
OG0000347	ENST00000225550.3, ENST00000246646.3	rna23324, rna23326, rna23327
OG0000348	ENST00000196061.4	rna16080
OG0000348	ENST00000223127.7	rna20249
OG0000348	ENST00000282903.9	rna3124
OG0000349	ENST00000413199.1, ENST00000329447.5, ENST00000383163.3	rna3178, rna3176, rna33300, rna3177
OG0000350	ENST00000425354.6	rna27107
OG0000350	ENST00000330688.8	rna3366
OG0000350	ENST00000394086.7	rna1023
OG0000351	ENST00000395611.7	rna17576
OG0000351	ENST00000452135.6	rna32529
OG0000351	ENST00000638313.1	rna28785
OG0000352	ENST00000285979.10, ENST00000464755.1, ENST00000260682.6, ENST00000371321.7, ENST00000371270.5	rna197, rna196
OG0000353	ENST00000266058.8	rna237
OG0000353	ENST00000332966.8	rna13246
OG0000353	ENST00000273739.9	rna5539
OG0000354	ENST00000298622.8	rna668
OG0000354	ENST00000409021.7	rna5431
OG0000354	ENST00000616793.4	rna12193
OG0000355	ENST00000398523.3	rna12197
OG0000355	ENST00000282908.9	rna5437
OG0000355	ENST00000298630.7	rna671
OG0000356	ENST00000268661.7	rna18270
OG0000356	ENST00000216146.8	rna28068
OG0000357	ENST00000361170.6	rna17970
OG0000357	ENST00000274364.10	rna11996
OG0000357	ENST00000268182.9	rna7896
OG0000358	ENST00000368195.3	rna17946
OG0000358	ENST00000268035.10	rna7635
OG0000358	ENST00000302850.9	rna27981
OG0000359	ENST00000295452.4	rna23525
OG0000359	ENST00000615808.4	rna28985
OG0000359	ENST00000414552.6	rna13258
OG0000360	ENST00000353703.8	rna19789
OG0000360	ENST00000381844.8	rna37
OG0000360	ENST00000521607.5	rna9547
OG0000361	ENST00000078429.8	rna34376
OG0000361	ENST00000286548.8	rna11730
OG0000361	ENST00000341700.6	rna11729
OG0000362	ENST00000335102.9	rna28745
