Orthogroup	homSap.longCDS.prots	ursArc.longCDS.prots
OG0000170	ENST00000455880.2	rna27606
OG0000170	ENST00000218075.8	rna39742
OG0000170	ENST00000372617.4	rna52044
OG0000171	ENST00000377073.3	rna30719
OG0000171	ENST00000640275.1, ENST00000351773.7	rna19670
OG0000172	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5	rna3204, rna54091, rna53940, rna53943, rna54100
OG0000173	ENST00000390296.2, ENST00000390293.1	id578919, rna52971
OG0000174	ENST00000376537.8	rna37035
OG0000174	ENST00000376499.7	rna37028
OG0000174	ENST00000590536.5	rna43042
OG0000174	ENST00000559929.5	rna40140
OG0000175	ENST00000315915.4	rna54280, rna54284
OG0000175	ENST00000305051.5	rna53453, rna53308
OG0000176	ENST00000511664.5	rna14301
OG0000176	ENST00000398376.7	rna27530
OG0000176	ENST00000423381.5	rna20218
OG0000176	ENST00000395749.6	rna1782
OG0000177	ENST00000237500.9	rna10499
OG0000177	ENST00000279022.6	rna18981
OG0000178	ENST00000340802.10	rna17479
OG0000178	ENST00000349048.8	rna116
OG0000178	ENST00000381125.8	rna40368
OG0000179	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5	rna53494, rna52934, rna52932, rna53712, rna45631
OG0000180	ENST00000562522.2	rna33688
OG0000180	ENST00000544665.7	rna33684
OG0000180	ENST00000389202.2	rna33689
OG0000181	ENST00000313940.2	rna53153, rna49479
OG0000182	ENST00000284425.6	rna29492
OG0000182	ENST00000269081.8	rna29491
OG0000182	ENST00000586539.5	rna29503
OG0000182	ENST00000340001.8	rna29497
OG0000183	ENST00000343150.9	rna36948, rna36947
OG0000183	ENST00000538255.5	rna36891
OG0000184	ENST00000327216.3	rna49381
OG0000184	ENST00000528616.3	rna49383, rna49382
OG0000185	ENST00000314612.2	rna49330, rna49331, rna49332, rna49327, rna49329
OG0000186	ENST00000333629.1	rna53311, rna53303
OG0000186	ENST00000315947.1	rna53812
OG0000187	ENST00000573854.5, ENST00000329697.10	rna38572
OG0000187	ENST00000307493.8	rna38569
OG0000187	ENST00000399422.4	rna33285
OG0000187	ENST00000289416.9	rna33286
OG0000188	ENST00000317834.4	rna48348, rna48346, rna48349, rna48358
OG0000189	ENST00000318351.1	rna1455
OG0000189	ENST00000440596.2	rna1454
OG0000189	ENST00000382489.3	rna1457
OG0000190	ENST00000634605.1, ENST00000390361.3, ENST00000547918.2, ENST00000390374.3, ENST00000390377.1, ENST00000390369.2, ENST00000612787.1, ENST00000390367.3, ENST00000611787.1, ENST00000617639.1, ENST00000620569.1, ENST00000617347.1, ENST00000621184.1, ENST00000455382.2, ENST00000619103.1	id35538
OG0000191	ENST00000312153.1	rna49390, rna49392, rna49389
OG0000193	ENST00000262738.7	rna41241
OG0000193	ENST00000164024.4	rna16127
OG0000193	ENST00000271332.3	rna46824
OG0000194	ENST00000369915.7	rna51645
OG0000194	ENST00000280605.4	rna14784
OG0000194	ENST00000423516.5	rna16397
OG0000195	ENST00000299308.7	rna32220
OG0000195	ENST00000435159.2	rna32217
OG0000195	ENST00000422113.6	rna32207
OG0000196	ENST00000331410.9	rna34079, rna50589
OG0000197	ENST00000622037.1	rna42001
OG0000197	ENST00000359596.7	rna44463
OG0000197	ENST00000366574.6	rna19653
OG0000198	ENST00000448232.6	rna24890
OG0000198	ENST00000380861.8	rna53351, rna39804, rna54121
OG0000198	ENST00000521089.5	rna27762
OG0000199	ENST00000346964.6	rna1211
OG0000199	ENST00000399510.6	rna39260
OG0000199	ENST00000194900.8	rna48011
OG0000200	ENST00000520164.5	rna37244
OG0000200	ENST00000342725.9	rna18639
OG0000200	ENST00000313708.10	rna27693
OG0000200	ENST00000355311.9	rna8487
OG0000201	ENST00000354582.10	rna16692
OG0000201	ENST00000381340.7	rna17742
OG0000201	ENST00000374316.9	rna44724
OG0000202	ENST00000368358.3	rna47236
OG0000202	ENST00000303230.5	rna23000
OG0000202	ENST00000251287.2	rna42813
OG0000202	ENST00000261917.3	rna40194
OG0000203	ENST00000389039.10	rna36573
OG0000203	ENST00000321429.8	rna53404
OG0000204	ENST00000390237.2	id45720
OG0000204	ENST00000390247.2, ENST00000421835.2, ENST00000443397.5, ENST00000390270.2, ENST00000492167.1, ENST00000390277.3, ENST00000483158.1, ENST00000417279.3, ENST00000390252.2	id45837
OG0000205	ENST00000293831.12	rna39319
OG0000205	ENST00000440191.6	rna1355
OG0000206	ENST00000456448.2	rna43382, rna43381
OG0000206	ENST00000343761.4	rna43379, rna43380
OG0000207	ENST00000301180.9	rna17330
OG0000207	ENST00000417564.2	rna4
OG0000207	ENST00000634311.1	rna40353
OG0000208	ENST00000378397.1, ENST00000625203.2	rna53922, rna49338
OG0000209	ENST00000301529.1, ENST00000303039.3	rna49371
OG0000209	ENST00000533152.2	rna49362, rna53735, rna53732
OG0000210	ENST00000290354.5	rna287
OG0000210	ENST00000290349.10	rna289, rna290
OG0000212	ENST00000398290.7	rna36569
OG0000212	ENST00000272395.2, ENST00000639673.1, ENST00000448984.1, ENST00000329758.5, ENST00000622138.4, ENST00000417545.4, ENST00000623787.3, ENST00000530311.6, ENST00000449290.6, ENST00000533122.2, ENST00000329862.6, ENST00000617704.1	rna36568
OG0000213	ENST00000334192.8	rna33023
OG0000213	ENST00000587152.5	rna44072
OG0000213	ENST00000401738.3	rna3946
OG0000214	ENST00000344337.10	rna1034
OG0000214	ENST00000373625.7	rna34707
OG0000214	ENST00000368564.6	rna51704, rna51738
OG0000215	ENST00000272233.5	rna3498
OG0000215	ENST00000418115.5	rna16178
OG0000216	ENST00000502798.6	rna13768
OG0000216	ENST00000394232.5	rna27134
OG0000216	ENST00000369146.7	rna49031
OG0000217	ENST00000374700.6	rna6045
OG0000217	ENST00000379416.3	rna6035, rna6034, rna3774
OG0000218	ENST00000413366.7	rna29555
OG0000218	ENST00000303531.11	rna33386
OG0000218	ENST00000263431.3	rna50770
OG0000219	ENST00000357084.7	rna33476
OG0000219	ENST00000539276.6	rna32421
OG0000219	ENST00000359983.7	rna36077
OG0000220	ENST00000614878.4	rna35887
OG0000220	ENST00000261739.8	rna32707
OG0000220	ENST00000511455.6	rna45152
OG0000222	ENST00000262461.6	rna24158
OG0000222	ENST00000438926.6	rna8982
OG0000222	ENST00000380993.7	rna36618
OG0000223	ENST00000448642.6	rna20059
OG0000223	ENST00000354624.5	rna20058
OG0000223	ENST00000290573.6	rna4222
OG0000224	ENST00000530749.5	rna21705
OG0000224	ENST00000337147.11	rna20945
OG0000224	ENST00000360270.6	rna49964
OG0000225	ENST00000402813.7	rna25233
OG0000225	ENST00000329903.4	rna49864
OG0000225	ENST00000409937.1	rna4896
OG0000226	ENST00000325643.5	rna37519, rna37513
OG0000226	ENST00000332857.6, ENST00000377647.4, ENST00000437823.4, ENST00000619167.1, ENST00000428649.4	rna36889
OG0000227	ENST00000538487.6	rna44732
OG0000227	ENST00000231188.9	rna23954
OG0000227	ENST00000467425.5	rna16705
OG0000228	ENST00000378300.9	rna22177
OG0000228	ENST00000357980.8	rna36870
OG0000228	ENST00000271850.11	rna47359
OG0000229	ENST00000276440.11	rna37252
OG0000229	ENST00000623213.1	rna8460
OG0000232	ENST00000496514.5	rna48304
OG0000232	ENST00000371447.3	rna43742
OG0000232	ENST00000255266.9	rna27513
OG0000233	ENST00000358834.8	rna8246
OG0000233	ENST00000579578.6	rna8247
OG0000233	ENST00000369221.2	rna8244
OG0000235	ENST00000601345.5	rna50538, rna53892, rna50541, rna50542
OG0000235	ENST00000242786.5	rna50500
OG0000236	ENST00000222249.13	rna15819
OG0000236	ENST00000618040.4	rna47313
OG0000236	ENST00000631899.1	rna24010
OG0000237	ENST00000366485.1	rna53954, rna51975, rna51978, rna51976, rna54209
OG0000238	ENST00000540651.5	rna50979
OG0000238	ENST00000256682.8	rna17423
OG0000239	ENST00000326303.4	rna54363, rna53862
OG0000239	ENST00000381139.1	rna37888
OG0000239	ENST00000311148.8, ENST00000238651.9	rna37889
OG0000240	ENST00000390320.2, ENST00000532223.2, ENST00000330377.2, ENST00000390321.2, ENST00000390323.2, ENST00000390325.2, ENST00000390331.3	id587066
OG0000241	ENST00000391418.3, ENST00000394015.3, ENST00000391419.3, ENST00000542910.1	rna53561, rna30053
OG0000242	ENST00000622179.4	rna18664
OG0000242	ENST00000303415.7, ENST00000381605.8	rna18668, rna53832, rna18667
OG0000244	ENST00000423392.5	rna53741, rna54041, rna54295, rna53364, rna51776, rna53405, rna54478, rna54394, rna54427, rna49831, rna54422, rna53858
OG0000246	ENST00000358642.2	rna626, rna627, rna624, rna625
OG0000247	ENST00000548136.1	rna3186
OG0000247	ENST00000350513.2	rna3185, rna3184, rna3222, rna3223
OG0000248	ENST00000394256.2	rna15682
OG0000248	ENST00000321688.1	rna54421, rna54420
OG0000250	ENST00000437180.5	rna320
OG0000250	ENST00000399916.5	rna34981
OG0000250	ENST00000576263.5	rna23474
OG0000251	ENST00000307845.7	rna3401
OG0000251	ENST00000373467.3	rna34651
OG0000251	ENST00000522951.5	rna9973
OG0000252	ENST00000294618.11	rna43502
OG0000252	ENST00000432829.6	rna37620
OG0000252	ENST00000635253.1	rna12775
OG0000253	ENST00000420428.6	rna10760
OG0000253	ENST00000287202.9, ENST00000569547.1	rna40178
OG0000253	ENST00000420342.1	rna48887
OG0000254	ENST00000453097.6	rna17280
OG0000254	ENST00000446997.5	rna6603
OG0000254	ENST00000454389.5	rna11489
OG0000255	ENST00000276204.10	rna40645
OG0000255	ENST00000258390.11	rna5551
OG0000255	ENST00000442173.5	rna7586
OG0000256	ENST00000412531.3, ENST00000616763.4, ENST00000581191.5, ENST00000452145.6	rna40995
OG0000256	ENST00000409538.5	rna5327
OG0000257	ENST00000380191.8	rna40404
OG0000257	ENST00000447750.6	rna51630
OG0000258	ENST00000348956.6	rna32824
OG0000258	ENST00000221476.3	rna44092
OG0000260	ENST00000266088.8	rna47086
OG0000260	ENST00000266086.5	rna47087
OG0000260	ENST00000330498.3	rna33694
OG0000261	ENST00000215812.8	rna47001
OG0000261	ENST00000615189.4	rna46998
OG0000261	ENST00000402034.6, ENST00000255858.11	rna47002
OG0000262	ENST00000454376.6	rna43800
OG0000262	ENST00000382622.3	rna18230
OG0000263	ENST00000263576.10	rna21266
OG0000263	ENST00000302243.11	rna9416
OG0000263	ENST00000443119.7	rna9418
OG0000264	ENST00000347613.8	rna47876, rna47832
OG0000264	ENST00000380833.8	rna39800
OG0000264	ENST00000376088.7	rna30842
OG0000265	ENST00000506618.3	rna2385
OG0000265	ENST00000398491.6	rna39777
OG0000265	ENST00000372435.8	rna40543
OG0000266	ENST00000261211.7	rna15062
OG0000266	ENST00000276052.10	rna30715
OG0000266	ENST00000506784.5	rna42495
OG0000268	ENST00000342741.4	rna47235
OG0000268	ENST00000319622.10	rna40170
OG0000269	ENST00000285039.11	rna10867
OG0000269	ENST00000261839.11	rna36698
OG0000269	ENST00000399231.7	rna36700
OG0000270	ENST00000402696.7	rna11703
OG0000270	ENST00000231751.8	rna16005
OG0000271	ENST00000273047.8	rna11562
OG0000271	ENST00000553116.5	rna15650
OG0000271	ENST00000592574.1, ENST00000547517.5	rna29995
OG0000272	ENST00000164139.3	rna45412
OG0000272	ENST00000216962.8	rna52347
OG0000272	ENST00000216392.7	rna31113
OG0000273	ENST00000443950.6	rna43658
OG0000273	ENST00000329433.10	rna23936
OG0000273	ENST00000316594.5	rna45692
OG0000274	ENST00000413683.5	rna24192
OG0000274	ENST00000515030.5	rna24953
OG0000274	ENST00000356116.5	rna8146
OG0000275	ENST00000392870.2	rna8298
OG0000275	ENST00000398052.8	rna48160
OG0000275	ENST00000528793.5	rna27946
OG0000276	ENST00000330899.4	rna22315
OG0000276	ENST00000394855.7	rna27421
OG0000277	ENST00000372923.7	rna31507
OG0000277	ENST00000389253.8	rna43472
OG0000277	ENST00000355305.9	rna25838
OG0000278	ENST00000367573.6	rna25592
OG0000278	ENST00000371355.8	rna52450, rna52510
OG0000278	ENST00000614285.4	rna50456
OG0000279	ENST00000269703.7	rna52967
OG0000279	ENST00000221700.10, ENST00000586182.6, ENST00000248041.12, ENST00000550308.5, ENST00000612078.4	rna52968
OG0000280	ENST00000436636.6	rna1587
OG0000280	ENST00000355280.10	rna39224
OG0000280	ENST00000625522.2	rna4986
OG0000281	ENST00000344514.1	rna49342, rna49341, rna49343, rna49344
OG0000282	ENST00000262188.12	rna41003
OG0000282	ENST00000448276.6	rna29634
OG0000282	ENST00000394963.8	rna17349
OG0000283	ENST00000535240.1	rna29474
OG0000283	ENST00000303592.3	rna41526
OG0000283	ENST00000567955.3, ENST00000583088.5	rna39711
OG0000285	ENST00000279791.1	rna49380
OG0000285	ENST00000312240.3	rna53913
OG0000286	ENST00000330487.5, ENST00000431524.1, ENST00000320891.4, ENST00000375024.1	rna54212, rna21369
OG0000287	ENST00000457408.6	rna1775
OG0000287	ENST00000332598.6	rna23996
OG0000288	ENST00000380370.1	rna36114, rna54181, rna54180, rna36120, rna36104
OG0000289	ENST00000395761.3, ENST00000296026.4, ENST00000508487.2	rna26534, rna54234, rna54236, rna26533
OG0000290	ENST00000604629.5, ENST00000514019.1	rna25432
OG0000290	ENST00000305231.11, ENST00000446444.1, ENST00000335568.9, ENST00000265403.11, ENST00000305107.6, ENST00000317746.2, ENST00000338206.5	rna25424
OG0000290	ENST00000251566.8	rna25430
OG0000291	ENST00000381668.9	rna25180
OG0000291	ENST00000381655.6	rna6908, rna6905
OG0000297	ENST00000235835.7, ENST00000361640.4, ENST00000429712.5	rna53885
OG0000298	ENST00000621413.4	rna34285
OG0000298	ENST00000542507.5	rna34796
OG0000298	ENST00000370339.7	rna19545
OG0000299	ENST00000381196.8	rna22544
OG0000299	ENST00000587303.5	rna43169
OG0000299	ENST00000359947.8	rna13190
OG0000300	ENST00000254323.6	rna50466
OG0000300	ENST00000359600.5	rna13110
OG0000300	ENST00000252744.5	rna13964
OG0000301	ENST00000251472.8	rna50426
OG0000301	ENST00000361297.6	rna13081
OG0000301	ENST00000262811.10	rna15829
OG0000302	ENST00000357083.8	rna12997
OG0000302	ENST00000359227.7	rna43540
OG0000302	ENST00000380110.8	rna22392
OG0000303	ENST00000295955.13	rna25121
OG0000304	ENST00000458258.5	rna21857
OG0000304	ENST00000635647.1	rna42831
OG0000304	ENST00000370197.5	rna12261
OG0000305	ENST00000368789.1, ENST00000368787.3, ENST00000335633.1, ENST00000333881.3, ENST00000335674.1, ENST00000368777.1	rna48859, rna54294, rna48858
OG0000306	ENST00000257915.9	rna17299
OG0000306	ENST00000263707.5	rna26806
OG0000306	ENST00000283629.7	rna11258
OG0000307	ENST00000435030.5	rna6764
OG0000307	ENST00000302418.4	rna45570
OG0000307	ENST00000455537.6	rna15512
OG0000308	ENST00000335154.9	rna17373
OG0000308	ENST00000331495.7	rna29765
OG0000308	ENST00000288670.13	rna6728
OG0000309	ENST00000332142.9	rna6593
OG0000309	ENST00000583023.1	rna29657
OG0000309	ENST00000262186.9	rna40975
OG0000310	ENST00000410016.5	rna6365
OG0000310	ENST00000470495.1	rna30299
OG0000310	ENST00000396352.8	rna2543
OG0000311	ENST00000306627.7	rna11535
OG0000311	ENST00000602959.5	rna6272
OG0000311	ENST00000425792.5	rna11541
OG0000312	ENST00000315323.4	rna29820
OG0000312	ENST00000287934.3	rna2132
OG0000312	ENST00000286201.2	rna5968
OG0000313	ENST00000395044.7	rna24266
OG0000313	ENST00000313132.8	rna20249
OG0000314	ENST00000420959.6	rna32649
OG0000314	ENST00000393893.5	rna45130
OG0000314	ENST00000388767.7	rna35889
OG0000316	ENST00000221485.7	rna43839
OG0000316	ENST00000263160.3	rna29359
OG0000316	ENST00000323346.9	rna15019
OG0000317	ENST00000552864.5	rna15241
OG0000317	ENST00000221459.6	rna43869
OG0000317	ENST00000278193.6	rna29337
OG0000318	ENST00000381269.6	rna37984
OG0000318	ENST00000403092.5	rna3920
OG0000318	ENST00000236877.10	rna43971
OG0000319	ENST00000379066.5	rna3855
OG0000319	ENST00000595515.5	rna44012
OG0000319	ENST00000415220.6	rna30863
OG0000320	ENST00000324071.8, ENST00000330436.3, ENST00000301146.8, ENST00000301141.9	rna44313, rna44314
OG0000321	ENST00000263826.9	rna26108
OG0000321	ENST00000392038.6	rna44367
OG0000321	ENST00000554581.5	rna32755
OG0000322	ENST00000356721.3	rna8852
OG0000322	ENST00000312960.3	rna11963
OG0000323	ENST00000423902.6	rna34297
OG0000323	ENST00000399982.6	rna52577
OG0000323	ENST00000447540.5	rna8901
OG0000324	ENST00000332680.8	rna36824
OG0000325	ENST00000412172.3	rna30490
OG0000325	ENST00000554943.5	rna33196
OG0000325	ENST00000616407.1	rna4656
OG0000327	ENST00000316084.9	rna48048
OG0000328	ENST00000304801.5	rna23405
OG0000328	ENST00000373316.4	rna42035
OG0000329	ENST00000381930.7	rna25113
OG0000329	ENST00000373114.4	rna42088
OG0000329	ENST00000377844.8	rna7421
OG0000330	ENST00000278568.8	rna36392
OG0000330	ENST00000518291.5	rna40595
OG0000330	ENST00000327134.7	rna1190
OG0000331	ENST00000355899.7	rna40621
OG0000331	ENST00000457734.6	rna11857
OG0000331	ENST00000398576.6	rna7273
OG0000332	ENST00000323116.9	rna1502
OG0000332	ENST00000375630.6	rna51119
OG0000332	ENST00000327569.7	rna41642
OG0000333	ENST00000325888.12	rna2905
OG0000333	ENST00000369850.7	rna51642
OG0000333	ENST00000490882.5	rna16474
OG0000334	ENST00000395863.7	rna19429
OG0000334	ENST00000370830.3	rna23301
OG0000334	ENST00000283147.6	rna28457
OG0000335	ENST00000612421.2	rna28366
OG0000335	ENST00000380698.4	rna28364
OG0000335	ENST00000397985.6	rna11078
OG0000336	ENST00000375050.5	rna44641
OG0000336	ENST00000373487.8	rna31411
OG0000336	ENST00000420696.6	rna35294
OG0000337	ENST00000359842.9	rna35299
OG0000337	ENST00000374685.8	rna44691
OG0000337	ENST00000481739.1	rna31802
OG0000338	ENST00000635942.1	rna22205
OG0000338	ENST00000260323.15	rna36716
OG0000338	ENST00000551649.5	rna15801
OG0000339	ENST00000394829.6	rna20198
OG0000339	ENST00000394854.7	rna26151
OG0000339	ENST00000397775.7	rna37318
OG0000340	ENST00000357947.3	rna7770
OG0000340	ENST00000507499.5	rna47846, rna47805
OG0000340	ENST00000306385.9	rna37329
OG0000341	ENST00000545279.5	rna24342
OG0000341	ENST00000302085.8	rna14563
OG0000342	ENST00000630972.2	rna7008
OG0000342	ENST00000508776.5	rna14426
OG0000342	ENST00000304858.6	rna24261
OG0000343	ENST00000269886.7	rna43118
OG0000343	ENST00000324537.5	rna27316
OG0000343	ENST00000380607.4	rna22472
OG0000344	ENST00000309154.2	rna21380, rna21377, rna21379, rna21378
OG0000345	ENST00000420843.6	rna36336
OG0000345	ENST00000412477.7	rna39235
OG0000347	ENST00000225550.3, ENST00000246646.3	rna30046, rna30045, rna30043
OG0000348	ENST00000196061.4	rna38182
OG0000348	ENST00000223127.7	rna33920
OG0000348	ENST00000282903.9	rna11883
OG0000349	ENST00000413199.1, ENST00000329447.5, ENST00000383163.3	rna11806, rna11805, rna54344
OG0000350	ENST00000425354.6	rna17192
OG0000350	ENST00000330688.8	rna11509
OG0000350	ENST00000394086.7	rna30093
OG0000351	ENST00000395611.7	rna43562
OG0000351	ENST00000452135.6	rna23910
OG0000351	ENST00000638313.1	rna26328
OG0000352	ENST00000285979.10, ENST00000464755.1, ENST00000260682.6, ENST00000371321.7, ENST00000371270.5	rna7714, rna53737, rna7711, rna43770
OG0000353	ENST00000266058.8	rna7780
OG0000353	ENST00000332966.8	rna27775
OG0000353	ENST00000273739.9	rna32007
OG0000354	ENST00000298622.8	rna8514
OG0000354	ENST00000409021.7	rna31851
OG0000354	ENST00000616793.4	rna14054
OG0000355	ENST00000398523.3	rna14058
OG0000355	ENST00000282908.9	rna31867
OG0000355	ENST00000298630.7	rna8530
OG0000356	ENST00000268661.7	rna47659
OG0000356	ENST00000216146.8	rna41482
OG0000357	ENST00000361170.6	rna47138
OG0000357	ENST00000274364.10	rna13765
OG0000357	ENST00000268182.9	rna27240
OG0000358	ENST00000368195.3	rna47111
OG0000358	ENST00000268035.10	rna27063
OG0000358	ENST00000302850.9	rna43352
OG0000359	ENST00000295452.4	rna25203
OG0000359	ENST00000615808.4	rna26923
OG0000359	ENST00000414552.6	rna27744
OG0000360	ENST00000353703.8	rna19179
OG0000360	ENST00000381844.8	rna3385
OG0000360	ENST00000521607.5	rna9986
OG0000361	ENST00000078429.8	rna43046
OG0000361	ENST00000286548.8	rna37054
OG0000361	ENST00000341700.6	rna37055
OG0000362	ENST00000335102.9	rna32829
OG0000362	ENST00000402010.6	rna45492
OG0000362	ENST00000611084.4	rna35360
OG0000363	ENST00000360428.8	rna10646
OG0000363	ENST00000257198.5	rna10649
OG0000363	ENST00000280904.10	rna10648
OG0000364	ENST00000304094.1, ENST00000381951.1	rna36032, rna36034, rna36033
OG0000365	ENST00000402142.3	rna41468
OG0000365	ENST00000359106.9	rna30414
